행정동,통,반,관할구역
정왕1동,11,3,정왕동 1583
정왕1동,11,4,정왕동 1584
정왕1동,11,5,정왕동 1585
정왕1동,11,6,정왕동 1586
정왕1동,12,1,정왕동 1587
정왕1동,12,2,정왕동 1588
정왕1동,12,3,정왕동 1589
정왕1동,12,4,정왕동 1595
정왕1동,12,5,정왕동 1596
정왕1동,13,1,정왕동 1571
정왕1동,13,2,정왕동 1572
정왕1동,13,3,정왕동 1573
정왕1동,13,4,정왕동 1574
정왕1동,13,5,정왕동 1575
정왕1동,13,6,"정왕동 1576,1577"
정왕1동,13,7,정왕동 1578
정왕1동,14,1,정왕동 1579
정왕1동,14,2,정왕동 1580
정왕1동,14,3,정왕동 1590
정왕1동,14,4,정왕동 1591
정왕1동,14,5,"정왕동 1592, 1593"
정왕1동,14,6,정왕동 1594
정왕1동,15,1,정왕동 1597
정왕1동,15,2,정왕동 1598
정왕1동,15,3,"정왕동 1604, 1605"
정왕1동,15,4,"정왕동 1606, 1607"
정왕1동,15,5,"정왕동 1617, 1618"
정왕1동,16,1,정왕동 1614
정왕1동,16,2,정왕동 1615
정왕1동,16,3,정왕동 1616
정왕1동,16,4,정왕동 1619
정왕1동,17,1,정왕동 1599
정왕1동,17,2,"정왕동 1600, 1601, 1800"
정왕1동,17,3,정왕동 1602
정왕1동,17,4,정왕동 1603
정왕1동,17,5,정왕동 1608
정왕1동,17,6,정왕동 1609
정왕1동,18,1,"정왕동 1610, 1611, 1799"
정왕1동,18,2,정왕동 1612
정왕1동,18,3,정왕동 1613
정왕1동,18,4,정왕동 1620
정왕1동,18,5,정왕동 1621
정왕1동,19,1,정왕동 1789(금강아파트 112동)
정왕1동,19,2,정왕동 1789(금강아파트 113동)
정왕1동,19,3,정왕동 1789(금강아파트 114동)
정왕1동,19,4,정왕동 1789(금강아파트 117동)
정왕1동,19,5,정왕동 1789(금강아파트 118동)
정왕1동,19,6,정왕동 1789(금강아파트 119동)
정왕1동,19,7,정왕동 1789(금강아파트 120동)
정왕1동,19,8,정왕동 1789(금강아파트 121동)
정왕1동,19,9,정왕동 1734-1～1739-7
정왕1동,20,1,정왕동 1789(금강아파트 101동)
정왕1동,20,2,정왕동 1789(금강아파트 102동)
정왕1동,20,3,정왕동 1789(금강아파트 103동)
정왕1동,20,4,정왕동 1789(금강아파트 104동)
정왕1동,20,5,정왕동 1789(금강아파트 105동)
정왕1동,20,6,정왕동 1789(금강아파트 106동)
정왕1동,20,7,정왕동 1789(금강아파트 107동)
정왕1동,20,8,정왕동 1789(금강아파트 108동)
정왕1동,20,9,정왕동 1789(금강아파트 109동)
정왕1동,20,10,정왕동 1789(금강아파트 110동)
정왕1동,20,11,정왕동 1789(금강아파트 111동)
정왕1동,20,12,정왕동 1789(금강아파트 115동)
정왕1동,20,13,정왕동 1789(금강아파트 116동)
정왕1동,21,1,정왕동 1790(영남아파트 601동)
정왕1동,21,2,정왕동 1790(영남아파트 602동)
정왕1동,21,3,정왕동 1790(영남아파트 603동)
정왕1동,21,4,정왕동 1790(영남아파트 604동)
정왕1동,21,5,정왕동 1790(영남아파트 605동)
정왕1동,21,6,정왕동 1790(영남아파트 606동)
정왕1동,21,7,정왕동 1790(영남아파트 611동)
정왕1동,21,8,정왕동 1790(영남아파트 613동)
정왕1동,21,9,정왕동 1790(영남아파트 615동)
정왕1동,21,10,정왕동 1790(영남아파트 616동)
정왕1동,21,11,정왕동 1790(영남아파트 618동)
정왕1동,21,12,정왕동 1790(영남아파트 619동)
정왕1동,22,1,정왕동 1790(영남아파트 607동)
정왕1동,22,2,정왕동 1790(영남아파트 608동)
정왕1동,22,3,정왕동 1790(영남아파트 609동)
정왕1동,22,4,정왕동 1790(영남아파트 610동)
정왕1동,22,5,정왕동 1790(영남아파트 612동)
정왕1동,22,6,정왕동 1790(영남아파트 614동)
정왕1동,22,7,정왕동 1790(영남아파트 617동)
정왕1동,22,8,정왕동 1790(영남아파트 620동)
정왕1동,22,9,정왕동 1740-1～1745-6
정왕1동,23,1,정왕동 1788-1(건영아파트 501동)
정왕1동,23,2,정왕동 1788-1(건영아파트 502동)
정왕1동,23,3,정왕동 1788-1(건영아파트 503동)
정왕1동,23,4,정왕동 1788-1(건영아파트 504동)
정왕1동,23,5,정왕동 1788-1(건영아파트 505동)
정왕1동,23,6,정왕동 1788-1(건영아파트 506동)
정왕1동,23,7,정왕동 1788-1(건영아파트 507동)
정왕1동,23,8,정왕동 1788-1(건영아파트 508동)
정왕1동,23,9,정왕동 1788-1(건영아파트 509동)
정왕1동,23,10,정왕동 1788-1(건영아파트 510동)
정왕1동,23,11,정왕동 1788-1(건영아파트 511동)
정왕1동,24,1,정왕동 1787-1(주공아파트 601동)
정왕1동,24,2,정왕동 1787-1(주공아파트 602동)
정왕1동,24,3,정왕동 1787-1(주공아파트 603동)
정왕1동,24,4,정왕동 1787-1(주공아파트 604동)
정왕1동,24,5,정왕동 1787-1(주공아파트 605동)
정왕1동,24,6,정왕동 1787-1(주공아파트 606동)
정왕1동,24,7,정왕동 1787-1(주공아파트 607동)
정왕1동,24,8,정왕동 1787-1(주공아파트 608동)
정왕1동,24,9,정왕동 1787-1(주공아파트 609동)
정왕1동,24,10,정왕동 1787-1(주공아파트 610동)
정왕1동,24,11,정왕동 1787-1(주공아파트 611동)
정왕1동,24,12,정왕동 1787-1(주공아파트 612동)
정왕1동,24,13,"정왕동 1787-1(주공아파트 613동, 상가)"
정왕1동,25,1,"정왕동 1788-3(대우아파트 101동, 상가)"
정왕1동,25,2,정왕동 1788-3(대우아파트 102동)
정왕1동,25,3,정왕동 1788-3(대우아파트 103동)
정왕1동,25,4,정왕동 1788-3(대우아파트 104동)
정왕1동,25,5,정왕동 1788-3(대우아파트 105동)
정왕1동,26,1,"정왕동 1785-1(건영아파트 101동, 상가), 1785-2~4"
정왕1동,26,2,정왕동 1785-1(건영아파트 102동)
정왕1동,26,3,정왕동 1785-1(건영아파트 103동)
정왕1동,26,4,정왕동 1785-1(건영아파트 104동)
정왕1동,26,5,정왕동 1785-1(건영아파트 105동)
정왕1동,26,6,정왕동 1785-1(건영아파트 106동)
정왕1동,26,7,정왕동 1785-1(건영아파트 107동)
정왕1동,26,8,정왕동 1785-1(건영아파트 108동)
정왕1동,26,9,정왕동 1785-1(건영아파트 109동)
정왕1동,26,10,정왕동 1785-1(건영아파트 110동)
정왕1동,26,11,정왕동 1785-1(건영아파트 111동)
정왕1동,27,1,정왕동 1785-1(건영아파트 112동)
정왕1동,27,2,정왕동 1785-1(건영아파트 113동)
정왕1동,27,3,정왕동 1785-1(건영아파트 114동)
정왕1동,27,4,정왕동 1785-1(건영아파트 115동)
정왕1동,27,5,정왕동 1785-1(건영아파트 116동)
정왕1동,27,6,정왕동 1785-1(건영아파트 117동)
정왕1동,27,7,정왕동 1785-1(건영아파트 119동)
정왕1동,27,8,정왕동 1785-1(건영아파트 120동)
정왕1동,27,9,정왕동 1785-1(건영아파트 121동)
정왕1동,28,1,정왕동 1786(두산아파트 101동)
정왕1동,28,2,정왕동 1786(두산아파트 102동)
정왕1동,28,3,정왕동 1786(두산아파트 103동)
정왕1동,28,4,정왕동 1786(두산아파트 104동)
정왕1동,28,5,정왕동 1786(두산아파트 105동)
정왕1동,28,6,정왕동 1786(두산아파트 106동)
정왕1동,28,7,정왕동 1786(두산아파트 107동)
정왕1동,28,8,정왕동 1786(두산아파트 108동)
정왕1동,28,9,정왕동 1786(두산아파트 109동)
정왕1동,28,10,정왕동 1786(두산아파트 110동)
정왕1동,28,11,정왕동 1786(두산아파트 111동)
정왕1동,28,12,정왕동 1786(두산아파트 112동)
정왕1동,28,13,정왕동 1786(두산아파트 113동)
정왕1동,28,14,정왕동 1786(두산아파트 114동)
정왕1동,28,15,정왕동 1786(두산아파트 115동)
정왕1동,28,16,정왕동 1786(두산아파트 116동)
정왕1동,29,1,정왕동 1786(두산아파트 117동)
정왕1동,29,2,정왕동 1786(두산아파트 118동)
정왕1동,29,3,정왕동 1786(두산아파트 119동)
정왕1동,29,4,정왕동 1786(두산아파트 120동)
정왕1동,29,5,정왕동 1786(두산아파트 121동)
정왕1동,29,6,정왕동 1786(두산아파트 122동)
정왕1동,29,7,정왕동 1786(두산아파트 123동)
정왕1동,29,8,정왕동 1786(두산아파트 124동)
정왕1동,29,9,정왕동 1786(두산아파트 125동)
정왕1동,30,1,정왕동 1628(유천아파트 907동)
정왕1동,30,2,정왕동 1628(유천아파트 908동)
정왕1동,30,3,정왕동 1628(유천아파트 909동)
정왕1동,30,4,정왕동 1628(유천아파트 910동)
정왕1동,30,5,정왕동 1628(유천아파트 911동)
정왕1동,30,6,정왕동 1628(유천아파트 912동)
정왕1동,30,7,정왕동 1622～1627-6
정왕1동,31,1,정왕동 1628(유천아파트 901동)
정왕1동,31,2,정왕동 1628(유천아파트 902동)
정왕1동,31,3,정왕동 1628(유천아파트 903동)
정왕1동,31,4,정왕동 1628(유천아파트 904동)
정왕1동,31,5,정왕동 1628(유천아파트 905동)
정왕1동,31,6,정왕동 1628(유천아파트 906동)
정왕1동,31,7,정왕동 1628(유천아파트 913동)
정왕1동,31,8,정왕동 1628(유천아파트 914동)
정왕1동,31,9,정왕동 1628(유천아파트 915동)
정왕1동,31,10,정왕동 1628(유천아파트 916동)
정왕1동,32,1,"정왕동 1629(무진아파트 101동, 상가)"
정왕1동,32,2,정왕동 1629(무진아파트 102동)
정왕1동,32,3,정왕동 1629(무진아파트 103동)
정왕1동,32,4,정왕동 1629(무진아파트 104동)
정왕1동,32,5,정왕동 1780～1784
정왕1동,33,1,정왕동 1629(무진아파트 105동)
정왕1동,33,2,정왕동 1629(무진아파트 106동)
정왕1동,33,3,정왕동 1629(무진아파트 107동)
정왕1동,33,4,정왕동 1629(무진아파트 108동)
정왕1동,33,5,정왕동 1629(무진아파트 109동)
정왕1동,33,6,정왕동 1629(무진아파트 110동)
정왕1동,33,7,정왕동 1629(무진아파트 111동)
정왕1동,34,1,"정왕동 1269, 1366"
정왕1동,34,2,"정왕동 2121, 2122"
정왕1동,35,1,"정왕동 1277, 1278"
정왕1동,35,2,"정왕동 1279, 1280, 1290"
정왕1동,36,1,"정왕동 1274～1276, 1281～1283, 1287～1289, 1291～1295, 1367～1368, 2123"
정왕1동,36,2,"정왕동 1270～1273, 1284～1286, 1369～1384, 2094～2101, 2180～2195, 2205, 2206"
