행정동,통,반,관할구역
대야동,1,1,"대야동 13-18ㆍ21, 14-7, 16, 16-1ㆍ7, 54-1～13, 57-3, 산112, 산126-2, 산138"
대야동,1,2,"대야동 60-9, 89～90, 93～95, 96-1, 97～111, 112-1·2, 113～123, 123-2, 130, 138-5"
대야동,1,3,"대야동 13-2, 17～20, 19-7ㆍ11, 34-1, 36-2ㆍ3, 39～41, 45-1, 52～53, 55, 57, 57-5, 58～59, 61, 62, 64-1, 65-1ㆍ11, 245～251, 산31～산66-2, 432"
대야동,1,4,"대야동 72-2, 83, 146, 148～149, 152-1, 153～171, 173～176, 194～212, 214～239, 420-23"
대야동,2,1,"대야동 1-2ㆍ5ㆍ8～66ㆍ110～178ㆍ190, 2～3, 4, 4-2ㆍ3, 산100-4～산104"
대야동,2,2,대야동 7-26～380
대야동,2,3,"대야동 1-70～78, 5, 6, 7-4ㆍ5, 8～11, 25, 25-2, 26～35, 36-6, 산68-2, 산74-1～산87"
대야동,3,1,대야동 659(시흥은계어반리더스 101동)
대야동,3,2,대야동 659(시흥은계어반리더스 102동)
대야동,3,3,대야동 659(시흥은계어반리더스 113동)
대야동,3,4,대야동 659(시흥은계어반리더스 114동)
대야동,4,1,대야동 659(시흥은계어반리더스 103동)
대야동,4,2,대야동 659(시흥은계어반리더스 104동)
대야동,4,3,대야동 659(시흥은계어반리더스 105동)
대야동,4,4,대야동 659(시흥은계어반리더스 106동)
대야동,5,1,대야동 659(시흥은계어반리더스 107동)
대야동,5,2,대야동 659(시흥은계어반리더스 108동)
대야동,5,3,대야동 659(시흥은계어반리더스 109동)
대야동,5,4,대야동 659(시흥은계어반리더스 110동)
대야동,5,5,대야동 659(시흥은계어반리더스 111동)
대야동,5,6,대야동 659(시흥은계어반리더스 112동)
대야동,6,1,"계수동 114, 121, 126, 129, 132, 133, 136, 산19, 산23, 산28, 산45, 산65, 산67"
대야동,6,2,"계수동 248, 249, 250, 253, 257, 267, 278, 279, 280, 287"
대야동,6,3,"계수동 202, 202-1, 203, 214, 217, 221, 223, 224, 247"
대야동,6,4,"계수동 140, 144, 147, 148, 149, 150, 151, 153, 157, 165, 169"
대야동,7,1,"계수동 534, 537-20, 540, 554, 555, 556, 572, 577, 578, 579, 580, 581, 582"
대야동,7,2,"계수동 583～601, 604-2, 606～616"
대야동,7,3,"계수동 617～653, 654-3～4, 655～667, 산41, 산43, 산44,"
대야동,8,1,"계수동 81, 85, 86, 88, 94, 산109-1"
대야동,8,2,"계수동 321, 322, 323, 323-3, 324, 326, 327, 328-2, 331, 336, 343, 376, 산102"
대야동,9,1,"계수동 480-3, 482～505, 506-1, 507-1, 509-3, 514, 516-1, 517～533, 535, 산73, 산75, 산77, 산80, 산81, 산84-2"
대야동,9,2,"계수동 380～450, 산86～101, 산110～128"
대야동,10,1,대야동 650~657
대야동,10,2,"대야동 660, 660-1～5"
대야동,10,3,"대야동 661, 661-1～4, 664, 664-1~12"
대야동,10,4,대야동 665～667
대야동,11,1,대야동 679(시흥은계우미린레이크 301동)
대야동,11,2,대야동 679(시흥은계우미린레이크 302동)
대야동,11,3,대야동 679(시흥은계우미린레이크 303동)
대야동,11,4,대야동 679(시흥은계우미린레이크 304동)
대야동,11,5,대야동 679(시흥은계우미린레이크 305동)
대야동,12,1,대야동 658(시흥은계LH2단지아파트 201동(1～4호))
대야동,12,2,대야동 658(시흥은계LH2단지아파트 201동(5～8호))
대야동,12,3,대야동 658(시흥은계LH2단지아파트 201동(9～12호))
대야동,12,4,대야동 658(시흥은계LH2단지아파트 202동(1～4호))
대야동,12,5,대야동 658(시흥은계LH2단지아파트 202동(5～8호))
대야동,13,1,대야동 658(시흥은계LH2단지아파트 202동(9～12호))
대야동,13,2,대야동 658(시흥은계LH2단지아파트203동(1～4호))
대야동,13,3,대야동 658(시흥은계LH2단지아파트 203동(5～8호))
대야동,13,4,대야동 658(시흥은계LH2단지아파트 203동(9～11호))
대야동,13,5,대야동 658(시흥은계LH2단지아파트 203동(12～14호))
대야동,14,1,대야동 571～579
