유형,행정동,통,조각필지수,본체에서_거리(m),상세/사유/지번
분리/지번오류의심,정왕3동,25,7,432,정왕동 1914 / 정왕동 1915 / 정왕동 1849-3 / 정왕동 1849-5 / 정왕동 1870-2 / 정왕동 1871-3 / 정왕동 1898
분리/지번오류의심,목감동,3,6,429,산현동 산30-7 / 산현동 산30-6 / 산현동 산30-3 / 산현동 산30-2 / 산현동 산30 / 산현동 523-1
분리/지번오류의심,과림동,2,1,425,무지내동 산15-1
분리/블록분리,거북섬동,12,21,424,정왕동 2824-1 / 정왕동 2824-2 / 정왕동 2824-3 / 정왕동 2824-4 / 정왕동 2824-5 / 정왕동 2824-6 / 정왕동 2824-7 / 정왕동 2824-8 / 정왕동 2824-9 / 정왕동 2825-1 / 정왕동 2825-2 / 정왕동 2825-3 / 정왕동 2825-5 / 정왕동 2825-6 / 정왕동 2826
분리/지번오류의심,매화동,6,6,415,금이동 146-3 / 금이동 146-5 / 금이동 146-10 / 금이동 146-11 / 금이동 148-7 / 금이동 148-8
분리/지번오류의심,과림동,3,2,415,과림동 산51 / 과림동 산53
분리/지번오류의심,장곡동,2,2,415,장곡동 724-3 / 장곡동 724-30
분리/과대확장의심,거북섬동,11,75,414,정왕동 2772-1 / 정왕동 2772-2 / 정왕동 2772-3 / 정왕동 2772-4 / 정왕동 2774-1 / 정왕동 2774-2 / 정왕동 2774-3 / 정왕동 2774-4 / 정왕동 2774-5 / 정왕동 2774-6 / 정왕동 2774-7 / 정왕동 2775-1 / 정왕동 2775-2 / 정왕동 2775-3 / 정왕동 2775-4
분리/지번오류의심,정왕2동,19,1,413,정왕동 1898
분리/지번오류의심,대야동,1,1,411,대야동 산112-1
분리/지번오류의심,매화동,5,1,407,도창동 318-1
분리/지번오류의심,매화동,4,2,406,도창동 산4-1 / 도창동 산73-1
분리/지번오류의심,대야동,6,1,399,계수동 산45-2
분리/블록분리,과림동,1,19,397,무지내동 산61-2 / 무지내동 산58 / 무지내동 547-1 / 무지내동 545-1 / 무지내동 543-1 / 무지내동 536-2 / 무지내동 519-4 / 무지내동 512-2 / 무지내동 505-1 / 무지내동 467-3 / 무지내동 462-1 / 무지내동 549-4 / 무지내동 549 / 무지내동 543-5 / 무지내동 543-4
분리/블록분리,월곶동,2,47,394,월곶동 520-357 / 월곶동 520-358 / 월곶동 520-361 / 월곶동 520-440 / 월곶동 520-327 / 월곶동 520-326 / 월곶동 520-325 / 월곶동 520-324 / 월곶동 520-318 / 월곶동 520-317 / 월곶동 520-316 / 월곶동 520-315 / 월곶동 520-314 / 월곶동 520-313 / 월곶동 520-310
분리/블록분리,정왕3동,25,48,389,정왕동 1100-5 / 정왕동 1100-4 / 정왕동 1100-3 / 정왕동 1100-2 / 정왕동 1100-1 / 정왕동 1100 / 정왕동 1099-6 / 정왕동 1099-5 / 정왕동 1099-4 / 정왕동 1099-3 / 정왕동 1099-2 / 정왕동 1099-1 / 정왕동 1099 / 정왕동 1098-5 / 정왕동 1098-4
분리/지번오류의심,목감동,3,2,388,산현동 464 / 산현동 463
분리/지번오류의심,정왕1동,7,1,385,정왕동 1631
분리/지번오류의심,목감동,3,1,380,산현동 527
분리/지번오류의심,과림동,3,1,379,과림동 산69
분리/지번오류의심,매화동,3,8,372,매화동 103-6 / 매화동 103-8 / 매화동 103-9 / 매화동 103-10 / 매화동 99-3 / 매화동 102-8 / 매화동 855-1 / 매화동 848-4
분리/지번오류의심,신현동,1,1,366,방산동 915
분리/지번오류의심,배곧2동,19,1,362,배곧동 244
분리/지번오류의심,정왕4동,18,1,361,정왕동 1890
분리/지번오류의심,신현동,14,1,360,미산동 748
분리/블록분리,군자동,1,31,349,거모동 1744-13 / 거모동 1744-12 / 거모동 1744-11 / 거모동 1744-10 / 거모동 1744-9 / 거모동 1744-8 / 거모동 1744-7 / 거모동 1744-6 / 거모동 1744-5 / 거모동 1744-4 / 거모동 1744-3 / 거모동 1744-2 / 거모동 1744-1 / 거모동 1733-10 / 거모동 1733-9
분리/지번오류의심,정왕3동,25,1,342,정왕동 1222
분리/지번오류의심,정왕3동,32,1,342,정왕동 2202-2
분리/지번오류의심,매화동,5,2,340,도창동 산67-1 / 도창동 산73-3
분리/지번오류의심,장곡동,2,2,340,장곡동 산41 / 장곡동 산41-1
분리/과대확장의심,장곡동,2,166,339,장곡동 668-1 / 장곡동 668-2 / 장곡동 668-3 / 장곡동 669-1 / 장곡동 669-2 / 장곡동 669-3 / 장곡동 669-4 / 장곡동 669-5 / 장곡동 669-6 / 장곡동 671-1 / 장곡동 671-2 / 장곡동 671-3 / 장곡동 671-4 / 장곡동 671-5 / 장곡동 671-6
분리/지번오류의심,장곡동,42,1,339,장현동 599
분리/지번오류의심,정왕3동,25,1,338,정왕동 1759
분리/지번오류의심,과림동,3,3,329,과림동 712 / 과림동 712-1 / 과림동 712-2
분리/지번오류의심,장곡동,2,1,327,장곡동 724-42
분리/블록분리,과림동,2,15,309,무지내동 8 / 무지내동 5-2 / 무지내동 557-2 / 무지내동 557-1 / 무지내동 557 / 무지내동 30-8 / 무지내동 27-3 / 무지내동 27-1 / 무지내동 24-5 / 무지내동 24-3 / 무지내동 20-3 / 무지내동 558 / 무지내동 556-22 / 무지내동 556-20 / 무지내동 556-19
분리/지번오류의심,대야동,6,1,307,계수동 산45-1
분리/지번오류의심,과림동,3,2,306,과림동 산72 / 과림동 산72-1
분리/지번오류의심,목감동,17,1,304,조남동 213
