행정동,통,반,관할구역
정왕3동,14,5,정왕동 1942-2(동보아파트 301동)
정왕3동,14,6,정왕동 1942-2(동보아파트 303동)
정왕3동,15,1,정왕동 1942-2(동보아파트 201동)
정왕3동,15,2,정왕동 1942-2(동보아파트 202동)
정왕3동,15,3,정왕동 1942-2(동보아파트 203동)
정왕3동,15,4,정왕동 1942-2(동보아파트 204동)
정왕3동,15,5,정왕동 1942-2(동보아파트 205동)
정왕3동,15,6,정왕동 1942-2(동보아파트 302동)
정왕3동,15,7,정왕동 1942-2(동보아파트 304동)
정왕3동,15,8,정왕동 1942-2(동보아파트 305동)
정왕3동,16,1,정왕동 1862(동남아파트 101동)
정왕3동,16,2,정왕동 1862(동남아파트 102동)
정왕3동,16,3,정왕동 1862(동남아파트 103동)
정왕3동,16,4,정왕동 1862(동남아파트 104동)
정왕3동,16,5,정왕동 1862(동남아파트 105동)
정왕3동,16,6,정왕동 1862(동남아파트 106동)
정왕3동,16,7,정왕동 1862(동남아파트 107동)
정왕3동,16,8,정왕동 1862(동남아파트 114동)
정왕3동,16,9,정왕동 1862(동남아파트 116동)
정왕3동,17,1,정왕동 1862(동남아파트 108동)
정왕3동,17,2,정왕동 1862(동남아파트 109동)
정왕3동,17,3,정왕동 1862(동남아파트 110동)
정왕3동,17,4,정왕동 1862(동남아파트 111동)
정왕3동,17,5,정왕동 1862(동남아파트 112동)
정왕3동,17,6,정왕동 1862(동남아파트 113동)
정왕3동,17,7,정왕동 1862(동남아파트 115동)
정왕3동,17,8,정왕동 1852～1856
정왕3동,18,1,정왕동 2164-2 A동
정왕3동,18,2,정왕동 2164-2 B동
정왕3동,18,3,정왕동 2164-2 C동
정왕3동,19,1,정왕동 2164-2 D동
정왕3동,19,2,정왕동 2164-1
정왕3동,19,3,정왕동 2164-8
정왕3동,20,1,"정왕동 1234～1254, 1350～1357, 1693～1701, 1706, 2135,"
정왕3동,20,2,"정왕동 2197, 2209~2211, 2214"
정왕3동,21,1,정왕동 1972
정왕3동,21,2,정왕동 1973
정왕3동,21,3,정왕동 1974
정왕3동,21,4,정왕동 1975
정왕3동,21,5,정왕동 1976
정왕3동,21,6,정왕동 1977
정왕3동,22,1,정왕동 1997
정왕3동,22,2,정왕동 1998
정왕3동,22,3,정왕동 1999
정왕3동,22,4,정왕동 2000
정왕3동,22,5,정왕동 2001
정왕3동,22,6,정왕동 2002
정왕3동,22,7,정왕동 2003
정왕3동,22,8,정왕동 2004
정왕3동,23,1,정왕동 1978
정왕3동,23,2,정왕동 1979
정왕3동,23,3,정왕동 1984
정왕3동,23,4,정왕동 1985
정왕3동,24,1,정왕동 1980
정왕3동,24,2,정왕동 1981
정왕3동,24,3,정왕동 1982
정왕3동,24,4,정왕동 1983
정왕3동,25,1,정왕동 1986
정왕3동,25,2,정왕동 1987
정왕3동,25,3,정왕동 1988
정왕3동,25,4,정왕동 1989
정왕3동,25,5,정왕동 1990
정왕3동,25,6,정왕동 1991
정왕3동,25,7,정왕동 876~1100
정왕3동,25,8,정왕동 1900~1970
정왕3동,26,1,정왕동 1992
정왕3동,26,2,정왕동 1993
정왕3동,26,3,정왕동 1994
정왕3동,26,4,정왕동 1995
정왕3동,26,5,정왕동 1996
정왕3동,27,1,정왕동 2005
정왕3동,27,2,정왕동 2006
정왕3동,27,3,정왕동 2007
정왕3동,27,4,정왕동 2008
정왕3동,27,5,정왕동 2009
정왕3동,27,6,정왕동 2010
정왕3동,28,1,정왕동 2011
정왕3동,28,2,정왕동 2012
정왕3동,28,3,정왕동 2013
정왕3동,28,4,정왕동 2014
정왕3동,28,5,정왕동 2015
정왕3동,28,6,정왕동 2016
정왕3동,28,7,정왕동 2017
정왕3동,28,8,정왕동 2018
정왕3동,28,9,정왕동 2019
정왕3동,28,10,정왕동 2020
정왕3동,29,1,정왕동 2021
정왕3동,29,2,정왕동 2022
정왕3동,29,3,정왕동 2023
정왕3동,29,4,정왕동 2024
정왕3동,29,5,정왕동 2025
정왕3동,29,6,정왕동 2200
정왕3동,30,1,정왕동 2026
정왕3동,30,2,정왕동 2027
정왕3동,30,3,정왕동 2028
정왕3동,30,4,정왕동 2029
정왕3동,30,5,정왕동 2030
정왕3동,31,1,정왕동 2031
정왕3동,31,2,정왕동 2032
정왕3동,31,3,정왕동 2033
정왕3동,31,4,정왕동 2034
정왕3동,31,5,정왕동 2035
정왕3동,31,6,정왕동 2036
정왕3동,32,1,정왕동 2037
정왕3동,32,2,정왕동 2038
정왕3동,32,3,정왕동 2039
정왕3동,32,4,정왕동 2040
정왕3동,32,5,정왕동 2041
정왕3동,32,6,정왕동 2042
정왕3동,32,7,"정왕동 2201, 2202-6"
