통,반,_dong,_jib,_fill
2,0,대야동,1-195,road_match
46,0,대야동,506,road_split
41,0,대야동,506,road_split
45,0,대야동,506,road_split
44,0,대야동,506,road_split
43,0,대야동,506,road_split
42,0,대야동,506,road_split
1,0,대야동,산68-12,road_match
1,0,대야동,산68-15,road_match
1,0,대야동,산68-16,road_match
1,0,대야동,산68-17,road_match
1,0,대야동,산68-18,road_match
1,0,대야동,산68-19,road_match
2,0,대야동,산105-1,road_match
2,0,대야동,산108-1,road_match
2,0,대야동,7-7,road_match
2,0,대야동,7-11,road_split
1,0,대야동,7-11,road_split
2,0,대야동,산108-3,road_match
1,0,대야동,산114-2,road_split
2,0,대야동,산114-2,road_split
1,0,대야동,산115-2,road_match
1,0,대야동,산116-3,road_match
2,0,대야동,7-381,road_match
2,0,대야동,7-382,road_match
2,0,대야동,7-383,road_match
2,0,대야동,7-384,road_match
2,0,대야동,7-386,road_match
2,0,대야동,7-393,road_match
2,0,대야동,7-395,road_match
2,0,대야동,7-396,road_match
2,0,대야동,7-398,road_match
2,0,대야동,7-399,road_match
2,0,대야동,7-401,road_match
2,0,대야동,7-402,road_match
2,0,대야동,7-403,road_match
2,0,대야동,7-405,road_match
2,0,대야동,7-412,road_match
2,0,대야동,7-414,road_match
2,0,대야동,7-415,road_match
2,0,대야동,7-416,road_match
2,0,대야동,7-418,road_match
2,0,대야동,7-422,road_match
2,0,대야동,7-426,road_match
2,0,대야동,7-427,road_match
2,0,대야동,7-429,road_match
2,0,대야동,7-430,road_match
1,0,대야동,8-3,road_split
2,0,대야동,8-3,road_split
1,0,대야동,8-4,road_match
1,0,대야동,9-2,road_match
1,0,대야동,12-2,road_match
1,0,대야동,12-5,road_match
1,0,대야동,12-12,road_match
1,0,대야동,13-15,road_match
1,0,대야동,산139-3,road_match
1,0,대야동,산140-18,road_match
1,0,대야동,산141-1,road_match
1,0,대야동,산146-4,road_match
7,0,대야동,642-101,road_match
9,0,대야동,685-5,road_match
10,0,대야동,685-4,road_match
7,0,대야동,642-277,road_match
12,0,대야동,689,road_split
3,0,대야동,689,road_split
39,0,대야동,687,road_split
10,0,대야동,687,road_split
11,0,대야동,679-1,road_match
11,0,대야동,691,road_match
10,0,대야동,686,road_split
3,0,대야동,686,road_split
11,0,대야동,686,road_split
10,0,대야동,685-3,road_match
9,0,대야동,산26-4,road_match
10,0,대야동,684,road_match
55,0,대야동,산170-48,road_match
56,0,대야동,694-5,road_match
55,0,대야동,694-4,road_split
57,0,대야동,694-4,road_split
56,0,대야동,694-3,road_split
57,0,대야동,694-3,road_split
56,0,대야동,694-2,road_split
57,0,대야동,694-2,road_split
57,0,대야동,694-1,road_match
1,0,대야동,433-5,road_split
56,0,대야동,433-5,road_split
56,0,대야동,433-4,road_match
55,0,대야동,332-97,road_match
56,0,대야동,303-65,road_match
1,0,대야동,산174-2,road_match
1,0,대야동,산174-3,road_match
1,0,대야동,산174-4,road_match
1,0,대야동,산174-5,road_match
1,0,대야동,산174-6,road_split
9,0,대야동,산174-7,road_match
56,0,대야동,303-12,road_match
56,0,대야동,293-13,road_split
40,0,대야동,293-13,road_split
38,0,대야동,산2-8,road_match
38,0,대야동,산4-5,road_split
38,0,대야동,산4-6,road_match
38,0,대야동,산4-9,road_split
38,0,대야동,산4-10,road_split
1,0,대야동,산27,road_split
9,0,대야동,산27,road_split
9,0,대야동,산29-1,road_match
1,0,대야동,69-13,road_match
1,0,대야동,69-12,road_match
1,0,대야동,69-9,road_match
1,0,대야동,69-8,road_match
1,0,대야동,69-7,road_match
1,0,대야동,69-6,road_match
1,0,대야동,69-3,road_match
1,0,대야동,65-15,road_match
1,0,대야동,65-12,road_match
1,0,대야동,65-9,road_match
1,0,대야동,65-4,road_match
1,0,대야동,65-2,road_match
1,0,대야동,56-1,road_match
1,0,대야동,54-15,road_match
1,0,대야동,45-5,road_match
2,0,대야동,36-10,road_match
2,0,대야동,32-2,road_match
2,0,대야동,32-1,road_match
2,0,대야동,30-10,road_match
1,0,대야동,15-6,road_match
1,0,대야동,15-2,road_match
1,0,대야동,15-1,road_match
1,0,대야동,14-13,road_match
1,0,대야동,14,road_match
2,0,대야동,1-179,road_match
28,0,대야동,705,road_match
30,0,대야동,704,road_match
10,0,대야동,688-3,road_match
10,0,대야동,688-2,road_match
10,0,대야동,688-1,road_match
10,0,대야동,688,road_split
12,0,대야동,688,road_split
39,0,대야동,687-6,road_match
39,0,대야동,687-2,road_match
39,0,대야동,687-1,road_match
10,0,대야동,686-1,road_match
10,0,대야동,685-2,road_match
10,0,대야동,685-1,road_match
10,0,대야동,685,road_match
10,0,대야동,659-1,road_split
3,0,대야동,659-1,road_split
12,0,대야동,659-1,road_split
1,0,대야동,644,road_split
10,0,대야동,644,road_split
39,0,대야동,644,road_split
39,0,대야동,643-2,road_match
14,0,대야동,642-280,road_match
14,0,대야동,641,road_match
14,0,대야동,640,road_match
34,0,대야동,636,road_split
33,0,대야동,636,road_split
33,0,대야동,635,road_match
33,0,대야동,634,road_match
33,0,대야동,633,road_match
33,0,대야동,632,road_match
33,0,대야동,631,road_match
33,0,대야동,630,road_match
33,0,대야동,629,road_split
32,0,대야동,629,road_split
31,0,대야동,629,road_split
31,0,대야동,628,road_match
32,0,대야동,627,road_split
31,0,대야동,627,road_split
32,0,대야동,626,road_match
32,0,대야동,625-3,road_match
31,0,대야동,625-1,road_match
32,0,대야동,624,road_split
31,0,대야동,624,road_split
38,0,대야동,623-3,road_match
31,0,대야동,623,road_split
34,0,대야동,623,road_split
32,0,대야동,623,road_split
33,0,대야동,623,road_split
32,0,대야동,622,road_match
32,0,대야동,621,road_match
32,0,대야동,620,road_match
32,0,대야동,618,road_match
32,0,대야동,617,road_match
31,0,대야동,616,road_split
32,0,대야동,616,road_split
31,0,대야동,613,road_match
31,0,대야동,612,road_match
