통,반,_dong,_jib,_fill
25,0,거모동,1678-43,road_split
1,0,거모동,1678-43,road_split
4,0,거모동,144-17,road_match
4,0,거모동,174-4,road_match
4,0,거모동,179-2,road_match
30,0,거모동,1678-47,road_match
30,0,거모동,1678-48,road_match
1,0,거모동,1678-98,road_match
30,0,거모동,1678-88,road_split
1,0,거모동,1678-88,road_split
3,0,거모동,1678-85,road_match
30,0,거모동,1678-78,road_match
30,0,거모동,1678-72,road_match
30,0,거모동,1678-46,road_split
4,0,거모동,151,road_match
30,0,거모동,1678-62,road_match
4,0,거모동,178,road_match
30,0,거모동,1678-71,road_match
4,0,거모동,173-1,road_match
4,0,거모동,178-1,road_match
30,0,거모동,1678-68,road_match
4,0,거모동,173-4,road_match
4,0,거모동,155-2,road_match
4,0,거모동,178-3,road_match
7,0,거모동,1678-45,road_match
29,0,거모동,1678-50,road_split
8,0,거모동,1678-50,road_split
4,0,거모동,179-4,road_match
4,0,거모동,179,road_match
3,0,거모동,1678-134,road_match
3,0,거모동,1678-133,road_match
3,0,거모동,1678-132,road_match
3,0,거모동,1678-131,road_match
3,0,거모동,1678-130,road_match
3,0,거모동,1678-129,road_match
3,0,거모동,1678-128,road_match
8,0,거모동,1678-127,road_match
8,0,거모동,1678-126,road_match
10,0,거모동,1678-125,road_match
10,0,거모동,1678-124,road_match
10,0,거모동,1678-123,road_match
3,0,거모동,1087-5,road_match
3,0,거모동,1086-5,road_match
3,0,거모동,1086-4,road_match
3,0,거모동,1083-3,road_match
3,0,거모동,1081-3,road_match
3,0,거모동,1081-2,road_match
3,0,거모동,1687,road_split
4,0,거모동,1687,road_split
3,0,거모동,1678-114,road_match
3,0,거모동,1678-113,road_match
3,0,거모동,1678-112,road_match
3,0,거모동,1678-111,road_match
3,0,거모동,1678-110,road_match
3,0,거모동,1678-109,road_match
3,0,거모동,1678-108,road_match
3,0,거모동,1678-104,road_match
3,0,거모동,1678-103,road_match
30,0,거모동,1678-102,road_match
3,0,거모동,1678-101,road_match
3,0,거모동,1688-2,road_match
10,0,거모동,1312-3,road_match
10,0,거모동,1317-1,road_match
10,0,거모동,1339-2,road_match
19,0,거모동,1347-1,road_match
28,0,거모동,1378-5,road_match
28,0,거모동,1378-9,road_match
28,0,거모동,1378-10,road_match
29,0,거모동,1379-5,road_match
29,0,거모동,1379-11,road_match
8,0,거모동,1407-4,road_match
6,0,거모동,1417-2,road_match
28,0,거모동,1467-3,road_match
7,0,거모동,1470-5,road_split
9,0,거모동,1470-5,road_split
7,0,거모동,1470-6,road_split
9,0,거모동,1470-6,road_split
7,0,거모동,1473-1,road_split
9,0,거모동,1473-1,road_split
7,0,거모동,1473-2,road_match
7,0,거모동,1474-3,road_match
7,0,거모동,1474-4,road_match
7,0,거모동,1474-5,road_match
7,0,거모동,1474-11,road_match
7,0,거모동,1474-13,road_match
7,0,거모동,1477-1,road_match
30,0,거모동,1535-3,road_match
11,0,거모동,1535-6,road_match
30,0,거모동,1535-7,road_match
3,0,거모동,1678-164,road_match
3,0,거모동,1678-157,road_match
3,0,거모동,1678-136,road_match
30,0,거모동,1535-10,road_match
3,0,거모동,1678-135,road_match
30,0,거모동,1658-2,road_split
1,0,거모동,1658-2,road_split
30,0,거모동,1658-26,road_match
30,0,거모동,1658-28,road_split
1,0,거모동,1658-28,road_split
30,0,거모동,1658-30,road_match
30,0,거모동,1658-31,road_match
30,0,거모동,1658-34,road_match
30,0,거모동,1658-41,road_match
25,0,거모동,1671-1,road_split
1,0,거모동,1671-1,road_split
30,0,거모동,1677-6,road_match
30,0,거모동,1677-7,road_match
30,0,거모동,1677-8,road_match
30,0,거모동,1677-17,road_match
30,0,거모동,1677-18,road_match
30,0,거모동,1677-19,road_match
4,0,거모동,1690-5,road_match
4,0,거모동,1690-6,road_match
4,0,거모동,1690-7,road_match
4,0,거모동,1690-8,road_match
4,0,거모동,1690-15,road_match
4,0,거모동,1690-16,road_match
4,0,거모동,1690-17,road_match
3,0,거모동,1691,road_split
4,0,거모동,1691,road_split
23,0,거모동,1691,road_split
23,0,거모동,1691-2,road_match
23,0,거모동,1691-4,road_match
23,0,거모동,1691-5,road_match
23,0,거모동,1691-6,road_match
3,0,거모동,1691-9,road_match
3,0,거모동,1691-15,road_match
3,0,거모동,1691-24,road_match
4,0,거모동,1691-29,road_match
3,0,거모동,1691-34,road_match
3,0,거모동,1691-35,road_match
3,0,거모동,1691-36,road_match
3,0,거모동,1691-37,road_match
3,0,거모동,1691-41,road_match
3,0,거모동,1691-48,road_match
3,0,거모동,1691-49,road_match
4,0,거모동,1695,road_match
4,0,거모동,1696,road_match
4,0,거모동,1696-5,road_match
4,0,거모동,1696-6,road_match
4,0,거모동,1696-8,road_match
3,0,거모동,1698,road_match
6,0,거모동,1712,road_match
6,0,거모동,782-1,road_match
5,0,거모동,1757-8,road_match
20,0,거모동,1765-7,road_split
14,0,거모동,1765-7,road_split
14,0,거모동,1766-5,road_split
20,0,거모동,1766-5,road_split
8,0,거모동,1780,road_match
8,0,거모동,1781,road_match
8,0,거모동,1782,road_split
