통,법정동,지번
1,장현동,11-7
1,장현동,64-1
1,장현동,66-9
1,장현동,75-4
1,장현동,75-8
1,장현동,76-2
1,장현동,77-1
1,장현동,78-1
1,장현동,78-2
1,장현동,90-1
1,장현동,92-3
1,장현동,93-2
1,장현동,93-3
1,장현동,97-8
1,장현동,103-11
1,장현동,104-4
1,장현동,104-5
1,장현동,105
1,장현동,산9-3
1,장현동,산33
20,광석동,537
1,장현동,564
1,장현동,565
1,장현동,566
23,장현동,579
1,장현동,600
1,장현동,604
1,장현동,606
1,장현동,621
1,장현동,623
1,장현동,638
1,장현동,640-2
1,장현동,649
1,장현동,649-1
1,장현동,650
1,장현동,652
21,장현동,654
