통,반,_dong,_jib,_fill
6,0,하중동,128-1,road_match
6,0,하중동,327-6,road_match
6,0,하중동,327-11,road_match
6,0,하중동,327-12,road_match
7,0,하중동,420-5,road_match
7,0,하중동,421-1,road_match
7,0,하중동,421-3,road_match
7,0,하중동,422-1,road_match
7,0,하중동,751-4,road_match
7,0,하중동,751-5,road_match
7,0,하중동,751-6,road_match
7,0,하중동,751-7,road_match
7,0,하중동,751-8,road_match
7,0,하중동,751-12,road_match
7,0,하중동,754-3,road_match
7,0,하중동,754-5,road_match
7,0,하중동,754-10,road_match
7,0,하중동,754-11,road_match
7,0,하중동,754-19,road_match
7,0,하중동,755-2,road_match
7,0,하중동,755-7,road_match
7,0,하중동,758-9,road_match
7,0,하중동,759-5,road_match
7,0,하중동,760-6,road_match
7,0,하중동,760-7,road_match
7,0,하중동,775-9,road_match
7,0,하중동,775-10,road_match
7,0,하중동,775-11,road_match
7,0,하중동,775-12,road_match
7,0,하중동,775-13,road_match
7,0,하중동,775-14,road_match
7,0,하중동,775-18,road_match
7,0,하중동,775-19,road_match
7,0,하중동,775-20,road_match
7,0,하중동,775-21,road_match
7,0,하중동,775-22,road_match
7,0,하중동,775-24,road_match
7,0,하중동,776-1,road_match
7,0,하중동,776-2,road_match
7,0,하중동,776-3,road_match
7,0,하중동,776-4,road_match
7,0,하중동,776-6,road_match
7,0,하중동,776-7,road_match
7,0,하중동,777-8,road_match
7,0,하중동,777-9,road_match
7,0,하중동,777-10,road_match
7,0,하중동,777-11,road_match
7,0,하중동,777-12,road_match
7,0,하중동,777-13,road_match
7,0,하중동,777-14,road_match
7,0,하중동,778-3,road_match
7,0,하중동,778-4,road_match
7,0,하중동,778-9,road_match
7,0,하중동,778-12,road_match
7,0,하중동,778-13,road_match
7,0,하중동,779-3,road_match
7,0,하중동,779-14,road_match
1,0,하중동,785-2,road_match
25,0,하중동,785-8,road_match
1,0,하중동,785-9,road_match
25,0,하중동,791-7,road_match
25,0,하중동,793-5,road_match
25,0,하중동,793-6,road_match
25,0,하중동,793-7,road_match
25,0,하중동,793-9,road_match
25,0,하중동,794-4,road_match
25,0,하중동,794-6,road_match
25,0,하중동,794-8,road_match
25,0,하중동,798-7,road_match
7,0,하중동,800-7,road_match
7,0,하중동,800-9,road_match
6,0,하중동,800-10,road_match
6,0,하중동,800-13,road_match
6,0,하중동,800-14,road_match
7,0,하중동,800-15,road_split
7,0,하중동,800-16,road_match
6,0,하중동,800-17,road_match
7,0,하중동,800-19,road_match
7,0,하중동,800-20,road_match
7,0,하중동,800-21,road_match
7,0,하중동,800-22,road_match
7,0,하중동,800-23,road_match
7,0,하중동,800-24,road_match
7,0,하중동,800-28,road_match
7,0,하중동,800-29,road_match
7,0,하중동,800-30,road_match
7,0,하중동,800-31,road_match
7,0,하중동,800-34,road_match
7,0,하중동,800-35,road_match
6,0,하중동,800-36,road_match
6,0,하중동,800-37,road_match
6,0,하중동,800-38,road_match
6,0,하중동,800-39,road_match
7,0,하중동,800-40,road_match
6,0,하중동,800-41,road_split
7,0,하중동,800-41,road_split
6,0,하중동,800-42,road_split
7,0,하중동,800-42,road_split
6,0,하중동,800-43,road_match
7,0,하중동,800-44,road_match
7,0,하중동,800-45,road_match
7,0,하중동,800-46,road_match
7,0,하중동,800-47,road_match
7,0,하중동,800-48,road_match
7,0,하중동,800-49,road_match
7,0,하중동,800-50,road_match
7,0,하중동,800-51,road_match
7,0,하중동,800-52,road_match
7,0,하중동,800-53,road_match
6,0,하중동,800-55,road_match
7,0,하중동,800-60,road_match
7,0,하중동,800-61,road_match
7,0,하중동,800-62,road_split
6,0,하중동,800-62,road_split
6,0,하중동,800-63,road_match
6,0,하중동,800-64,road_match
6,0,하중동,800-65,road_match
6,0,하중동,800-66,road_match
6,0,하중동,800-67,road_match
6,0,하중동,800-68,road_match
20,0,하중동,800-69,road_match
7,0,하중동,800-70,road_match
7,0,하중동,800-71,road_split
20,0,하중동,800-71,road_split
7,0,하중동,800-72,road_match
7,0,하중동,800-73,road_match
6,0,하중동,800-74,road_match
6,0,하중동,800-75,road_match
6,0,하중동,800-76,road_match
20,0,하중동,800-77,road_match
20,0,하중동,800-78,road_split
7,0,하중동,800-78,road_split
7,0,하중동,800-79,road_split
6,0,하중동,800-80,road_match
6,0,하중동,800-81,road_match
6,0,하중동,800-82,road_match
6,0,하중동,800-83,road_match
6,0,하중동,800-84,road_match
6,0,하중동,800-85,road_match
20,0,하중동,800-86,road_match
20,0,하중동,800-87,road_match
20,0,하중동,800-88,road_match
20,0,하중동,800-89,road_match
6,0,하중동,800-90,road_match
6,0,하중동,800-91,road_match
6,0,하중동,800-92,road_match
6,0,하중동,800-93,road_match
20,0,하중동,800-94,road_match
7,0,하중동,800-95,road_match
6,0,하중동,800-97,road_match
6,0,하중동,800-98,road_match
6,0,하중동,800-99,road_match
6,0,하중동,800-100,road_match
6,0,하중동,800-102,road_match
6,0,하중동,800-103,road_match
6,0,하중동,800-105,road_match
6,0,하중동,800-106,road_match
6,0,하중동,800-107,road_match
6,0,하중동,800-108,road_match
7,0,하중동,800-109,road_match
7,0,하중동,800-110,road_match
7,0,하중동,802-2,road_match
7,0,하중동,803-1,road_match
7,0,하중동,803-2,road_match
7,0,하중동,803-3,road_match
7,0,하중동,803-4,road_match
7,0,하중동,808,road_match
7,0,하중동,808-2,road_match
7,0,하중동,808-4,road_match
6,0,하중동,836,road_match
6,0,하중동,837,road_match
6,0,하중동,838,road_match
8,0,하중동,839,road_split
6,0,하중동,839,road_split
6,0,하중동,840,road_split
9,0,하중동,840,road_split
6,0,하중동,841,road_split
9,0,하중동,841,road_split
6,0,하중동,842,road_split
8,0,하중동,842,road_split
6,0,하중동,843,road_match
6,0,하중동,844,road_match
6,0,하중동,845,road_match
6,0,하중동,846,road_split
9,0,하중동,846,road_split
8,0,하중동,846,road_split
9,0,하중동,847,road_split
6,0,하중동,847,road_split
7,0,하중동,882,road_split
10,0,하중동,882,road_split
7,0,하중동,883,road_match
7,0,하중동,884,road_split
10,0,하중동,884,road_split
7,0,하중동,885,road_match
7,0,하중동,886,road_match
7,0,하중동,887,road_match
7,0,하중동,888,road_match
7,0,하중동,889,road_split
10,0,하중동,889,road_split
7,0,하중동,890,road_match
7,0,하중동,891,road_match
7,0,하중동,892,road_match
7,0,하중동,893,road_match
7,0,하중동,894,road_match
7,0,하중동,895,road_match
7,0,하중동,896,road_match
7,0,하중동,897,road_split
12,0,하중동,897,road_split
7,0,하중동,898,road_match
7,0,하중동,899,road_match
7,0,하중동,900,road_split
13,0,하중동,900,road_split
7,0,하중동,901,road_split
13,0,하중동,901,road_split
7,0,하중동,902,road_split
13,0,하중동,902,road_split
7,0,하중동,902-1,road_match
7,0,하중동,902-2,road_match
7,0,하중동,903,road_match
12,0,하중동,904,road_split
7,0,하중동,904,road_split
7,0,하중동,905,road_split
12,0,하중동,905,road_split
6,0,하중동,산2-6,road_match
6,0,하중동,산2-8,road_match
6,0,하중동,산2-9,road_match
8,0,하중동,산8-2,road_split
7,0,하중동,산8-2,road_split
6,0,하중동,산8-2,road_split
7,0,하중동,산23-2,road_match
7,0,하중동,산26-11,road_match
7,0,하중동,산28-2,road_match
7,0,하중동,산31,road_match
7,0,하중동,산31-1,road_match
7,0,하중동,산32-1,road_match
7,0,하중동,산32-2,road_match
7,0,하중동,산32-3,road_match
7,0,하중동,산36-1,road_split
14,0,하중동,산36-1,road_split
14,0,하중동,산36-3,road_split
7,0,하중동,산42,road_match
7,0,하중동,산43-1,road_match
1,0,하중동,778-8,road_match
1,0,하중동,778-18,road_match
7,0,하중동,779-2,road_match
1,0,하중동,778-19,road_match
1,0,하중동,778-7,road_split
7,0,하중동,778-7,road_split
7,0,하중동,778-6,road_match
7,0,하중동,778-5,road_match
1,0,하중동,780-8,road_match
25,0,하중동,798-6,road_match
25,0,하중동,797-10,road_match
25,0,하중동,798-11,road_match
14,0,하상동,110-6,road_split
17,0,하상동,110-6,road_split
14,0,하상동,115-3,road_match
17,0,하상동,128-4,road_split
14,0,하상동,134-3,road_split
17,0,하상동,134-3,road_split
14,0,하상동,189-2,road_match
14,0,하상동,189-4,road_match
14,0,하상동,산10-1,road_match
14,0,하상동,산19,road_match
14,0,하상동,158-7,road_match
14,0,하상동,203-2,road_split
15,0,하상동,203-2,road_split
14,0,하상동,178-7,road_match
6,0,하상동,12-3,road_match
6,0,하상동,29-5,road_match
6,0,하상동,29-6,road_match
14,0,하상동,46-1,road_match
14,0,하상동,48-3,road_match
14,0,하상동,65-2,road_match
14,0,하상동,66-9,road_match
14,0,하상동,69,road_split
17,0,하상동,69,road_split
14,0,하상동,산13-27,road_match
14,0,하상동,산13-23,road_match
14,0,하상동,산13-20,road_match
14,0,하상동,산10-2,road_match
14,0,하상동,365-2,road_match
14,0,하상동,산19-2,road_match
14,0,하상동,산19-3,road_match
20,0,광석동,409-21,road_split
25,0,광석동,409-21,road_split
20,0,광석동,409-20,manual_pending
20,0,광석동,409-14,road_split
25,0,광석동,409-14,road_split
20,0,광석동,409-13,road_split
20,0,광석동,409-6,road_split
25,0,광석동,409-6,road_split
20,0,광석동,409-5,road_split
25,0,광석동,409-5,road_split
25,0,광석동,산40-3,road_match
25,0,광석동,산39-4,road_match
25,0,광석동,산38-3,road_match
20,0,광석동,산37-1,road_match
20,0,광석동,산35-10,road_match
25,0,광석동,산24-13,road_match
25,0,광석동,산24-11,road_match
25,0,광석동,산24-9,road_match
25,0,광석동,산23-2,road_match
20,0,광석동,산22-3,road_split
25,0,광석동,산22-3,road_split
20,0,광석동,산10-12,road_match
20,0,광석동,산3-1,road_match
20,0,광석동,549,road_match
25,0,광석동,537,road_split
20,0,광석동,537,road_split
1,0,장현동,10-3,road_match
1,0,장현동,10-13,road_match
1,0,장현동,549,road_match
1,0,장현동,550,road_match
1,0,장현동,551,road_match
1,0,장현동,552,road_match
2,0,장현동,553,road_split
1,0,장현동,553,road_split
5,0,장현동,553,road_split
1,0,장현동,554,road_split
5,0,장현동,554,road_split
4,0,장현동,554,road_split
5,0,장현동,555,road_match
5,0,장현동,556,road_split
4,0,장현동,556,road_split
4,0,장현동,557,road_match
4,0,장현동,558,road_match
4,0,장현동,559,road_match
4,0,장현동,560,road_match
4,0,장현동,561,road_match
4,0,장현동,562,road_match
5,0,장현동,563,road_split
1,0,장현동,563,road_split
4,0,장현동,563,road_split
1,0,장현동,564,road_match
1,0,장현동,565,road_match
1,0,장현동,566,road_match
23,0,장현동,579,road_match
1,0,장현동,581,road_split
23,0,장현동,581,road_split
2,0,장현동,581,road_split
1,0,장현동,600,road_match
1,0,장현동,604,road_match
1,0,장현동,606,road_match
1,0,장현동,621,road_match
1,0,장현동,623,road_match
1,0,장현동,638,road_match
1,0,장현동,640-2,road_match
1,0,장현동,649,road_match
1,0,장현동,649-1,road_match
1,0,장현동,650,road_match
1,0,장현동,652,road_match
21,0,장현동,654,road_split
23,0,장현동,654,road_split
2,0,장현동,654,road_split
1,0,장현동,657-1,road_split
21,0,장현동,657-1,road_split
21,0,장현동,657-2,road_split
1,0,장현동,657-2,road_split
1,0,장현동,663,road_split
25,0,장현동,663,road_split
1,0,장현동,664-1,road_match
1,0,장현동,664-2,road_match
1,0,장현동,666,road_split
25,0,장현동,666,road_split
1,0,장현동,산100-2,road_match
1,0,장현동,3-8,road_match
1,0,장현동,3-12,road_match
1,0,장현동,4-4,road_match
1,0,장현동,4-5,road_match
1,0,장현동,4-13,road_match
