행정동,통,반,관할구역
장곡동,25,4,장현동 시흥장현호반써밋 1208동
장곡동,25,5,장현동 시흥장현호반써밋 1209동
장곡동,26,1,장현동 391 모아미래도에듀포레 1101동
장곡동,26,2,장현동 모아미래도에듀포레 1102동
장곡동,26,3,"장현동 모아미래도에듀포레1103동, 상가"
장곡동,26,4,장현동 모아미래도에듀포레 1104동
장곡동,26,5,장현동 모아미래도에듀포레 1105동
장곡동,27,1,장현동 모아미래도에듀포레 1106동
장곡동,27,2,장현동 모아미래도에듀포레 1107동
장곡동,27,3,장현동 모아미래도에듀포레 1108동
장곡동,27,4,장현동 모아미래도에듀포레 1109동
장곡동,27,5,장현동 모아미래도에듀포레 1110동
장곡동,27,6,장현동 모아미래도에듀포레 1111동
장곡동,28,1,"장현동 464 시흥장현제일풍경채에듀 901동, 상가"
장곡동,28,2,시흥장현제일풍경채에듀 902동
장곡동,28,3,시흥장현제일풍경채에듀 903동
장곡동,28,4,시흥장현제일풍경채에듀 904동
장곡동,28,5,시흥장현제일풍경채에듀 905동
장곡동,29,1,"장현동 488 시흥장현리슈빌 1001동, 상가"
장곡동,29,2,장현동 시흥장현리슈빌 1002동
장곡동,29,3,장현동 시흥장현리슈빌 1003동
장곡동,29,4,장현동 시흥장현리슈빌 1004동
장곡동,29,5,장현동 시흥장현리슈빌 1005동
장곡동,30,1,장현동 시흥장현리슈빌 1006동
장곡동,30,2,장현동 시흥장현리슈빌 1007동
장곡동,30,3,장현동 시흥장현리슈빌 1008동
장곡동,30,4,장현동 시흥장현리슈빌 1009동
장곡동,30,5,장현동 시흥장현리슈빌 1010동
장곡동,31,1,장현동 624~648
장곡동,31,2,장현동 610-1~614-17
장곡동,31,3,장현동 616-1~620-16
장곡동,32,1,장곡동 880
장곡동,32,2,시흥장현LH18단지 1801동
장곡동,32,3,"시흥장현LH18단지 1804동, 상가"
장곡동,33,1,시흥장현LH18단지 1802동
장곡동,33,2,시흥장현LH18단지 1803동
장곡동,34,1,장곡동 946 시흥장현 서희스타힐스 아파트 201동
장곡동,34,2,"시흥장현 서희스타힐스아파트 202동, 상가"
장곡동,34,3,시흥장현 서희스타힐스아파트 203동
장곡동,34,4,시흥장현 서희스타힐스아파트 204동
장곡동,34,5,시흥장현 서희스타힐스아파트 205동
장곡동,35,1,시흥장현 서희스타힐스아파트 206동
장곡동,35,2,시흥장현 서희스타힐스아파트 207동
장곡동,35,3,시흥장현 서희스타힐스아파트 208동
장곡동,35,4,시흥장현 서희스타힐스아파트 209동
장곡동,36,1,"장현동 568 시흥장현LH23단지 2301동, 상가"
장곡동,36,2,시흥장현LH23단지 2305동
장곡동,36,3,시흥장현LH23단지 2306동
장곡동,37,1,시흥장현LH23단지 2302동
장곡동,37,2,시흥장현LH23단지 2303동
장곡동,37,3,시흥장현LH23단지 2304동
장곡동,38,1,"장곡동 924 영무예다음 2001동,상가"
장곡동,38,2,장곡동 영무예다음 2002동
장곡동,38,3,장곡동 영무예다음 2003동
장곡동,38,4,장곡동 영무예다음 2004동
장곡동,39,1,장곡동 영무예다음 2005동
장곡동,39,2,장곡동 영무예다음 2006동
장곡동,39,3,장곡동 영무예다음 2007동
장곡동,39,4,장곡동 영무예다음 2008동
장곡동,40,1,"장곡동 936 유승한내들 1601동,상가"
장곡동,40,2,장곡동 유승한내들 1602동
장곡동,40,3,장곡동 유승한내들 1603동
장곡동,41,1,장곡동 유승한내들 1604동
장곡동,41,2,장곡동 유승한내들 1605동
장곡동,41,3,장곡동 유승한내들 1606동
장곡동,41,4,장곡동 유승한내들 1607동
장곡동,42,1,"장현동 588 시흥장현 포레미엘 더파크 2201동, 상가"
장곡동,42,2,시흥장현 포레미엘 더파크 2202동
장곡동,42,3,시흥장현 포레미엘 더파크 2203동
장곡동,42,4,시흥장현 포레미엘 더파크 2204동
장곡동,42,5,시흥장현 포레미엘 더파크 2205동
장곡동,42,6,시흥장현 포레미엘 더파크 2206동
장곡동,42,7,시흥장현 포레미엘 더파크 2207동
장곡동,43,1,장곡동 942
장곡동,43,2,"시흥장현데시앙 1501동, 상가"
장곡동,43,3,시흥장현데시앙 1502동
장곡동,43,4,시흥장현데시앙 1503동
장곡동,43,5,시흥장현데시앙 1504동
장곡동,43,6,시흥장현데시앙 1505동
장곡동,43,7,시흥장현데시앙 1506동
장곡동,44,1,"장곡동 327, 시흥장현 더 포레마제 1401동"
장곡동,44,2,장곡동 시흥장현 더 포레마제 1402동
장곡동,44,3,장곡동 시흥장현 더 포레마제 1403동
장곡동,44,4,장곡동 시흥장현 더 포레마제 1404동
장곡동,44,5,장곡동 시흥장현 더 포레마제 1405동
장곡동,45,1,"장곡동 시흥장현 더 포레마제 1406동, 상가"
장곡동,45,2,장곡동 시흥장현 더 포레마제 1407동
장곡동,45,3,장곡동 시흥장현 더 포레마제 1408동
장곡동,45,4,장곡동 시흥장현 더 포레마제 1409동
장곡동,46,1,장곡동 시흥장현 더 포레마제 1410동
장곡동,46,2,장곡동 시흥장현 더 포레마제 1411동
장곡동,46,3,장곡동 시흥장현 더 포레마제 1412동
장곡동,46,4,장곡동 시흥장현 더 포레마제 1413동
장곡동,46,5,장곡동 시흥장현 더 포레마제 1414동
장곡동,46,6,장곡동 시흥장현 더 포레마제 1415동
