행정동,통,반,관할구역
신천동,15,7,"신천동 828-1～3 (은하하이츠빌라, 동경11차빌라)"
신천동,15,8,신천동 827-1～827-2 (상아아파트 101호～1006호)
신천동,15,9,신천동 827-1～827-2 (상아아파트 1101호～2105호)
신천동,15,10,"신천동 827-3～827-10외 기타지역(성림빌라 나, 라동, 현대"
신천동,16,1,신천동 748(부번지 포함)
신천동,16,2,신천동 749(부번지 포함)
신천동,16,3,"신천동 750-1～7ㆍ10～13, 20～22"
신천동,16,4,"신천동 750, 750-14～16ㆍ24～26, 750-8ㆍ9"
신천동,16,5,신천동 751-1～6ㆍ19～29
신천동,16,6,"신천동 751, 751-7～18"
신천동,17,1,"신천동 832-2외 2필지(동진1차 1동), 452-3～5, 832-1"
신천동,17,2,신천동 832-2외 2필지(동진1차 2동)
신천동,17,3,신천동 832-2외 2필지(동진1차 3동)
신천동,17,4,"신천동 832-2외 2필지(동진1차 4동), 830-1"
신천동,17,5,"신천동 832-2외 2필지(동진1차 5동), 830-2"
신천동,17,6,신천동 829(동진1차 6동)
신천동,17,7,신천동 829(동진1차 7동)
신천동,17,8,"신천동 452-1 외 1필지(현대Ⓐ 가, 나동)"
신천동,17,9,"신천동 452-1 외 1필지(현대Ⓐ 다, 라동)"
신천동,18,1,신천동 817-1～3ㆍ14～16 외 기타지역
신천동,18,2,신천동 817-4～13
신천동,18,3,신천동 818-1～6
신천동,18,4,신천동 818-7～10
신천동,18,5,신천동 819-1～819-14
신천동,18,6,신천동 820-1～820-7
신천동,19,1,신천동 821-1～5
신천동,19,2,신천동 821-6～9
신천동,19,3,신천동 822-1～7
신천동,19,4,신천동 822-8～19
신천동,19,5,신천동 826-1～6
신천동,19,6,신천동 826-7～10
신천동,20,1,신천동 814-1～816-8
신천동,20,2,신천동 814-9～814-15
신천동,20,3,신천동 815-1～815-13
신천동,20,4,신천동 815-15～815-29
신천동,20,5,신천동 816-1～816-11
신천동,20,6,신천동 816-12～816-24
신천동,20,7,신천동 586(부번지 포함) 외 기타지역(그린벨트)
신천동,21,1,신천동 823-1～823-12ㆍ26ㆍ27
신천동,21,2,신천동 823-13～823-24
신천동,21,3,신천동 824-1～11ㆍ29ㆍ30ㆍ33
신천동,21,4,신천동 824-22～27
신천동,21,5,신천동 824-12～21ㆍ31ㆍ32
신천동,21,6,신천동 825-1～825-28 외 기타지역(그린벨트)
신천동,22,1,신천동 843-1～18ㆍ25～28
신천동,22,2,신천동 843-20～24ㆍ32
신천동,22,3,신천동 264-2(동경3차아파트)
신천동,22,4,신천동 844-1～9
신천동,22,5,신천동 844-10(금강아파트)
신천동,22,6,신천동 844-11～16
신천동,23,1,신천동 846-1～7
신천동,23,2,신천동 846-9～17
신천동,23,3,신천동 846-30～37ㆍ18
신천동,23,4,신천동 846-19～29
신천동,23,5,신천동 845-1～845-18
신천동,23,6,신천동 845-19～845-32
신천동,24,1,신천동 280-1(연희아파트 가동)
신천동,24,2,신천동 280-1(연희아파트 나동)
신천동,24,3,신천동 275(연희아파트 다동)
신천동,24,4,신천동 275(연희아파트 라동)
신천동,24,5,신천동 275(연희아파트 마동)
신천동,24,6,"신천동 275(연희아파트 바동), 847"
신천동,24,7,"신천동 842-1～19, 275-3, 276-2"
신천동,25,1,"신천동 765, 766(부번지 포함)"
신천동,25,2,신천동 762(부번지 포함)
신천동,25,3,"신천동 764-1～2, 5～8, 14～15"
신천동,25,4,"신천동 764-3～4, 9～12, 16"
신천동,25,5,신천동 763(부번지 포함)
신천동,26,1,"신천동 773, 775(부번지 포함)"
신천동,26,2,신천동 771(부번지 포함)
신천동,26,3,신천동 772(부번지 포함)
신천동,26,4,신천동 769(부번지 포함)
신천동,26,5,신천동 770(부번지 포함)
신천동,26,6,신천동 776(부번지 포함)
신천동,27,1,신천동 779(부번지 포함)
신천동,27,2,신천동 780(현진아파트 102동)
신천동,27,3,신천동 780(현진아파트 101동)
신천동,27,4,신천동 781-1～11
신천동,27,5,신천동 781-12～27
신천동,27,6,"신천동 1-14～17, 83-15～25, 83-33～49"
신천동,27,7,"신천동 782-1(현진Ⓐ 201동), 782"
신천동,27,8,신천동 782-1(현진Ⓐ 202동)
신천동,28,1,신천동 27-2(부강아파트)
신천동,28,2,"신천동 26-1～3(제성아파트), 855-1～4ㆍ11"
신천동,28,3,신천동 855-5～9
신천동,28,4,신천동 854-1(진보빌라)
신천동,28,5,신천동 854-5～9
신천동,28,6,신천동 852-16(경신아파트 가동)
신천동,28,7,신천동 852-16(경신아파트 나동)
신천동,28,8,신천동 852-1～852-19
신천동,28,9,신천동 853-1～853-8
신천동,29,1,신천동 856-1～856-20
신천동,29,2,신천동 857-2(한영아파트 가동)
신천동,29,3,신천동 857-2(한영아파트 나동)
신천동,29,4,신천동 858(동진Ⓐ 가동 1～10호)
신천동,29,5,신천동 858(동진Ⓐ 가동 11～20호)
신천동,29,6,신천동 858(동진Ⓐ 나동 1～8호)
신천동,29,7,신천동 858(동진Ⓐ 나동 9～16호)
신천동,29,8,신천동 858(동진Ⓐ 다동)
신천동,30,1,"신천동 946(휴먼시아Ⓐ 101동, 상가)"
신천동,30,2,신천동 946(휴먼시아Ⓐ 102동)
신천동,30,3,신천동 946(휴먼시아Ⓐ 103동)
신천동,30,4,신천동 946(휴먼시아Ⓐ 104동)
신천동,30,5,신천동 946(휴먼시아Ⓐ 105동)
신천동,30,6,신천동 946(휴먼시아Ⓐ 106동)
신천동,30,7,신천동 946(휴먼시아Ⓐ 107동)
신천동,30,8,"신천동 679-4～7, 679-15"
신천동,31,1,신천동 848-1～848-6(대보아파트)
신천동,31,2,신천동 850-1～850-4
신천동,31,3,신천동 850-5～850-13
신천동,31,4,신천동 849-1～849-12
신천동,31,5,"신천동 851-1～851-4, 861-1～22, 862-1～20"
신천동,31,6,신천동 851-5～851-13
신천동,32,1,신천동 860-1(우진둥지Ⓐ)
신천동,32,2,신천동 860-2～19
신천동,32,3,신천동 859-1～859-11
신천동,32,4,"신천동 866-1～866-6(동경1, 2차)"
신천동,32,5,"신천동 69-1(명성Ⓐ 가, 나, 다동)"
신천동,32,6,신천동 865-1～7
신천동,33,1,신천동 943-1(경남Ⓐ 101 1-4호)
신천동,33,2,신천동 943-1(경남Ⓐ 101 5-8호)
신천동,33,3,신천동 943-1(경남Ⓐ 102동)
신천동,33,4,신천동 943-1(경남Ⓐ 103동)
신천동,33,5,신천동 943-1(경남Ⓐ 104동)
신천동,33,6,신천동 943-1(경남Ⓐ 105동)
신천동,33,7,신천동 943-1(경남Ⓐ 106동)
신천동,33,8,"신천동 81, 82, 84, 85, 86, 87"
신천동,34,1,"신천동 869-1～7(뉴월드Ⓐ 101동1, 2호)"
신천동,34,2,"신천동 869-1～7(뉴월드Ⓐ 101동3, 4호)"
신천동,34,3,"신천동 869-1～7(뉴월드Ⓐ 101동5, 6호)"
신천동,34,4,신천동 869-1～7(뉴월드Ⓐ 102동 1～5호)
신천동,34,5,신천동 869-1～7(뉴월드Ⓐ 102동 6～9호)
신천동,34,6,신천동 870-1～5(산호Ⓐ 1～2호)
신천동,34,7,신천동 870-1～5(산호Ⓐ 3～6호)
신천동,34,8,신천동 871-1(한신Ⓐ 1～4호)
신천동,34,9,신천동 871-1(한신Ⓐ 5～10호)
신천동,34,10,"신천동 863-1～31, 864-1～864-3, 기타지역,"
신천동,35,1,신천동 876-1～9
신천동,35,2,신천동 876-10～17
신천동,35,3,신천동 876-18～22
신천동,35,4,신천동 877-1～14
신천동,35,5,신천동 887-15～22
신천동,35,6,신천동 878-1～10
신천동,36,1,신천동 879-1～9
신천동,36,2,신천동 879-10～16
신천동,36,3,신천동 879-17～26
신천동,36,4,"신천동 880-1～5, 881-1"
신천동,36,5,"신천동 882-1～5, 881-2"
신천동,36,6,"신천동 883-1～11, 884-1～5"
신천동,37,1,신천동 872-1～6
신천동,37,2,신천동 872-7～11(정산빌라 9-12)
신천동,37,3,신천동 872-12～16(정산빌라1-8)
신천동,37,4,신천동 873-1～873-10
신천동,37,5,신천동 873-11～873-18
신천동,37,6,신천동 874-1～874-15
신천동,37,7,신천동 875-1～875-22
신천동,38,1,신천동 886-1～17
신천동,38,2,신천동 886-18～35
신천동,38,3,신천동 887-1～3ㆍ17～24
신천동,38,4,신천동 887-4～16
신천동,38,5,신천동 890-1～14
신천동,38,6,신천동 891-1～19
신천동,39,1,신천동 888-1～8
신천동,39,2,신천동 888-9～20
신천동,39,3,신천동 889-1～7ㆍ22ㆍ23
신천동,39,4,신천동 889-8～21
신천동,39,5,신천동 892-1～5(무지개Ⓐ)
신천동,40,1,"신천동 949(삼환나우빌Ⓐ 101동 1～4호, 상가)"
신천동,40,2,신천동 949(삼환나우빌Ⓐ 102동 1～4호)
신천동,40,3,신천동 949(삼환나우빌Ⓐ 103동)
신천동,40,4,신천동 949(삼환나우빌Ⓐ 104동)
신천동,40,5,신천동 949(삼환나우빌Ⓐ 105동)
신천동,40,6,신천동 949(삼환나우빌Ⓐ 106동)
신천동,40,7,신천동 949(삼환나우빌Ⓐ 107동 1～4호)
신천동,40,8,신천동 949(삼환나우빌Ⓐ 108동)
신천동,40,9,"신천동 953(코아루웰라움Ⓐ 101동), 83-11"
신천동,40,10,신천동 953(코아루웰라움Ⓐ 102동)
신천동,40,11,신천동 953(코아루웰라움Ⓐ 103동)
신천동,41,1,"신천동 707, 707-1~27, 712, 712-1~13"
신천동,41,2,신천동 707-28～74
신천동,41,3,"신천동 708, 708-1～17, 711, 711-1~3"
신천동,41,4,"신천동 709, 709-1～9, 710, 710-1~3"
신천동,41,5,신천동 709-10～29
신천동,41,6,"신천동 706-5～15, 23, 26"
