통,반,_dong,_jib,_fill
2,0,물왕동,369-1,road_match
2,0,물왕동,369-3,road_match
2,0,물왕동,371-3,road_match
2,0,물왕동,401-1,road_match
1,0,물왕동,403,road_match
1,0,물왕동,403-2,road_match
1,0,물왕동,405,road_match
1,0,물왕동,407,road_match
1,0,물왕동,409,road_match
1,0,물왕동,410,road_match
3,0,물왕동,413,road_match
1,0,물왕동,422,road_match
2,0,물왕동,426,road_match
2,0,물왕동,426-2,road_match
2,0,물왕동,427,road_split
3,0,물왕동,427,road_split
2,0,물왕동,432,road_match
2,0,물왕동,434-1,road_match
2,0,물왕동,435,road_match
2,0,물왕동,435-4,road_match
2,0,물왕동,435-6,road_match
2,0,물왕동,435-7,road_match
2,0,물왕동,435-8,road_match
1,0,물왕동,산9-3,road_match
1,0,물왕동,산9-4,road_match
1,0,물왕동,산9-7,road_match
1,0,물왕동,산36-5,road_match
2,0,물왕동,산44-13,road_match
2,0,물왕동,산45-7,road_match
2,0,물왕동,산46-11,road_match
2,0,물왕동,367-5,road_match
1,0,물왕동,419,road_match
1,0,물왕동,418,road_match
1,0,물왕동,417,road_match
1,0,물왕동,416,road_match
1,0,물왕동,415,road_match
1,0,물왕동,421,road_match
1,0,물왕동,27-3,road_match
1,0,물왕동,57-3,road_match
1,0,물왕동,76-3,road_match
1,0,물왕동,76-5,road_match
1,0,물왕동,76-7,road_match
1,0,물왕동,76-8,road_match
1,0,물왕동,76-10,road_match
1,0,물왕동,76-13,road_match
1,0,물왕동,76-14,road_match
1,0,물왕동,76-16,road_match
1,0,물왕동,76-17,road_match
1,0,물왕동,84-3,road_match
1,0,물왕동,95-28,road_match
1,0,물왕동,99-9,road_match
1,0,물왕동,124-1,road_match
1,0,물왕동,127-5,road_match
2,0,물왕동,252-1,road_match
2,0,물왕동,255-6,road_match
2,0,물왕동,257-8,road_match
2,0,물왕동,275-1,road_match
2,0,물왕동,292-7,road_match
2,0,물왕동,306-1,road_match
2,0,물왕동,307-1,road_match
2,0,물왕동,360-1,road_match
2,0,물왕동,362-3,road_match
3,0,산현동,409,road_match
3,0,산현동,408-1,road_match
3,0,산현동,397-4,road_match
3,0,산현동,393-1,road_match
3,0,산현동,392-1,road_match
3,0,산현동,산80-2,road_match
3,0,산현동,산77-1,road_match
3,0,산현동,산76,road_match
3,0,산현동,산75-18,road_match
3,0,산현동,산75-16,road_match
3,0,산현동,산75-14,road_match
3,0,산현동,산75-13,road_match
3,0,산현동,산75-11,road_match
3,0,산현동,산75-9,road_match
3,0,산현동,산69-10,road_match
3,0,산현동,산69-4,road_match
3,0,산현동,산68-19,road_match
3,0,산현동,산68-11,road_match
3,0,산현동,산68-10,road_match
3,0,산현동,산68-9,road_match
3,0,산현동,산68-8,road_match
3,0,산현동,산68-7,road_match
3,0,산현동,산67-4,road_match
3,0,산현동,산66-4,road_match
3,0,산현동,산66-3,road_match
3,0,산현동,산66-1,road_match
3,0,산현동,산15-11,road_match
3,0,산현동,산15-10,road_match
1,0,산현동,산15-7,road_split
3,0,산현동,산15-7,road_split
1,0,산현동,산15-5,road_split
3,0,산현동,산15-5,road_split
3,0,산현동,산15-3,road_match
45,0,산현동,528,road_match
3,0,산현동,527,road_split
44,0,산현동,527,road_split
42,0,산현동,526,road_split
39,0,산현동,526,road_split
44,0,산현동,526,road_split
3,0,산현동,525,road_split
49,0,산현동,525,road_split
39,0,산현동,525,road_split
49,0,산현동,524,road_match
45,0,산현동,523-1,road_split
3,0,산현동,523-1,road_split
39,0,산현동,514-1,road_split
44,0,산현동,514-1,road_split
49,0,산현동,514-1,road_split
3,0,산현동,500,road_match
42,0,산현동,497-4,road_match
3,0,산현동,495-1,road_match
3,0,산현동,489,road_match
3,0,산현동,488,road_match
3,0,산현동,487,road_match
3,0,산현동,486,road_match
3,0,산현동,485,road_match
3,0,산현동,484,road_match
3,0,산현동,483,road_match
3,0,산현동,482,road_match
3,0,산현동,481,road_match
3,0,산현동,480,road_match
3,0,산현동,479,road_match
3,0,산현동,478,road_match
3,0,산현동,477,road_match
3,0,산현동,476,road_match
3,0,산현동,475,road_match
3,0,산현동,474,road_match
3,0,산현동,473,road_match
3,0,산현동,299-6,road_match
3,0,산현동,410-3,road_match
3,0,산현동,410-2,road_match
3,0,산현동,198-2,road_match
3,0,산현동,102-1,road_match
3,0,산현동,15-6,road_match
3,0,산현동,15-3,road_match
3,0,산현동,10-8,road_match
3,0,산현동,10-4,road_match
3,0,산현동,7-1,road_match
50,0,조남동,650,road_match
4,0,조남동,647,road_match
17,0,조남동,642,road_match
17,0,조남동,641-4,road_split
5,0,조남동,641-4,road_split
6,0,조남동,637-6,road_match
6,0,조남동,637,road_match
6,0,조남동,636,road_match
6,0,조남동,633,road_match
6,0,조남동,626-6,road_match
6,0,조남동,626-5,road_match
6,0,조남동,626-3,road_match
4,0,조남동,620,road_match
18,0,조남동,619-3,road_match
18,0,조남동,619-2,road_match
4,0,조남동,616-4,road_match
4,0,조남동,616-1,road_match
4,0,조남동,616,road_match
4,0,조남동,615,road_match
4,0,조남동,614,road_match
4,0,조남동,613,road_match
4,0,조남동,611,road_match
18,0,조남동,610-41,road_match
17,0,조남동,610-34,road_match
18,0,조남동,610-29,road_match
4,0,조남동,610-24,road_match
4,0,조남동,610-18,road_match
4,0,조남동,596-1,road_match
4,0,조남동,595-9,road_match
4,0,조남동,577-5,road_match
4,0,조남동,577-3,road_match
4,0,조남동,577-2,road_match
4,0,조남동,570-2,road_match
6,0,조남동,567-4,road_match
6,0,조남동,520-25,road_match
6,0,조남동,520-16,road_match
6,0,조남동,520-14,road_match
6,0,조남동,515,road_match
6,0,조남동,511-1,road_match
6,0,조남동,507-9,road_match
6,0,조남동,507-6,road_match
6,0,조남동,499-3,road_match
21,0,조남동,170-8,road_match
19,0,조남동,171-41,road_split
17,0,조남동,171-41,road_split
22,0,조남동,171-41,road_split
22,0,조남동,169-34,road_match
21,0,조남동,산6-18,road_match
21,0,조남동,산6-11,road_split
18,0,조남동,산6-11,road_split
5,0,조남동,641,road_match
21,0,조남동,산6-19,road_match
6,0,조남동,460-3,road_match
6,0,조남동,459-2,road_match
21,0,조남동,산6-17,road_match
18,0,조남동,171-45,road_split
21,0,조남동,171-45,road_split
5,0,조남동,169-23,road_match
6,0,조남동,453-4,road_match
18,0,조남동,38-6,road_match
18,0,조남동,38-5,road_match
4,0,조남동,21-1,road_match
4,0,조남동,10-3,road_match
4,0,조남동,10-2,road_match
4,0,조남동,9,road_match
4,0,조남동,8-2,road_match
4,0,조남동,8-1,road_match
6,0,조남동,277-9,road_match
6,0,조남동,285-45,road_match
6,0,조남동,285-48,road_match
6,0,조남동,285-49,road_match
6,0,조남동,285-55,road_match
6,0,조남동,287-2,road_match
6,0,조남동,287-5,road_match
6,0,조남동,289-1,road_match
6,0,조남동,291-4,road_match
6,0,조남동,산123-6,road_match
6,0,조남동,산123-1,road_match
6,0,조남동,산93-2,road_match
6,0,조남동,산93,road_match
6,0,조남동,산92-8,road_match
4,0,조남동,산62-7,road_match
4,0,조남동,산62-6,road_match
4,0,조남동,산62-5,road_match
4,0,조남동,산62-2,road_match
4,0,조남동,산62-1,road_match
4,0,조남동,산61-2,road_match
4,0,조남동,산61-1,road_match
6,0,조남동,306-227,road_match
6,0,조남동,306-337,road_match
17,0,조남동,산24-31,road_match
17,0,조남동,산24-3,road_match
17,0,조남동,산17-6,road_match
19,0,조남동,산14-6,road_match
17,0,조남동,산13-31,road_match
17,0,조남동,산13-22,road_match
5,0,조남동,산10-6,road_match
21,0,조남동,산6-3,road_match
17,0,조남동,366,road_match
19,0,조남동,171-19,road_match
18,0,조남동,171-27,road_match
22,0,조남동,172-47,road_match
22,0,조남동,172-46,road_match
22,0,조남동,172-36,road_match
22,0,조남동,170-12,road_match
19,0,조남동,172-52,road_split
22,0,조남동,172-52,road_split
18,0,조남동,171-25,road_split
21,0,조남동,171-25,road_split
17,0,조남동,172-30,road_split
22,0,조남동,172-30,road_split
21,0,조남동,산6-13,road_split
9,0,조남동,산6-13,road_split
18,0,조남동,171-34,road_match
22,0,조남동,169-6,road_match
17,0,조남동,169-53,road_match
19,0,조남동,산14-5,road_match
4,0,조남동,산3-17,road_match
4,0,조남동,산3-16,road_match
