행정동,통,반,관할구역
정왕본동,21,1,정왕동 1516
정왕본동,21,2,정왕동 1517
정왕본동,21,3,"정왕동 1518, 1519"
정왕본동,21,4,정왕동 1520
정왕본동,21,5,정왕동 1521～1523
정왕본동,22,1,"정왕동 1544, 1545"
정왕본동,22,2,정왕동 1546
정왕본동,22,3,정왕동 1547
정왕본동,22,4,정왕동 1548
정왕본동,22,5,정왕동 1554
정왕본동,23,1,"정왕동 1540, 1541"
정왕본동,23,2,정왕동 1542
정왕본동,23,3,정왕동 1543
정왕본동,23,4,정왕동 1549
정왕본동,23,5,정왕동 1550
정왕본동,23,6,"정왕동 1551～1553, 2158"
정왕본동,24,1,"정왕동 1524, 1531"
정왕본동,24,2,정왕동 1527
정왕본동,24,3,"정왕동 1528, 1529"
정왕본동,24,4,정왕동 1530
정왕본동,24,5,정왕동 1532
정왕본동,24,6,정왕동 1533-9～1533-17
정왕본동,25,1,정왕동 1533～1533-8
정왕본동,25,2,정왕동 1534
정왕본동,25,3,정왕동 1535
정왕본동,25,4,정왕동 1536
정왕본동,25,5,정왕동 1537
정왕본동,25,6,"정왕동 1538, 1539, 2156"
정왕본동,26,1,죽율동 1～194
정왕본동,26,2,"죽율동 369～389, 404～481"
정왕본동,26,3,"죽율동 195～365, 390～403, 482～800"
정왕본동,27,1,죽율동 752(시흥6차푸르지오2단지 201동)
정왕본동,27,2,죽율동 752(시흥6차푸르지오2단지 202동)
정왕본동,27,3,죽율동 752(시흥6차푸르지오2단지 203동)
정왕본동,27,4,죽율동 752(시흥6차푸르지오2단지 204동)
정왕본동,27,5,죽율동 752(시흥6차푸르지오2단지 205동)
정왕본동,27,6,죽율동 752(시흥6차푸르지오2단지 206동)
정왕본동,27,7,죽율동 752(시흥6차푸르지오2단지 207동)
정왕본동,27,8,죽율동 752(시흥6차푸르지오2단지 208동)
정왕본동,28,1,죽율동 752(시흥6차푸르지오2단지 209동)
정왕본동,28,2,죽율동 752(시흥6차푸르지오2단지 210동)
정왕본동,28,3,죽율동 752(시흥6차푸르지오2단지 211동)
정왕본동,28,4,죽율동 752(시흥6차푸르지오2단지 212동)
정왕본동,28,5,죽율동 752(시흥6차푸르지오2단지 213동)
정왕본동,29,1,죽율동 317-7(시흥6차푸르지오1단지 101동)
정왕본동,29,2,죽율동 317-7(시흥6차푸르지오1단지 102동)
정왕본동,29,3,죽율동 317-7(시흥6차푸르지오1단지 103동)
정왕본동,29,4,죽율동 317-7(시흥6차푸르지오1단지 104동)
정왕본동,29,5,죽율동 317-7(시흥6차푸르지오1단지 105동)
정왕본동,29,6,죽율동 317-7(시흥6차푸르지오1단지 106동)
정왕본동,29,7,죽율동 317-7(시흥6차푸르지오1단지 107동)
정왕본동,30,1,죽율동 317-7(시흥6차푸르지오1단지 108동)
정왕본동,30,2,죽율동 317-7(시흥6차푸르지오1단지 109동)
정왕본동,30,3,죽율동 317-7(시흥6차푸르지오1단지 110동)
정왕본동,30,4,죽율동 317-7(시흥6차푸르지오1단지 111동)
정왕본동,30,5,죽율동 317-7(시흥6차푸르지오1단지 112동)
정왕본동,31,1,죽율동 317-7(시흥6차푸르지오1단지 113동)
정왕본동,31,2,죽율동 317-7(시흥6차푸르지오1단지 114동)
정왕본동,31,3,죽율동 317-7(시흥6차푸르지오1단지 115동)
정왕본동,31,4,죽율동 317-7(시흥6차푸르지오1단지 116동)
정왕본동,31,5,죽율동 317-7(시흥6차푸르지오1단지 117동)
정왕본동,31,6,죽율동 317-7(시흥6차푸르지오1단지 118동)
정왕본동,31,7,죽율동 317-7(시흥6차푸르지오1단지 119동)
정왕본동,31,8,죽율동 317-7(시흥6차푸르지오1단지 120동)
정왕본동,32,1,정왕동 2306
정왕본동,32,2,정왕동 2307
정왕본동,32,3,정왕동 2308
정왕본동,32,4,정왕동 2309
정왕본동,33,1,"정왕동 2310-1～6, 2310-12"
정왕본동,33,2,"정왕동 2310-7～11, 2310-13～15"
정왕본동,33,3,정왕동 2311-1～7
정왕본동,33,4,정왕동 2311-8～12
정왕본동,33,5,정왕동 2318
정왕본동,34,1,정왕동 2312
정왕본동,34,2,정왕동 2313
정왕본동,34,3,정왕동 2314-8～13
정왕본동,34,4,정왕동 2315
정왕본동,34,5,정왕동 2316
정왕본동,35,1,정왕동 2314-1～7
정왕본동,35,2,"정왕동 2314-14, 2314-42～45"
정왕본동,35,3,정왕동 2314-16～27
정왕본동,35,4,"정왕동 2314-28～32, 2314-34～40"
정왕본동,36,1,정왕동 2317
정왕본동,36,2,"정왕동 2319, 2320"
정왕본동,36,3,"정왕동 2321, 2322, 2324～2327, 876-365, 876-663,"
정왕본동,36,4,정왕동 2323
