_dong,_jib,통
정왕동,2164-2,18.0
정왕동,1862,16.0
정왕동,1863,12.0
정왕동,1864,6.0
정왕동,1865,3.0
정왕동,1942-1,10.0
정왕동,1942-2,14.0
