통,반,법정동,지번
13,11,정왕동,1857
13,11,정왕동,1858
13,11,정왕동,1859
13,11,정왕동,1860
13,11,정왕동,1861
17,8,정왕동,1852
17,8,정왕동,1853
17,8,정왕동,1854
17,8,정왕동,1855
17,8,정왕동,1856
18,1,정왕동,2164-2 A동
18,2,정왕동,2164-2 B동
18,3,정왕동,2164-2 C동
19,1,정왕동,2164-2 D동
20,1,정왕동,1248
20,1,정왕동,1249
21,1,정왕동,1972
21,2,정왕동,1973
21,3,정왕동,1974
21,4,정왕동,1975
21,5,정왕동,1976
21,6,정왕동,1977
22,1,정왕동,1997
22,2,정왕동,1998
22,3,정왕동,1999
22,4,정왕동,2000
22,5,정왕동,2001
22,6,정왕동,2002
22,7,정왕동,2003
22,8,정왕동,2004
23,1,정왕동,1978
23,2,정왕동,1979
23,3,정왕동,1984
23,4,정왕동,1985
24,1,정왕동,1980
24,2,정왕동,1981
24,3,정왕동,1982
24,4,정왕동,1983
25,1,정왕동,1986
25,2,정왕동,1987
25,4,정왕동,1989
25,5,정왕동,1990
25,6,정왕동,1991
25,7,정왕동,909
25,7,정왕동,910
25,7,정왕동,911
25,7,정왕동,912
25,7,정왕동,913
25,7,정왕동,917
25,7,정왕동,918
25,7,정왕동,920
25,7,정왕동,921
25,7,정왕동,923
25,7,정왕동,924
25,7,정왕동,925
25,7,정왕동,926
25,7,정왕동,927
25,7,정왕동,928
25,7,정왕동,929
25,7,정왕동,932
25,7,정왕동,933
25,7,정왕동,934
25,7,정왕동,935
25,7,정왕동,936
25,7,정왕동,937
25,7,정왕동,938
25,7,정왕동,944
25,7,정왕동,946
25,7,정왕동,947
25,7,정왕동,948
25,7,정왕동,950
25,7,정왕동,951
25,7,정왕동,952
25,7,정왕동,953
25,7,정왕동,954
25,7,정왕동,955
25,7,정왕동,956
25,7,정왕동,957
25,7,정왕동,958
25,7,정왕동,959
25,7,정왕동,960
25,7,정왕동,961
25,7,정왕동,962
25,7,정왕동,963
25,7,정왕동,964
25,7,정왕동,965
25,7,정왕동,966
25,7,정왕동,967
25,7,정왕동,968
25,7,정왕동,969
25,7,정왕동,972
25,7,정왕동,973
25,7,정왕동,974
25,7,정왕동,975
25,7,정왕동,976
25,7,정왕동,977
25,7,정왕동,981
25,7,정왕동,983
25,7,정왕동,1002
25,7,정왕동,1003
25,7,정왕동,1004
25,7,정왕동,1005
25,7,정왕동,1006
25,7,정왕동,1007
25,7,정왕동,1008
25,7,정왕동,1009
25,7,정왕동,1010
25,7,정왕동,1011
25,7,정왕동,1012
25,7,정왕동,1013
25,7,정왕동,1014
25,7,정왕동,1015
25,7,정왕동,1016
25,7,정왕동,1017
25,7,정왕동,1018
25,7,정왕동,1019
25,7,정왕동,1020
25,7,정왕동,1021
25,7,정왕동,1022
25,7,정왕동,1029
25,7,정왕동,1030
25,7,정왕동,1043
25,7,정왕동,1085
25,7,정왕동,1092
25,7,정왕동,1093
25,7,정왕동,1094
25,7,정왕동,1095
25,7,정왕동,1098
25,8,정왕동,1940
25,8,정왕동,1942
26,1,정왕동,1992
26,2,정왕동,1993
26,3,정왕동,1994
26,4,정왕동,1995
26,5,정왕동,1996
27,1,정왕동,2005
27,2,정왕동,2006
27,3,정왕동,2007
27,4,정왕동,2008
27,5,정왕동,2009
27,6,정왕동,2010
28,1,정왕동,2011
28,2,정왕동,2012
28,3,정왕동,2013
28,4,정왕동,2014
28,5,정왕동,2015
28,6,정왕동,2016
28,7,정왕동,2017
28,8,정왕동,2018
28,9,정왕동,2019
28,10,정왕동,2020
29,1,정왕동,2021
29,2,정왕동,2022
29,3,정왕동,2023
29,4,정왕동,2024
29,5,정왕동,2025
29,6,정왕동,2200
30,1,정왕동,2026
30,2,정왕동,2027
30,3,정왕동,2028
30,4,정왕동,2029
30,5,정왕동,2030
31,1,정왕동,2031
31,2,정왕동,2032
31,3,정왕동,2033
31,4,정왕동,2034
31,5,정왕동,2035
31,6,정왕동,2036
32,1,정왕동,2037
32,2,정왕동,2038
32,3,정왕동,2039
32,4,정왕동,2040
32,5,정왕동,2041
32,6,정왕동,2042
