행정동,통,반,관할구역
목감동,1,1,"물왕동 5, 11～26, 30, 34, 산7, 산8"
목감동,1,2,"물왕동 77～79, 82, 83, 85, 97, 98, 산16"
목감동,1,3,"물왕동 112, 121, 122, 125, 126, 135, 136, 145, 146, 148, 162, 166, 산36-2"
목감동,2,1,"물왕동 242～244, 295, 296, 298, 299, 291"
목감동,2,2,"물왕동 315, 318～321, 336, 357, 359, 372, 387, 402, 산55-3"
목감동,2,3,"물왕동 276～279, 281～284"
목감동,3,1,"산현동 16, 19, 23, 26, 30, 32, 37, 38, 40, 42, 51, 91, 산30"
목감동,3,2,"산현동 95, 113, 116, 117, 133, 143～197"
목감동,3,3,"산현동 121, 125, 128, 364, 산1, 산25, 산49～55"
목감동,3,4,산현동 200～294
목감동,3,5,"산현동 300～383, 산68-3～5, 산71, 산72"
목감동,3,6,산현동 411～469
목감동,4,1,"조남동 4, 22～27, 32～34, 산3-1, 산3-19"
목감동,4,2,"조남동 69～79, 110, 151"
목감동,4,3,"조남동 87, 91, 99, 597, 598, 산1, 산59, 산60"
목감동,4,4,"조남동 589～591, 594, 산52, 산76"
목감동,5,1,"조남동 165, 178, 247, 248, 249, 254-2, 259, 산36,"
목감동,5,2,"조남동 168-12ㆍ20ㆍ25ㆍ32, 169-2ㆍ61ㆍ62(삼일빌라), 169-15(동호"
목감동,5,3,"조남동 169-14, 169-35～40, 169-40(건영빌라 가동), 69-36(건영빌라"
목감동,5,4,"조남동 169-12 세원(아), 169-11ㆍ45"
목감동,6,1,"조남동 267, 275, 278, 283"
목감동,6,2,"조남동 284, 285-1ㆍ17ㆍ18ㆍ21ㆍ22, 286, 290, 303, 309"
목감동,6,3,"조남동 452, 454～457, 514, 516, 산83, 산91"
목감동,6,4,"조남동 493, 500, 502, 505, 506, 537, 산111"
목감동,6,5,"조남동 407, 410, 413, 422～430, 산103"
목감동,7,1,"목감동 242-1(상가), 242-9(대명아파트 1층～3층)"
목감동,7,2,목감동 242-9(대명아파트 4층～6층)
목감동,7,3,목감동 242-9(대명아파트 7층～9층)
목감동,7,4,목감동 242-9(대명아파트 10층～12층)
목감동,7,5,목감동 242-9(대명아파트 13층～15층)
목감동,8,1,"논곡동 242～246, 243-6(선경그린빌라트)"
목감동,8,2,"논곡동 247～272, 256-1ㆍ2ㆍ3ㆍ4ㆍ5ㆍ6ㆍ16ㆍ18ㆍ22, 270-6ㆍ8ㆍ10(혜성연립), 255-4(건안빌라), 256-26(더존빌라트), 258-1ㆍ3(선경그린빌라트2차), 264-2, 265-1, 266-3ㆍ4(영진맨션4차), 270-5(롯데하이츠), 271-1(청우주택)"
목감동,8,3,"논곡동 29, 31, 37～91, 273～277, 278, 279ㆍ1～22, 79-3, 281～287, 312, 317, 320, 산10, 산15～17, 산71, 279-1(시흥빌라), 279-2ㆍ3(정진빌라)"
목감동,9,1,"논곡동 160-29(황제아파트 가동, 상가)"
목감동,9,2,논곡동 160-29(황제아파트 나동)
목감동,9,3,"논곡동 148, 160ㆍ31ㆍ32, 160-34(대산빌라), 162-3, 산26-1ㆍ2ㆍ5ㆍ6, 산29-10(동화빌라 가동), 산29-7(동화빌라 나동)"
목감동,10,1,"목감동 320～348, 산70"
목감동,10,2,"목감동 268～336, 산51-6"
목감동,10,3,"목감동 197～238, 산84～91"
목감동,11,1,"목감동 34, 62, 70, 71, 178-6, 180, 182, 190, 산14, 산16, 산19, 산21"
목감동,11,2,"목감동 76～78, 86-3ㆍ4ㆍ10, 87, 89, 90, 92, 112-2, 177-1, 산9, 산25, 산31"
