행정동,통,반,관할구역
정왕4동,1,1,정왕동 1878-5(동원아파트 101동)
정왕4동,1,2,정왕동 1878-5(동원아파트 102동)
정왕4동,1,3,정왕동 1878-5(동원아파트 103동)
정왕4동,1,4,정왕동 1878-5(동원아파트 104동)
정왕4동,1,5,정왕동 1878-5(동원아파트 105동)
정왕4동,1,6,정왕동 1878-5(동원아파트 106동)
정왕4동,1,7,정왕동 1878-5(동원아파트 107동)
정왕4동,1,8,정왕동 1878-5(동원아파트 108동)
정왕4동,1,9,정왕동 1878-5(동원아파트 109동)
정왕4동,1,10,"정왕동 1878-5(동원아파트 110동), 1773, 1773-1, 1774, 1774-2, 1777"
정왕4동,2,1,정왕동 1878-4(대림아파트 1201동)
정왕4동,2,2,정왕동 1878-4(대림아파트 1202동)
정왕4동,2,3,정왕동 1878-4(대림아파트 1203동)
정왕4동,2,4,정왕동 1878-4(대림아파트 1204동)
정왕4동,2,5,정왕동 1878-4(대림아파트 1205동)
정왕4동,2,6,정왕동 1878-4(대림아파트 1206동)
정왕4동,2,7,정왕동 1878-4(대림아파트 1207동)
정왕4동,2,8,정왕동 1878-4(대림아파트 1208동)
정왕4동,2,9,정왕동 1878-4(대림아파트 1209동)
정왕4동,3,1,정왕동 1878-8(대림아파트 1301동)
정왕4동,3,2,정왕동 1878-8(대림아파트 1302동)
정왕4동,3,3,정왕동 1878-8(대림아파트 1303동)
정왕4동,3,4,정왕동 1878-8(대림아파트 1304동)
정왕4동,3,5,정왕동 1878-8(대림아파트 1305동)
정왕4동,3,6,정왕동 1878-8(대림아파트 1306동)
정왕4동,3,7,정왕동 1878-8(대림아파트 1307동)
정왕4동,3,8,정왕동 1878-8(대림아파트 1308동)
정왕4동,3,9,정왕동 1878-8(대림아파트 1309동)
정왕4동,3,10,정왕동 1878-8(대림아파트 1310동)
정왕4동,3,11,정왕동 1878-8(대림아파트 1311동)
정왕4동,3,12,정왕동 1878-8(대림아파트 1312동)
정왕4동,3,13,"정왕동 1878-8(대림아파트 1313동), 876-238, 1091, 1104~1145, 1889"
정왕4동,4,1,정왕동 1877-2(세종아파트 201동)
정왕4동,4,2,정왕동 1877-2(세종아파트 202동)
정왕4동,4,3,정왕동 1877-2(세종아파트 203동)
정왕4동,4,4,정왕동 1877-2(세종아파트 204동)
정왕4동,4,5,정왕동 1877-2(세종아파트 205동)
정왕4동,4,6,정왕동 1877-2(세종아파트 206동)
정왕4동,4,7,정왕동 1877-2(세종아파트 207동)
정왕4동,4,8,정왕동 1877-2(세종아파트 208동)
정왕4동,4,9,정왕동 1877-2(세종아파트 209동)
정왕4동,4,10,정왕동 1877-2(세종아파트 210동)
정왕4동,4,11,정왕동 1877-2(세종아파트 211동)
정왕4동,5,1,정왕동 1877-1(문영아파트 101동)
정왕4동,5,2,정왕동 1877-1(문영아파트 102동)
정왕4동,5,3,정왕동 1877-1(문영아파트 103동)
정왕4동,5,4,정왕동 1877-1(문영아파트 104동)
정왕4동,5,5,정왕동 1877-1(문영아파트 105동)
정왕4동,5,6,정왕동 1877-1(문영아파트 106동)
정왕4동,5,7,정왕동 1877-1(문영아파트 107동)
정왕4동,5,8,정왕동 1877-1(문영아파트 108동)
정왕4동,5,9,정왕동 1877-1(문영아파트 109동)
정왕4동,5,10,정왕동 1877-1(문영아파트 110동)
정왕4동,5,11,정왕동 1877-1(문영아파트 111동)
정왕4동,5,12,정왕동 1877-1(문영아파트 112동)
정왕4동,5,13,정왕동 1879-1～1881-11
정왕4동,6,1,정왕동 1877-3(세종아파트 101동)
정왕4동,6,2,정왕동 1877-3(세종아파트 102동)
정왕4동,6,3,정왕동 1877-3(세종아파트 103동)
정왕4동,6,4,정왕동 1877-3(세종아파트 104동)
정왕4동,6,5,정왕동 1877-3(세종아파트 105동)
정왕4동,6,6,정왕동 1877-3(세종아파트 106동)
정왕4동,6,7,정왕동 1877-3(세종아파트 107동)
정왕4동,6,8,정왕동 1877-3(세종아파트 108동)
정왕4동,6,9,정왕동 1877-3(세종아파트 109동)
정왕4동,6,10,정왕동 1877-3(세종아파트 110동)
정왕4동,6,11,정왕동 1877-3(세종아파트 111동)
정왕4동,6,12,정왕동 1877-3(세종아파트 112동)
정왕4동,6,13,정왕동 1877-3(세종아파트 113동)
정왕4동,6,14,정왕동 1877-3(세종아파트 114동
정왕4동,6,15,정왕동 1877-3(세종아파트 115동)
정왕4동,6,16,정왕동 1877-3(세종아파트 116동)
정왕4동,6,17,정왕동 1877-3(세종아파트 117동
정왕4동,6,18,정왕동 1877-3(세종아파트 118동)
정왕4동,6,19,"정왕동 1877-3(세종아파트 119동), 876-240, 877-1, 878, 1889-2, 1889-11, 산114-1"
정왕4동,7,1,정왕동 1877-5(보성아파트 101동)
정왕4동,7,2,정왕동 1877-5(보성아파트 102동)
정왕4동,7,3,정왕동 1877-5(보성아파트 103동)
정왕4동,7,4,정왕동 1877-5(보성아파트 113동)
정왕4동,7,5,정왕동 1877-5(보성아파트 114동)
정왕4동,7,6,정왕동 1877-5(보성아파트 115동)
정왕4동,7,7,정왕동 1877-5(보성아파트 116동)
정왕4동,7,8,정왕동 1877-5(보성아파트 117동)
정왕4동,7,9,정왕동 1877-5(보성아파트 118동)
정왕4동,8,1,정왕동 1877-5(보성아파트 104동)
정왕4동,8,2,정왕동 1877-5(보성아파트 105동)
정왕4동,8,3,정왕동 1877-5(보성아파트 106동)
정왕4동,8,4,정왕동 1877-5(보성아파트 107동)
정왕4동,8,5,정왕동 1877-5(보성아파트 108동)
정왕4동,8,6,정왕동 1877-5(보성아파트 109동)
정왕4동,8,7,정왕동 1877-5(보성아파트 110동)
정왕4동,8,8,정왕동 1877-5(보성아파트 111동)
정왕4동,8,9,정왕동 1877-5(보성아파트 112동)
정왕4동,9,1,정왕동 1876-2(모아아파트 101동)
정왕4동,9,2,정왕동 1876-2(모아아파트 102동)
정왕4동,9,3,정왕동 1876-2(모아아파트 103동)
정왕4동,9,4,정왕동 1876-2(모아아파트 104동)
정왕4동,9,5,정왕동 1876-2(모아아파트 105동)
정왕4동,9,6,정왕동 1876-2(모아아파트 106동)
정왕4동,9,7,정왕동 1876-2(모아아파트 107동)
정왕4동,9,8,정왕동 1876-2(모아아파트 108동)
정왕4동,9,9,정왕동 1876-2(모아아파트 109동)
정왕4동,9,10,정왕동 1876-2(모아아파트 110동)
정왕4동,9,11,정왕동 1876-2(모아아파트 111동)
정왕4동,9,12,정왕동 1876-2(모아아파트 112동)
정왕4동,9,13,정왕동 1876-2(모아아파트 113동)
정왕4동,9,14,정왕동 1876-2(모아아파트 114동)
정왕4동,10,1,정왕동 1876-1(삼환아파트 201동)
정왕4동,10,2,정왕동 1876-1(삼환아파트 202동)
정왕4동,10,3,정왕동 1876-1(삼환아파트 203동)
정왕4동,10,4,정왕동 1876-1(삼환아파트 204동)
정왕4동,10,5,정왕동 1876-1(삼환아파트 205동)
정왕4동,10,6,정왕동 1876-1(삼환아파트 206동)
정왕4동,10,7,정왕동 1876-1(삼환아파트 207동)
정왕4동,10,8,정왕동 1876-1(삼환아파트 208동)
정왕4동,11,1,정왕동 1876-3(부성아파트 101동)
정왕4동,11,2,정왕동 1876-3(부성아파트 102동)
정왕4동,11,3,정왕동 1876-3(부성아파트 103동)
정왕4동,11,4,정왕동 1876-3(부성아파트 104동)
정왕4동,11,5,정왕동 1876-3(부성아파트 105동)
정왕4동,11,6,정왕동 1876-3(부성아파트 106동)
정왕4동,11,7,정왕동 1876-3(부성아파트 107동)
정왕4동,11,8,정왕동 1876-3(부성아파트 119동)
정왕4동,11,9,정왕동 1876-3(부성아파트 120동)
정왕4동,11,10,정왕동 1876-3(부성아파트 121동)
정왕4동,12,1,정왕동 1876-3(부성아파트 108동)
정왕4동,12,2,정왕동 1876-3(부성아파트 109동)
