통,반,법정동,지번
1,10,정왕동,1878-1773
1,10,정왕동,1773-1774
1,10,정왕동,1774-1777
3,13,정왕동,876-1091
3,13,정왕동,1105
3,13,정왕동,1106
3,13,정왕동,1107
3,13,정왕동,1108
3,13,정왕동,1109
3,13,정왕동,1110
3,13,정왕동,1113
3,13,정왕동,1114
3,13,정왕동,1123
3,13,정왕동,1124
3,13,정왕동,1125
3,13,정왕동,1126
3,13,정왕동,1129
3,13,정왕동,1130
3,13,정왕동,1131
3,13,정왕동,1136
3,13,정왕동,1137
3,13,정왕동,1139
3,13,정왕동,1140
3,13,정왕동,1141
3,13,정왕동,1142
3,13,정왕동,1143
3,13,정왕동,876-1104
3,13,정왕동,876-1105
3,13,정왕동,876-1106
3,13,정왕동,876-1107
3,13,정왕동,876-1108
3,13,정왕동,876-1109
3,13,정왕동,876-1110
3,13,정왕동,876-1111
3,13,정왕동,876-1112
3,13,정왕동,876-1113
3,13,정왕동,876-1114
3,13,정왕동,876-1115
3,13,정왕동,876-1116
3,13,정왕동,876-1117
3,13,정왕동,876-1118
3,13,정왕동,876-1119
3,13,정왕동,876-1120
3,13,정왕동,876-1121
3,13,정왕동,876-1122
3,13,정왕동,876-1123
3,13,정왕동,876-1124
3,13,정왕동,876-1125
3,13,정왕동,876-1126
3,13,정왕동,876-1127
3,13,정왕동,876-1128
3,13,정왕동,876-1129
3,13,정왕동,876-1130
3,13,정왕동,876-1131
3,13,정왕동,876-1132
3,13,정왕동,876-1133
3,13,정왕동,876-1134
3,13,정왕동,876-1135
3,13,정왕동,876-1136
3,13,정왕동,876-1137
3,13,정왕동,876-1138
3,13,정왕동,876-1139
3,13,정왕동,876-1140
3,13,정왕동,876-1141
3,13,정왕동,876-1142
3,13,정왕동,876-1143
3,13,정왕동,876-1144
3,13,정왕동,876-1145
3,13,정왕동,876-1889
5,13,정왕동,1880
6,19,정왕동,877-878
13,9,정왕동,1883
13,9,정왕동,1884
