통,반,_dong,_jib,_fill
1,0,월곶동,72-2,road_match
1,0,월곶동,72-17,road_match
1,0,월곶동,99-1,road_match
1,0,월곶동,117-5,road_match
1,0,월곶동,119-3,road_match
1,0,월곶동,120,road_match
4,0,월곶동,120-8,road_match
1,0,월곶동,120-10,road_match
1,0,월곶동,120-11,road_match
1,0,월곶동,120-12,road_match
1,0,월곶동,120-13,road_match
1,0,월곶동,120-14,road_match
1,0,월곶동,120-15,road_match
1,0,월곶동,120-16,road_match
1,0,월곶동,122-2,road_match
1,0,월곶동,122-4,road_match
4,0,월곶동,123-3,road_match
4,0,월곶동,123-6,road_match
1,0,월곶동,123-7,road_split
1,0,월곶동,123-8,road_match
4,0,월곶동,123-9,road_match
4,0,월곶동,124-8,road_match
4,0,월곶동,125-3,road_match
4,0,월곶동,126-3,road_match
4,0,월곶동,126-5,road_match
4,0,월곶동,126-7,road_match
4,0,월곶동,126-8,road_match
1,0,월곶동,152-5,road_match
1,0,월곶동,152-6,road_match
1,0,월곶동,158-1,road_match
1,0,월곶동,165-1,road_match
1,0,월곶동,167-3,road_match
1,0,월곶동,167-9,road_match
1,0,월곶동,167-11,road_match
1,0,월곶동,167-17,road_match
1,0,월곶동,167-19,road_match
4,0,월곶동,188-5,road_match
4,0,월곶동,192-10,road_match
4,0,월곶동,192-11,road_match
4,0,월곶동,193-7,road_match
4,0,월곶동,193-9,road_match
4,0,월곶동,193-10,road_match
4,0,월곶동,193-11,road_match
4,0,월곶동,196-6,road_match
1,0,월곶동,229-1,road_split
4,0,월곶동,229-1,road_split
4,0,월곶동,229-2,road_split
1,0,월곶동,229-2,road_split
4,0,월곶동,229-3,road_match
4,0,월곶동,231-2,road_match
1,0,월곶동,232,road_match
4,0,월곶동,233,road_match
4,0,월곶동,234,road_match
4,0,월곶동,234-2,road_match
1,0,월곶동,253-3,road_match
1,0,월곶동,253-5,road_match
1,0,월곶동,253-6,road_match
1,0,월곶동,253-7,road_match
1,0,월곶동,273-1,road_match
4,0,월곶동,359,road_split
3,0,월곶동,359,road_split
3,0,월곶동,361-1,road_match
4,0,월곶동,420-4,road_match
2,0,월곶동,526-2,road_match
2,0,월곶동,536-2,road_match
2,0,월곶동,538-9,road_match
2,0,월곶동,538-10,road_match
2,0,월곶동,539,road_match
2,0,월곶동,539-3,road_match
2,0,월곶동,541-9,road_match
2,0,월곶동,541-10,road_match
2,0,월곶동,541-11,road_match
2,0,월곶동,541-12,road_match
2,0,월곶동,542-8,road_match
2,0,월곶동,542-10,road_match
2,0,월곶동,542-12,road_match
2,0,월곶동,542-13,road_match
2,0,월곶동,542-16,road_match
2,0,월곶동,542-17,road_match
2,0,월곶동,550,road_match
3,0,월곶동,594-1,road_match
3,0,월곶동,595-2,road_match
3,0,월곶동,601,road_match
3,0,월곶동,601-5,road_match
3,0,월곶동,601-7,road_match
3,0,월곶동,601-9,road_match
3,0,월곶동,601-11,road_match
3,0,월곶동,603-2,road_match
3,0,월곶동,609-2,road_match
3,0,월곶동,610-7,road_match
3,0,월곶동,610-12,road_match
3,0,월곶동,610-19,road_match
3,0,월곶동,626-2,road_match
3,0,월곶동,626-3,road_match
3,0,월곶동,626-5,road_match
2,0,월곶동,630-1,road_match
2,0,월곶동,630-5,road_match
3,0,월곶동,634-12,road_match
3,0,월곶동,635,road_split
2,0,월곶동,635,road_split
3,0,월곶동,637-29,road_match
3,0,월곶동,637-30,road_match
2,0,월곶동,639-3,road_match
2,0,월곶동,639-4,road_match
2,0,월곶동,639-8,road_match
2,0,월곶동,639-9,road_match
2,0,월곶동,639-11,road_match
3,0,월곶동,640-2,road_match
3,0,월곶동,641-5,road_match
3,0,월곶동,641-7,road_match
3,0,월곶동,641-15,road_match
3,0,월곶동,642-2,road_match
3,0,월곶동,642-3,road_match
2,0,월곶동,645,road_match
2,0,월곶동,645-4,road_match
2,0,월곶동,645-37,road_match
3,0,월곶동,651-23,road_match
3,0,월곶동,676-5,road_match
1,0,월곶동,25-8,road_match
1,0,월곶동,25-16,road_match
1,0,월곶동,25-21,road_match
1,0,월곶동,25-27,road_match
1,0,월곶동,46-5,road_match
1,0,월곶동,46-25,road_match
4,0,월곶동,734-3,road_match
3,0,월곶동,736,road_match
1,0,월곶동,740,road_split
2,0,월곶동,740,road_split
2,0,월곶동,740-8,road_match
2,0,월곶동,740-9,road_match
4,0,월곶동,740-12,road_match
1,0,월곶동,740-14,road_match
4,0,월곶동,740-18,road_split
1,0,월곶동,740-18,road_split
4,0,월곶동,740-21,road_match
4,0,월곶동,740-22,road_match
4,0,월곶동,740-25,road_match
1,0,월곶동,740-26,road_split
4,0,월곶동,740-27,road_match
4,0,월곶동,740-28,road_match
1,0,월곶동,740-31,road_match
4,0,월곶동,740-39,road_split
1,0,월곶동,740-39,road_split
1,0,월곶동,740-44,road_match
1,0,월곶동,740-48,road_match
1,0,월곶동,740-49,road_match
1,0,월곶동,740-50,road_match
1,0,월곶동,740-51,road_match
1,0,월곶동,740-52,road_match
4,0,월곶동,740-54,road_match
4,0,월곶동,740-55,road_match
4,0,월곶동,740-56,road_match
4,0,월곶동,740-58,road_match
4,0,월곶동,740-59,road_match
4,0,월곶동,740-60,road_match
1,0,월곶동,740-62,road_match
1,0,월곶동,740-63,road_match
1,0,월곶동,740-64,road_match
1,0,월곶동,740-66,road_match
4,0,월곶동,743,road_match
4,0,월곶동,743-6,road_match
4,0,월곶동,743-7,road_match
4,0,월곶동,743-11,road_match
2,0,월곶동,746,road_split
3,0,월곶동,746,road_split
2,0,월곶동,746-1,road_match
2,0,월곶동,747,road_match
2,0,월곶동,747-1,road_match
3,0,월곶동,747-3,road_match
2,0,월곶동,747-4,road_split
3,0,월곶동,747-4,road_split
2,0,월곶동,747-8,road_match
2,0,월곶동,747-10,road_match
2,0,월곶동,747-11,road_match
2,0,월곶동,747-12,road_match
3,0,월곶동,747-13,road_match
2,0,월곶동,747-15,road_match
2,0,월곶동,747-16,road_match
2,0,월곶동,747-17,road_match
3,0,월곶동,747-19,road_split
2,0,월곶동,747-19,road_split
2,0,월곶동,747-21,road_split
3,0,월곶동,747-21,road_split
2,0,월곶동,747-22,road_match
2,0,월곶동,747-23,road_match
2,0,월곶동,747-24,road_match
2,0,월곶동,747-25,road_match
2,0,월곶동,747-26,road_match
2,0,월곶동,747-27,road_match
2,0,월곶동,747-28,road_match
2,0,월곶동,747-29,road_match
2,0,월곶동,747-30,road_match
3,0,월곶동,748,road_match
3,0,월곶동,752-3,road_match
3,0,월곶동,752-5,road_match
3,0,월곶동,752-11,road_match
3,0,월곶동,752-21,road_match
3,0,월곶동,753,road_match
3,0,월곶동,757-2,road_match
3,0,월곶동,758,road_match
2,0,월곶동,941-27,road_match
2,0,월곶동,942,road_match
2,0,월곶동,942-1,road_match
2,0,월곶동,942-30,road_match
2,0,월곶동,942-36,road_match
2,0,월곶동,943-41,road_match
4,0,월곶동,954-23,road_match
2,0,월곶동,961-1,road_match
2,0,월곶동,961-4,road_match
2,0,월곶동,962-4,road_match
2,0,월곶동,963,road_match
2,0,월곶동,963-1,road_match
1,0,월곶동,969,road_match
2,0,월곶동,979,road_match
2,0,월곶동,979-1,road_match
15,0,월곶동,994-4,road_match
15,0,월곶동,994-5,road_match
7,0,월곶동,1010-3,road_split
11,0,월곶동,1010-3,road_split
11,0,월곶동,1010-6,road_match
11,0,월곶동,1010-7,road_match
11,0,월곶동,1010-8,road_match
14,0,월곶동,1016-1,road_match
11,0,월곶동,1022,road_split
17,0,월곶동,1022,road_split
2,0,월곶동,1022,road_split
11,0,월곶동,1023,road_split
17,0,월곶동,1023,road_split
5,0,월곶동,1023,road_split
5,0,월곶동,1024,road_split
17,0,월곶동,1024,road_split
17,0,월곶동,1025,road_split
15,0,월곶동,1025,road_split
2,0,월곶동,1025,road_split
15,0,월곶동,1026,road_split
17,0,월곶동,1026,road_split
6,0,월곶동,1027,road_split
14,0,월곶동,1027,road_split
5,0,월곶동,1028,road_split
6,0,월곶동,1028,road_split
14,0,월곶동,1028,road_split
5,0,월곶동,1029,road_match
6,0,월곶동,1030,road_split
7,0,월곶동,1030,road_split
5,0,월곶동,1030,road_split
7,0,월곶동,1031,road_match
11,0,월곶동,1032,road_match
11,0,월곶동,1033,road_split
5,0,월곶동,1033,road_split
7,0,월곶동,1034,road_split
