통,반,_dong,_jib,_fill
1,0,정왕동,2044,road_match
1,0,정왕동,2056,road_match
1,0,정왕동,2056-1,road_match
1,0,정왕동,2071,road_match
1,0,정왕동,2144,road_match
1,0,정왕동,2144-1,road_split
5,0,정왕동,2144-1,road_split
1,0,정왕동,2144-2,road_split
5,0,정왕동,2144-2,road_split
36,0,정왕동,2144-2,road_split
6,0,정왕동,2144-2,road_split
1,0,정왕동,2147,road_match
1,0,정왕동,2152,road_match
23,0,정왕동,2157,road_split
25,0,정왕동,2157,road_split
23,0,정왕동,2159,road_match
1,0,정왕동,2199-2,road_match
1,0,정왕동,2202-9,road_match
1,0,정왕동,2202-10,road_match
1,0,정왕동,2202-12,road_match
1,0,정왕동,2202-19,road_match
1,0,정왕동,1777-2,road_match
1,0,정왕동,1777-1,road_match
1,0,정왕동,2227,road_match
1,0,정왕동,2228,road_match
1,0,정왕동,2229,road_match
1,0,정왕동,2229-1,road_match
1,0,정왕동,2230,road_match
1,0,정왕동,2263,road_split
2,0,정왕동,2263,road_split
1,0,정왕동,2264,road_split
2,0,정왕동,2264,road_split
2,0,정왕동,2265,road_match
2,0,정왕동,2266,road_match
2,0,정왕동,2267,road_match
2,0,정왕동,2268,road_match
2,0,정왕동,2269,road_split
1,0,정왕동,2269,road_split
2,0,정왕동,2270,road_match
2,0,정왕동,2271,road_match
1,0,정왕동,2272,road_split
2,0,정왕동,2272,road_split
2,0,정왕동,2273,road_match
2,0,정왕동,2274,road_match
2,0,정왕동,2275,road_match
2,0,정왕동,2276,road_match
2,0,정왕동,2277,road_match
2,0,정왕동,2278,road_match
2,0,정왕동,2279,road_match
2,0,정왕동,2280,road_match
2,0,정왕동,2281,road_split
1,0,정왕동,2281,road_split
2,0,정왕동,2282,road_match
2,0,정왕동,2283,road_split
1,0,정왕동,2283,road_split
2,0,정왕동,2284,road_match
2,0,정왕동,2285,road_split
1,0,정왕동,2285,road_split
2,0,정왕동,2286,road_match
2,0,정왕동,2287,road_split
1,0,정왕동,2287,road_split
2,0,정왕동,2288,road_match
2,0,정왕동,2289,road_match
2,0,정왕동,2290,road_match
2,0,정왕동,2291,road_match
1,0,정왕동,2292,road_split
2,0,정왕동,2292,road_split
3,0,정왕동,2293-11,road_match
3,0,정왕동,2293-16,road_match
1,0,정왕동,2334,road_split
3,0,정왕동,2334,road_split
4,0,정왕동,2334,road_split
3,0,정왕동,2335,road_match
3,0,정왕동,2336,road_match
3,0,정왕동,2337,road_split
4,0,정왕동,2337,road_split
4,0,정왕동,2338,road_match
4,0,정왕동,2339,road_match
4,0,정왕동,2340,road_match
4,0,정왕동,2341,road_match
4,0,정왕동,2342,road_match
1,0,정왕동,2343,road_split
3,0,정왕동,2343,road_split
4,0,정왕동,2343,road_split
4,0,정왕동,2344,road_match
5,0,정왕동,2345,road_match
1,0,정왕동,2346,road_split
5,0,정왕동,2346,road_split
5,0,정왕동,2347,road_match
4,0,정왕동,2348,road_split
36,0,정왕동,2348,road_split
32,0,정왕동,2348,road_split
1,0,정왕동,2348,road_split
5,0,정왕동,2348-2,road_split
36,0,정왕동,2348-2,road_split
32,0,정왕동,2349,road_split
1,0,정왕동,2349,road_split
33,0,정왕동,2349,road_split
34,0,정왕동,2349,road_split
32,0,정왕동,2350,road_match
32,0,정왕동,2351,road_match
32,0,정왕동,2352,road_match
32,0,정왕동,2353,road_split
33,0,정왕동,2353,road_split
33,0,정왕동,2354,road_match
33,0,정왕동,2355,road_split
34,0,정왕동,2355,road_split
34,0,정왕동,2356,road_match
34,0,정왕동,2357,road_split
1,0,정왕동,2357,road_split
35,0,정왕동,2357,road_split
35,0,정왕동,2358,road_match
35,0,정왕동,2359,road_match
34,0,정왕동,2360,road_match
34,0,정왕동,2361,road_match
36,0,정왕동,2362,road_split
1,0,정왕동,2362,road_split
34,0,정왕동,2362,road_split
1,0,정왕동,2362-2,road_split
36,0,정왕동,2362-2,road_split
36,0,정왕동,2363,road_split
32,0,정왕동,2363,road_split
33,0,정왕동,2363,road_split
34,0,정왕동,2363,road_split
36,0,정왕동,2364,road_match
36,0,정왕동,2365,road_split
33,0,정왕동,2365,road_split
36,0,정왕동,2366,road_split
33,0,정왕동,2366,road_split
36,0,정왕동,2367,road_split
33,0,정왕동,2367,road_split
36,0,정왕동,2368,road_match
36,0,정왕동,2369,road_match
36,0,정왕동,2370,road_match
36,0,정왕동,2371,road_split
1,0,정왕동,2371,road_split
36,0,정왕동,2372,road_split
1,0,정왕동,2372,road_split
1,0,정왕동,2373,road_match
1,0,정왕동,산12-1,road_match
1,0,정왕동,산12-3,road_match
1,0,정왕동,산15-2,road_match
1,0,정왕동,산17-3,road_match
1,0,정왕동,산17-8,road_match
1,0,정왕동,산18-4,road_match
1,0,정왕동,산37-2,road_match
1,0,정왕동,산37-3,road_match
1,0,정왕동,산39-3,road_match
1,0,정왕동,산39-4,road_match
1,0,정왕동,산40-1,road_match
1,0,정왕동,산42-4,road_match
1,0,정왕동,산46-3,road_match
1,0,정왕동,산48-10,road_match
1,0,정왕동,산56-2,road_match
1,0,정왕동,산57-3,road_match
1,0,정왕동,산69-14,road_match
1,0,정왕동,산72-1,road_match
1,0,정왕동,산72-10,road_match
1,0,정왕동,산72-12,road_match
1,0,정왕동,산73-8,road_match
1,0,정왕동,산91,road_match
1,0,정왕동,산91-4,road_match
1,0,정왕동,산91-5,road_match
1,0,정왕동,산96-7,road_match
1,0,정왕동,산96-8,road_match
1,0,정왕동,산96-9,road_match
1,0,정왕동,산97-3,road_match
1,0,정왕동,산97-4,road_match
1,0,정왕동,산99-6,road_match
1,0,정왕동,산119-45,road_match
1,0,정왕동,산119-46,road_match
1,0,정왕동,산119-47,road_match
1,0,정왕동,산119-51,road_match
1,0,정왕동,산119-53,road_match
1,0,정왕동,산120-12,road_match
1,0,정왕동,산120-21,road_match
1,0,정왕동,산120-22,road_match
1,0,정왕동,산120-23,road_match
1,0,정왕동,산120-24,road_match
1,0,정왕동,산120-25,road_match
1,0,정왕동,산120-26,road_match
1,0,정왕동,산126-9,road_match
1,0,정왕동,산126-10,road_match
1,0,정왕동,산131-23,road_match
1,0,정왕동,산134-6,road_match
1,0,정왕동,산134-7,road_match
1,0,정왕동,산134-8,road_match
1,0,정왕동,산135-1,road_match
1,0,정왕동,산140-23,road_match
1,0,정왕동,산140-25,road_match
1,0,정왕동,산141-3,road_match
1,0,정왕동,산141-6,road_match
1,0,정왕동,산141-8,road_match
1,0,정왕동,1723-1,road_match
1,0,정왕동,1708-2,road_match
22,0,정왕동,1666,road_split
23,0,정왕동,1666,road_split
22,0,정왕동,1665,road_split
23,0,정왕동,1665,road_split
22,0,정왕동,1664,road_split
23,0,정왕동,1664,road_split
22,0,정왕동,1663,road_split
20,0,정왕동,1663,road_split
24,0,정왕동,1663,road_split
23,0,정왕동,1663,road_split
25,0,정왕동,1663,road_split
19,0,정왕동,1662,road_split
24,0,정왕동,1662,road_split
25,0,정왕동,1662,road_split
21,0,정왕동,1661,road_match
21,0,정왕동,1660,road_split
20,0,정왕동,1660,road_split
21,0,정왕동,1659,road_split
20,0,정왕동,1659,road_split
18,0,정왕동,1658,road_split
19,0,정왕동,1658,road_split
20,0,정왕동,1646,road_split
19,0,정왕동,1646,road_split
24,0,정왕동,1646,road_split
20,0,정왕동,1645,road_split
18,0,정왕동,1645,road_split
19,0,정왕동,1645,road_split
21,0,정왕동,1637,road_split
22,0,정왕동,1637,road_split
20,0,정왕동,1637,road_split
24,0,정왕동,1637,road_split
19,0,정왕동,1637,road_split
21,0,정왕동,1634,road_split
25,0,정왕동,1634,road_split
24,0,정왕동,1634,road_split
20,0,정왕동,1634,road_split
19,0,정왕동,1634,road_split
18,0,정왕동,1634,road_split
1,0,정왕동,1634,road_split
23,0,정왕동,1631,road_split
25,0,정왕동,1631,road_split
15,0,정왕동,1233,road_split
14,0,정왕동,1233,road_split
17,0,정왕동,1232,road_split
16,0,정왕동,1232,road_split
16,0,정왕동,1231-10,road_split
17,0,정왕동,1231-10,road_split
16,0,정왕동,1231-9,road_match
16,0,정왕동,1231-8,road_match
16,0,정왕동,1231-7,road_split
17,0,정왕동,1231-7,road_split
17,0,정왕동,1231-6,road_match
17,0,정왕동,1231-5,road_match
17,0,정왕동,1231-4,road_match
16,0,정왕동,1231-3,road_split
17,0,정왕동,1231-3,road_split
16,0,정왕동,1231-2,road_match
16,0,정왕동,1231-1,road_match
16,0,정왕동,1231,road_split
17,0,정왕동,1231,road_split
15,0,정왕동,1230,road_split
17,0,정왕동,1230,road_split
14,0,정왕동,1230,road_split
16,0,정왕동,1230,road_split
13,0,정왕동,1230,road_split
12,0,정왕동,1230,road_split
14,0,정왕동,1229-6,road_split
13,0,정왕동,1229-6,road_split
13,0,정왕동,1229-5,road_match
12,0,정왕동,1229-4,road_match
12,0,정왕동,1229-3,road_match
13,0,정왕동,1229-2,road_split
12,0,정왕동,1229-2,road_split
14,0,정왕동,1229-1,road_split
13,0,정왕동,1229-1,road_split
13,0,정왕동,1229,road_split
12,0,정왕동,1229,road_split
11,0,정왕동,1228-7,road_match
11,0,정왕동,1228-6,road_match
11,0,정왕동,1228-5,road_match
11,0,정왕동,1228-4,road_match
10,0,정왕동,1228-3,road_match
