통,반,법정동,지번
1,1,정왕동,2592-0
1,1,정왕동,2593-0
1,1,정왕동,2597-0
1,1,정왕동,2597-3
1,1,정왕동,2598-0
1,2,정왕동,2635-0
1,2,정왕동,2636-0
1,2,정왕동,2637-0
1,2,정왕동,2638-0
1,2,정왕동,2638-2640
1,2,정왕동,2641-0
1,2,정왕동,2642-0
1,2,정왕동,2644-0
1,2,정왕동,2645-0
1,2,정왕동,2646-0
2,1,정왕동,2687-0
2,1,정왕동,2688-0
2,1,정왕동,2689-0
2,1,정왕동,2692-0
2,1,정왕동,2693-0
2,1,정왕동,2697-0
2,1,정왕동,2697-2698
2,1,정왕동,2699-0
2,2,정왕동,2700-0
2,2,정왕동,2701-0
2,2,정왕동,2703-0
2,2,정왕동,2703-1
2,2,정왕동,2703-2705
2,2,정왕동,2706-0
2,2,정왕동,2707-0
2,2,정왕동,2709-0
2,2,정왕동,2709-1
2,2,정왕동,2709-2
2,2,정왕동,2709-5
2,2,정왕동,2709-6
2,2,정왕동,2709-7
2,2,정왕동,2709-8
2,2,정왕동,2709-11
2,2,정왕동,2709-12
2,2,정왕동,2709-13
2,2,정왕동,2709-16
2,2,정왕동,2709-17
2,2,정왕동,2709-18
2,2,정왕동,2713-0
2,2,정왕동,2713-2715
2,2,정왕동,2713-2716
2,2,정왕동,2718-2
2,2,정왕동,2719-0
2,2,정왕동,2720-0
2,2,정왕동,2723-0
2,2,정왕동,2724-0
2,2,정왕동,2724-2725
2,2,정왕동,2724-2729
2,2,정왕동,2724-2730
2,2,정왕동,2731-0
9,1,정왕동,2746-0
9,1,정왕동,2748-0
9,1,정왕동,2750-0
9,1,정왕동,2755-0
9,1,정왕동,2757-0
9,1,정왕동,2761-0
9,1,정왕동,2763-0
9,1,정왕동,2765-0
9,1,정왕동,2767-0
9,1,정왕동,2769-0
9,1,정왕동,2770-0
9,1,정왕동,2771-0
9,2,정왕동,2803-0
9,2,정왕동,2804-0
9,2,정왕동,2805-0
9,2,정왕동,2806-0
9,2,정왕동,2807-0
9,2,정왕동,2808-0
9,2,정왕동,2809-0
9,2,정왕동,2811-0
9,2,정왕동,2812-0
9,2,정왕동,2813-0
9,2,정왕동,2814-0
9,2,정왕동,2816-0
9,2,정왕동,2817-0
10,1,정왕동,2603-0
10,1,정왕동,2605-0
10,1,정왕동,2606-0
10,1,정왕동,2650-0
10,1,정왕동,2651-0
10,1,정왕동,2652-0
10,1,정왕동,2653-0
10,1,정왕동,2653-2
10,1,정왕동,2653-3
10,1,정왕동,2654-0
10,1,정왕동,2655-0
10,2,정왕동,2745-0
10,2,정왕동,2747-0
10,2,정왕동,2749-0
10,2,정왕동,2756-0
10,2,정왕동,2758-0
10,2,정왕동,2760-0
10,2,정왕동,2764-0
10,2,정왕동,2766-0
11,1,정왕동,2609-0
11,1,정왕동,2657-0
11,1,정왕동,2657-2658
11,2,정왕동,2778-0
11,2,정왕동,2779-0
11,2,정왕동,2782-0
11,2,정왕동,2784-0
11,2,정왕동,2786-0
11,2,정왕동,2790-0
11,3,정왕동,2617-0
11,3,정왕동,2619-0
11,3,정왕동,2620-0
11,3,정왕동,2623-0
11,3,정왕동,2625-0
11,3,정왕동,2662-0
11,3,정왕동,2663-0
11,3,정왕동,2664-0
11,3,정왕동,2665-0
11,3,정왕동,2668-0
11,3,정왕동,2669-0
11,3,정왕동,2671-0
11,3,정왕동,2672-0
11,3,정왕동,2672-2674
11,3,정왕동,2672-2676
12,1,정왕동,2781-0
12,1,정왕동,2783-0
12,1,정왕동,2785-0
12,1,정왕동,2787-0
12,1,정왕동,2789-0
12,1,정왕동,2791-0
12,1,정왕동,2793-0
12,1,정왕동,2796-0
12,1,정왕동,2797-0
12,2,정왕동,2824-0
12,2,정왕동,2825-0
12,2,정왕동,2825-4
12,2,정왕동,2825-2826
