행정동,통,반,관할구역
연성동,1,1,"장현동 11~147, 170~190"
연성동,1,2,장현동 527~529
연성동,1,3,장현동 530~532
연성동,1,4,장현동 533~536
연성동,1,5,장현동 537~539
연성동,1,6,"장현동 231~308, 355~458, 481~481-4, 492~509, 516~522-4, 526, 산2~85"
연성동,2,1,장현동 540 새재마을대동APT 508동
연성동,2,2,장현동 540 새재마을대동APT 509동
연성동,2,3,장현동 540 새재마을대동APT 510동
연성동,2,4,"장현동 540 새재마을대동APT 511동, 상가"
연성동,2,5,장현동 540 새재마을대동APT 512동
연성동,2,6,장현동 540 새재마을대동APT 513동
연성동,3,1,"장현동 540 청구아파트 501동, 유치원"
연성동,3,2,장현동 540 청구아파트 502동
연성동,3,3,장현동 540 청구아파트 503동
연성동,3,4,장현동 540 청구아파트 504동
연성동,3,5,장현동 540 청구아파트 505동
연성동,3,6,장현동 540 청구아파트 506동
연성동,3,7,장현동 540 청구아파트 507동
연성동,4,1,장현동 543-4 제이파크 101동
연성동,4,2,장현동 543-4 제이파크 102동
연성동,4,3,"장현동 546-1 드림팰리스, 544～545, 547"
연성동,4,4,"장현동 548, 548-4 이즈라이프"
연성동,5,1,장현동 541-1 장현1엔플러스빌 101호~818호
연성동,5,2,장현동 541-1 장현1엔플러스빌 901호~1518호
연성동,5,3,장현동 542 장현2엔플러스빌 101호~818호
연성동,5,4,장현동 542 장현2엔플러스빌 901호~1518호
연성동,6,1,하중동 142-1～327-3
연성동,6,2,하중동 327-5～420-1
연성동,6,3,하중동 815-1～818
연성동,6,4,하중동 819～820
연성동,6,5,하중동 821～825
연성동,6,6,하중동 829～830
연성동,6,7,하중동 831～834
연성동,7,1,하중동 442～542
연성동,7,2,하중동 543～750
연성동,7,3,하중동 848～854
연성동,7,4,"하중동 856～857, 861～865"
연성동,7,5,"하중동 859～860, 874～880"
연성동,7,6,"하중동 866～867, 872～873"
연성동,7,7,하중동 868～871
연성동,8,1,하중동 827 관곡마을성원APT 111동
연성동,8,2,하중동 827 관곡마을성원APT 112동
