통,반,_dong,_jib,_fill
11,0,배곧동,224-3,road_split
14,0,배곧동,224-3,road_split
11,0,배곧동,225,road_split
13,0,배곧동,225,road_split
14,0,배곧동,225,road_split
12,0,배곧동,225,road_split
20,0,배곧동,269,road_split
26,0,배곧동,269,road_split
35,0,배곧동,269,road_split
9,0,배곧동,222,road_split
11,0,배곧동,222,road_split
13,0,배곧동,222,road_split
14,0,배곧동,229-2,road_match
14,0,배곧동,232,road_split
17,0,배곧동,232,road_split
15,0,배곧동,232,road_split
11,0,배곧동,227,road_split
12,0,배곧동,227,road_split
17,0,배곧동,235,road_split
15,0,배곧동,235,road_split
32,0,배곧동,266,road_match
9,0,배곧동,240,road_split
11,0,배곧동,240,road_split
14,0,배곧동,240,road_split
17,0,배곧동,240,road_split
20,0,배곧동,244,road_split
26,0,배곧동,244,road_split
19,0,배곧동,244,road_split
11,0,배곧동,223-3,road_split
13,0,배곧동,223-3,road_split
26,0,배곧동,246,road_split
32,0,배곧동,246,road_split
19,0,배곧동,246,road_split
19,0,배곧동,241,road_split
9,0,배곧동,241,road_split
35,0,배곧동,278,road_match
20,0,배곧동,44,road_split
19,0,배곧동,44,road_split
9,0,배곧동,213,road_split
8,0,배곧동,213,road_split
1,0,배곧동,213,road_split
13,0,배곧동,213,road_split
14,0,배곧동,213,road_split
5,0,배곧동,213,road_split
6,0,배곧동,205,road_split
7,0,배곧동,205,road_split
5,0,배곧동,201,road_split
6,0,배곧동,201,road_split
8,0,배곧동,201,road_split
8,0,배곧동,199-3,road_match
3,0,배곧동,197,road_split
4,0,배곧동,197,road_split
8,0,배곧동,195,road_split
5,0,배곧동,195,road_split
3,0,배곧동,195,road_split
4,0,배곧동,195,road_split
8,0,배곧동,194-4,road_match
8,0,배곧동,194-3,road_match
1,0,배곧동,192,road_split
8,0,배곧동,192,road_split
9,0,배곧동,190,road_split
1,0,배곧동,190,road_split
1,0,배곧동,186,road_split
8,0,배곧동,186,road_split
6,0,배곧동,186,road_split
