행정동,통,반,관할구역
은행동,11,1,"은행동 105-1(새보미 연립), 105-2"
은행동,11,2,"은행동105, 105-13(예스라이프아파트 101동～103동)"
은행동,11,3,은행동 105-13 (예스라이프아파트104동～106동)
은행동,11,4,은행동 105-13 (예스라이프아파트107동～109동)
은행동,11,5,"은행동 105-3～10, 산37-16, 37-4"
은행동,11,6,"은행동 106(보성연립), 106-1"
은행동,11,7,은행동 104-1(범우연립)
은행동,11,8,"은행동 101-1～4, 103-3(은행주택), 119-1, 120-2, 103-6, 103-7, 113-6"
은행동,12,1,은행동 293-2ㆍ6(진주아파트 101호～510호)
은행동,12,2,은행동 293-2ㆍ6(진주아파트 111호～520호)
은행동,12,3,"은행동 269-2, 270, 270-1, 273-3, 276-15(광덕빌라트)"
은행동,12,4,은행동 272-1(동경6차아파트 101호～607호)
은행동,12,5,은행동 272-1(동경6차아파트 108호～613호)
은행동,13,1,"은행동 276-12(성호빌라), 276-13(광덕아파트)"
은행동,13,2,"은행동 276-3(광덕빌라, 광덕빌라트), 276-21(성광빌라),"
은행동,13,3,"은행동 276-22(광덕7차빌라), 276-23(광덕하이츠빌라),"
은행동,13,4,"은행동 272-5(동경8차빌라 가동), 274-3～5(동경8차빌라 가동～라동)"
은행동,13,5,"은행동 261-1, 261-13～17(혁성쉐르빌)"
은행동,13,6,"은행동 271-2, 273-3, 4, 275-1, 3, 261-6, 20, 21(건일베스트빌)"
은행동,14,1,은행동 243-1(산호아파트 가동)
은행동,14,2,은행동 243-1(산호아파트 나동)
은행동,14,3,은행동 241-1(산호아파트 다동)
은행동,14,4,은행동 241-1(산호아파트 라동)
은행동,14,5,은행동 241(동경아파트 가동)
은행동,14,6,은행동 241(동경아파트 나동)
은행동,15,1,"은행동 233-2, 234-1, 248-10, 250-1, 250-2, 32(현대빌리지),"
은행동,15,2,"은행동 277(신양빌라), 278-4, 7(동아빌라), 278-1, 8, 12, 279-1～10,"
은행동,15,3,"은행동 250-3～6, 250-17, 19(가을동화빌리지), 250-21(건우빌라),"
은행동,15,4,"은행동 252-10(신성빌리지), 252-25, 252-36～38, 252-39(삼립),"
은행동,15,5,"은행동 252-2, 252-70, 71, 252-80, 81(신풍빌라)"
은행동,15,6,"은행동 252-9, 57, 58, 59(영진아트맨션 D～A)"
은행동,15,7,"은행동 252-7, 66, 67, 68(영진아트맨션 라～가)"
은행동,16,1,은행동 293-1(연희아파트 가동 101호-506호)
은행동,16,2,은행동 293-1(연희아파트 가동 107호-514호)
은행동,16,3,은행동 293-1(연희아파트 나동)
은행동,16,4,"은행동 276, 276-18, 289-2ㆍ25ㆍ43ㆍ46ㆍ47ㆍ66ㆍ68ㆍ79ㆍ80ㆍ82ㆍ84～86, 293-10～12"
은행동,17,1,은행동 244 (힐링숲)
은행동,17,2,은행동 244-2(철산아파트 C동)
은행동,17,3,은행동 248-29(명성주택)
은행동,17,4,은행동 245-1～46
은행동,17,5,"은행동 248-64(두성빌라),"
은행동,18,1,"은행동 251-7～9(동명다세대 1, 2, 4동)"
은행동,18,2,"은행동 251-19(동명다세대 3, 5, 6동), 251-6"
은행동,18,3,"은행동 251-1ㆍ3(신진주택), 252-35 (신진주택), 252-3,"
은행동,18,4,"은행동 248-49, 74(정아주택)"
은행동,18,5,은행동 248-82～92
은행동,18,6,"은행동 251-2(동경7차빌라 가동), 251-23～25(동경7차빌라"
은행동,18,7,은행동 252(수정빌라 가동)
은행동,18,8,은행동 252(수정빌라 나동)
은행동,18,9,은행동 252(수정빌라 다동)
은행동,19,1,"은행동 299～301-4, 301-6, 301-7～23, 317-1ㆍ5ㆍ6, 319,"
은행동,19,2,"은행동 289-25, 289-9ㆍ56ㆍ64(삼립빌라 1동～3동)"
은행동,19,3,"은행동 321-5, 322-2ㆍ10 (동도빌라 1동～3동)"
은행동,19,4,"은행동 322-1ㆍ5(동도빌라 5동～7동), 322-7(현대하이츠)"
은행동,19,5,"은행동 320-9ㆍ10ㆍ11(신성아트타운18차 102동, 103동,"
은행동,19,6,"은행동 317-3, 318-2, 320, 320-6(신성아트타운 18차 101동,"
은행동,19,7,"은행동 318, 318-3, 320-4ㆍ5 (중앙탑스빌 105동～108동)"
은행동,19,8,"은행동 317-4, 318-4ㆍ5(중앙탑스빌 101동～103동)"
은행동,20,1,은행동 538-2(성원아파트 101동 101호～1806호)
은행동,20,2,은행동 538-2(성원아파트 102동 101호～1806호)
은행동,20,3,은행동 538-2(성원아파트 103동 101호～1806호)
은행동,20,4,은행동 538-2(성원아파트 104동 101호～1808호)
은행동,20,5,은행동 538-2(성원아파트 105동 101호～1612호)
은행동,21,1,은행동 538-1(신명아파트 101동 1층～10층)
은행동,21,2,은행동 538-1(신명아파트 101동 11～20층)
은행동,21,3,은행동 538-1(신명아파트 102동 1층～10층)
은행동,21,4,은행동 538-1(신명아파트 102동 11층～20층)
은행동,22,1,은행동 546(대우아파트 101동 101호～1906호)
은행동,22,2,은행동 546(대우아파트 102동 101호～1904호)
은행동,22,3,은행동 546(대우아파트 103동 101호～1904호)
은행동,22,4,은행동 546(대우아파트 104동 101호～1904호)
은행동,22,5,은행동 546(대우아파트 105동 101호～1904호)
은행동,23,1,은행동 543-1(대우2차아파트 201동 101호～1804호)
은행동,23,2,은행동 543-1(대우2차아파트 202동 101호～1904호)
은행동,23,3,은행동 543-1(대우2차아파트 203동 101호～1904호)
은행동,23,4,은행동 543-1(대우2차아파트 204동 101호～1904호)
은행동,24,1,은행동 542(두산아파트 101동 101호～2004호)
은행동,24,2,은행동 542(두산아파트 102동 101호～2004호)
은행동,24,3,은행동 542(두산아파트 103동 101호～2006호)
은행동,24,4,은행동 542(두산아파트 104동 101호～2006호)
은행동,24,5,은행동 542(두산아파트 105동 101호～2004호)
은행동,25,1,은행동 289-33(녹원아파트 101동 101호～1906호)
은행동,25,2,은행동 289-33(녹원아파트 102동 101호～2002호)
은행동,26,1,은행동 323-37~40(은행하이츠빌라)
은행동,26,2,"은행동 286~327, 323-33, 327-1~48"
은행동,26,3,"은행동 323-3(정원빌라), 323-6(대신빌라)"
은행동,26,4,은행동 326-1(신양빌라)
은행동,27,1,은행동 547-1(벽산아파트 301동 101호～2004호)
은행동,27,2,은행동 547-1(벽산아파트 302동 101호～2004호)
은행동,27,3,은행동 547-1(벽산아파트 303동 101호～1906호)
은행동,27,4,은행동 547-1(벽산아파트 304동 101호～1206호)
은행동,28,1,은행동 549-1(대우3차아파트 301동 101호～2006호)
은행동,28,2,은행동 549-1(대우3차아파트 302동 101호～2008호)
은행동,28,3,은행동 549-1(대우3차아파트 303동 101호～2004호)
은행동,28,4,은행동 549-1(대우3차아파트 304동 101호～2007호)
은행동,28,5,은행동 549-1(대우3차아파트 305동 101호～1806호)
은행동,29,1,은행동 550(대우3차아파트 306동 101호～2006호)
은행동,29,2,은행동 550(대우3차아파트 307동 101호～2008호)
은행동,29,3,은행동 550(대우3차아파트 308동 101호～1906호)
은행동,29,4,은행동 550(대우3차아파트 309동 101호～1904호)
은행동,29,5,은행동 550(대우3차아파트 310동 101호～1904호)
은행동,29,6,은행동 550(대우3차아파트 311동 101호～2006호)
은행동,30,1,은행동 599(우남아파트 101동 101호～1804호)
은행동,30,2,은행동 599(우남아파트 102동 101호～1604호)
은행동,30,3,은행동 599(우남아파트 103동 101호～1604호)
은행동,30,4,은행동 599(우남아파트 104동 101호～1804호)
은행동,30,5,은행동 599(우남아파트 105동 101호～1604호)
은행동,30,6,은행동 528～541
은행동,31,1,은행동 250-5(풍림아파트 101동 101～1310)
은행동,31,2,은행동 250-5(풍림아파트 102동 101～1510)
은행동,32,1,은행동 599-1(대우4차아파트 401동 101호～1804호)
은행동,32,2,은행동 599-1대우4차아파트 402동 101호～1404호)
은행동,32,3,은행동 599-1(대우4차아파트 403동 301호～2004호)
은행동,32,4,은행동 599-1(대우4차아파트 404동 101호～1804호)
은행동,32,5,은행동 599-1(대우4차아파트 405동 101호～1804호)
은행동,32,6,은행동 599-1(대우4차아파트 406동 101호～2004호)
은행동,32,7,은행동 599-1(대우4차아파트 407동 101호～2004호)
은행동,32,8,은행동 599-1(대우4차아파트 408동 101호～2004호)
은행동,32,9,은행동 599-1(대우4차아파트 409동 101호～1804호)
은행동,33,1,은행동 599-1(대우4차아파트 410동 101호～2004호)
은행동,33,2,은행동 599-1(대우4차아파트 411동 101호～2004호)
은행동,33,3,은행동 599-1(대우4차아파트 412동 101호～2004호)
은행동,33,4,은행동 599-1(대우4차아파트 413동 101호～2004호)
은행동,33,5,은행동 599-1(대우4차아파트 414동 101호～2004호)
은행동,33,6,은행동 599-1(대우4차아파트 415동 101호～2004호)
은행동,33,7,은행동 599-1(대우4차아파트 416동 101호～1804호)
은행동,33,8,은행동 553-1～559-5
은행동,34,1,은행동 619(시흥은계센트럴타운 501동)
은행동,34,2,은행동 619(시흥은계센트럴타운 502동)
은행동,34,3,은행동 619(시흥은계센트럴타운 503동)
은행동,34,4,은행동 619(시흥은계센트럴타운 504동)
은행동,34,5,은행동 619(시흥은계센트럴타운 505동)
은행동,34,6,은행동 619(시흥은계센트럴타운 506동)
은행동,35,1,은행동 619(시흥은계센트럴타운 507동)
은행동,35,2,은행동 619(시흥은계센트럴타운 508동)
은행동,35,3,은행동 619(시흥은계센트럴타운 509동)
은행동,35,4,은행동 619(시흥은계센트럴타운 510동)
은행동,35,5,은행동 619(시흥은계센트럴타운 511동)
은행동,36,1,은행동 632(시흥은계네이처포레 1101동)
은행동,36,2,은행동 632(시흥은계네이처포레 1102동)
은행동,36,3,은행동 632(시흥은계네이처포레 1103동)
은행동,36,4,은행동 632(시흥은계네이처포레 1104동)
은행동,37,1,은행동 632(시흥은계네이처포레 1105동)
은행동,37,2,은행동 632(시흥은계네이처포레 1106동)
은행동,37,3,은행동 632(시흥은계네이처포레 1107동)
은행동,37,4,은행동 632(시흥은계네이처포레 1108동)
은행동,37,5,은행동 632(시흥은계네이처포레 1109동)
은행동,38,1,은행동 632(시흥은계네이처포레 1110동)
은행동,38,2,은행동 632(시흥은계네이처포레 1111동)
은행동,38,3,은행동 632(시흥은계네이처포레 1112동)
은행동,38,4,은행동 632(시흥은계네이처포레 1113동)
은행동,38,5,은행동 632(시흥은계네이처포레 1114동)
은행동,39,1,은행동 621(시흥은계우미린더퍼스트 401동)
은행동,39,2,은행동 621(시흥은계우미린더퍼스트 402동)
은행동,39,3,은행동 621(시흥은계우미린더퍼스트 403동)
은행동,40,1,은행동 621(시흥은계우미린더퍼스트 404동)
은행동,40,2,은행동 621(시흥은계우미린더퍼스트 405동)
은행동,40,3,은행동 621(시흥은계우미린더퍼스트 406동)
은행동,40,4,은행동 621(시흥은계우미린더퍼스트 407동)
은행동,41,1,은행동 661(시흥은계한양수자인더클래스 901동)
은행동,41,2,은행동 661(시흥은계한양수자인더클래스 902동)
은행동,41,3,은행동 661(시흥은계한양수자인더클래스 903동)
은행동,41,4,은행동 661(시흥은계한양수자인더클래스 904동)
은행동,41,5,은행동 661(시흥은계한양수자인더클래스 905동)
은행동,42,1,은행동 661(시흥은계한양수자인더클래스 906동)
은행동,42,2,은행동 661(시흥은계한양수자인더클래스 907동)
은행동,42,3,은행동 661(시흥은계한양수자인더클래스 908동)
은행동,42,4,은행동 661(시흥은계한양수자인더클래스 909동)
은행동,42,5,은행동 661(시흥은계한양수자인더클래스 910동)
은행동,43,1,은행동 620(은계브리즈힐 1001동)
은행동,43,2,은행동 620(은계브리즈힐 1002동)
은행동,43,3,은행동 620(은계브리즈힐 1003동)
은행동,43,4,은행동 620(은계브리즈힐 1004동)
은행동,44,1,은행동 620(은계브리즈힐 1005동)
은행동,44,2,은행동 620(은계브리즈힐 1006동)
은행동,44,3,은행동 620(은계브리즈힐 1007동)
은행동,44,4,은행동 620(은계브리즈힐 1008동)
은행동,44,5,은행동 620(은계브리즈힐 1009동)
은행동,44,6,은행동 620(은계브리즈힐 1010동)
은행동,45,1,은행동 644(시흥은계호반써밋플레이스 1301동)
은행동,45,2,은행동 644(시흥은계호반써밋플레이스 1302동)
은행동,45,3,은행동 644(시흥은계호반써밋플레이스 1303동)
은행동,46,1,은행동 644(시흥은계호반써밋플레이스 1304동)
은행동,46,2,은행동 644(시흥은계호반써밋플레이스 1305동)
은행동,46,3,은행동 644(시흥은계호반써밋플레이스 1306동)
은행동,46,4,"은행동 645, 645-1~5, 646, 646-1~12"
은행동,47,1,은행동 660(시흥은계LH7단지아파트 701동)
은행동,47,2,은행동 660(시흥은계LH7단지아파트 702동)
은행동,47,3,은행동 660(시흥은계LH7단지아파트 707동)
은행동,48,1,은행동 660(시흥은계LH7단지아파트 703동)
은행동,48,2,은행동 660(시흥은계LH7단지아파트 704동)
은행동,48,3,은행동 660(시흥은계LH7단지아파트 708동)
은행동,49,1,은행동 660(시흥은계LH7단지아파트 705동)
은행동,49,2,은행동 660(시흥은계LH7단지아파트 706동)
은행동,49,3,은행동 660(시흥은계LH7단지아파트 709동)
은행동,50,1,은행동 625(시흥은계제일풍경채 1201동)
은행동,50,2,은행동 625(시흥은계제일풍경채 1202동)
은행동,50,3,은행동 625(시흥은계제일풍경채 1203동)
은행동,50,4,은행동 625(시흥은계제일풍경채 1204동)
은행동,50,5,은행동 625(시흥은계제일풍경채 1205동)
은행동,51,1,은행동 662(시흥은계아란트리 801동)
은행동,51,2,은행동 662(시흥은계아란트리 802동)
은행동,51,3,은행동 662(시흥은계아란트리 803동)
은행동,51,4,은행동 662(시흥은계아란트리 804동)
은행동,52,1,은행동 662(시흥은계아란트리 805동)
은행동,52,2,은행동 662(시흥은계아란트리 806동)
은행동,52,3,은행동 662(시흥은계아란트리 807동)
은행동,52,4,"은계지구 종3, 업무4, 업무7, 자1"
은행동,53,1,은행동 647(엘에이치은계파크자이 601동)
은행동,53,2,은행동 647(엘에이치은계파크자이 602동)
은행동,53,3,은행동 647(엘에이치은계파크자이 603동)
은행동,53,4,은행동 647(엘에이치은계파크자이 604동)
은행동,53,5,은행동 647(엘에이치은계파크자이 605동)
은행동,53,6,은계지구 근생3
은행동,54,1,은행동 647(엘에이치은계파크자이 606동)
은행동,54,2,은행동 647(엘에이치은계파크자이 607동)
은행동,54,3,은행동 647(엘에이치은계파크자이 608동)
은행동,54,4,은행동 647(엘에이치은계파크자이 609동)
은행동,54,5,"은계지구 근생17, 18"
은행동,55,1,은행동 647(엘에이치은계파크자이 610동)
은행동,55,2,은행동 647(엘에이치은계파크자이 611동)
은행동,55,3,은행동 647(엘에이치은계파크자이 612동)
은행동,55,4,은행동 647(엘에이치은계파크자이 613동)
은행동,55,5,"은계지구 근생4, 종2"
은행동,56,1,은행동 647(엘에이치은계파크자이 614동)
은행동,56,2,은행동 647(엘에이치은계파크자이 615동)
은행동,56,3,은행동 647(엘에이치은계파크자이 616동)
은행동,56,4,은행동 647(엘에이치은계파크자이 617동)
은행동,57,1,"은계지구 단독주택용지 D6～D17, D19"
은행동,57,2,은계지구 근생20
은행동,58,1,은계지구 준주거용지1
은행동,58,2,"은행동 607(럭스나인은계), 업무2, 5, 6"
은행동,58,3,은계지구 근생 8~13
은행동,59,1,(신천역 에피트 아파트 101동)
은행동,59,2,(신천역 에피트 아파트 102동)
은행동,60,1,(신천역 에피트 아파트 103동)
은행동,60,2,(신천역 에피트 아파트 104동)
은행동,61,1,(신천역 에피트 아파트 105동)
은행동,61,2,(신천역 에피트 아파트 106동)
은행동,61,3,"은행동 109, 109-15"
