통,반,_dong,_jib,_fill
36,0,정왕동,2373,road_match
36,0,정왕동,2374,road_match
36,0,정왕동,2375,road_match
11,0,정왕동,1394-3,road_split
12,0,정왕동,1394-3,road_split
28,0,정왕동,1746,road_split
23,0,정왕동,1746,road_split
34,0,정왕동,1747,road_split
29,0,정왕동,1747,road_split
28,0,정왕동,1747,road_split
28,0,정왕동,1748,road_match
28,0,정왕동,1749,road_match
29,0,정왕동,1750,road_split
28,0,정왕동,1750,road_split
29,0,정왕동,1751,road_match
29,0,정왕동,1752,road_match
29,0,정왕동,1753,road_split
28,0,정왕동,1753,road_split
29,0,정왕동,1755,road_match
33,0,정왕동,1848-3,road_match
27,0,정왕동,1849-5,road_match
15,0,정왕동,1870-2,road_match
21,0,정왕동,1871-3,road_split
22,0,정왕동,1871-3,road_split
7,0,정왕동,1872-8,road_split
10,0,정왕동,1872-8,road_split
8,0,정왕동,1872-8,road_split
2,0,정왕동,1897,road_split
5,0,정왕동,1897,road_split
7,0,정왕동,1897,road_split
3,0,정왕동,1897,road_split
13,0,정왕동,1898,road_split
19,0,정왕동,1898,road_split
5,0,정왕동,1898,road_split
22,0,정왕동,1898,road_split
7,0,정왕동,1898,road_split
23,0,정왕동,1898,road_split
17,0,정왕동,1898,road_split
15,0,정왕동,1898,road_split
12,0,정왕동,1898,road_split
11,0,정왕동,1898,road_split
10,0,정왕동,1898,road_split
31,0,정왕동,1910,road_split
25,0,정왕동,1910,road_split
31,0,정왕동,1911,road_split
25,0,정왕동,1911,road_split
33,0,정왕동,1911,road_split
27,0,정왕동,1911,road_split
31,0,정왕동,1912,road_split
27,0,정왕동,1912,road_split
33,0,정왕동,1912,road_split
34,0,정왕동,1912,road_split
28,0,정왕동,1912,road_split
34,0,정왕동,1913,road_split
28,0,정왕동,1913,road_split
25,0,정왕동,1914,road_split
13,0,정왕동,1914,road_split
21,0,정왕동,1914,road_split
27,0,정왕동,1914,road_split
22,0,정왕동,1914,road_split
28,0,정왕동,1914,road_split
23,0,정왕동,1914,road_split
13,0,정왕동,1915,road_split
19,0,정왕동,1915,road_split
21,0,정왕동,1915,road_split
15,0,정왕동,1915,road_split
23,0,정왕동,1916,road_split
17,0,정왕동,1916,road_split
36,0,정왕동,2144-1,road_match
17,0,정왕동,2147,road_split
12,0,정왕동,2147,road_split
1,0,정왕동,1890,road_split
5,0,정왕동,1890,road_split
10,0,정왕동,1890,road_split
3,0,정왕동,1890,road_split
8,0,정왕동,1890,road_split
2,0,정왕동,1890,road_split
11,0,정왕동,1890,road_split
12,0,정왕동,1890,road_split
