_dong,_jib,통
정왕동,1843,17.0
정왕동,1844,23.0
정왕동,1846,28.0
정왕동,1847,34.0
정왕동,1850,25.0
정왕동,1851,31.0
정왕동,1868,13.0
정왕동,1869,19.0
정왕동,1870-1,15.0
정왕동,1872-4,8.0
정왕동,1873-2,3.0
정왕동,1873-3,5.0
