통,반,_dong,_jib,_fill
24,0,신천동,275-1,road_match
24,0,신천동,277-5,road_split
23,0,신천동,277-5,road_split
24,0,신천동,280-3,road_match
5,0,신천동,314-66,road_match
5,0,신천동,314-112,road_match
6,0,신천동,314-151,road_split
5,0,신천동,314-151,road_split
4,0,신천동,314-151,road_split
6,0,신천동,314-152,road_split
4,0,신천동,314-152,road_split
5,0,신천동,314-153,road_match
5,0,신천동,343-2,road_match
5,0,신천동,343-3,road_match
11,0,신천동,370-16,road_match
11,0,신천동,372-22,road_match
11,0,신천동,375-6,road_match
11,0,신천동,375-7,road_match
11,0,신천동,375-9,road_match
13,0,신천동,378-4,road_match
13,0,신천동,378-6,road_match
13,0,신천동,378-8,road_match
13,0,신천동,378-17,road_match
13,0,신천동,387-9,road_split
14,0,신천동,387-9,road_split
6,0,신천동,409-6,road_match
6,0,신천동,409-11,road_match
6,0,신천동,410-7,road_match
6,0,신천동,410-9,road_match
6,0,신천동,410-10,road_match
6,0,신천동,419-2,road_match
6,0,신천동,421-2,road_split
7,0,신천동,421-5,road_split
6,0,신천동,421-5,road_split
18,0,신천동,895,road_split
17,0,신천동,895,road_split
14,0,신천동,895,road_split
3,0,신천동,703-24,road_match
3,0,신천동,703-13,road_match
7,0,신천동,700,road_match
7,0,신천동,694,road_match
6,0,신천동,685-17,road_match
6,0,신천동,685-16,road_match
6,0,신천동,685-15,road_match
6,0,신천동,685-14,road_match
13,0,신천동,685-11,road_match
13,0,신천동,685-9,road_match
13,0,신천동,685-7,road_match
17,0,신천동,685-6,road_split
13,0,신천동,685-6,road_split
6,0,신천동,685-4,road_match
33,0,신천동,677-76,road_match
33,0,신천동,677-75,road_match
27,0,신천동,677-65,road_match
23,0,신천동,677-42,road_match
34,0,신천동,677-38,road_match
31,0,신천동,677-24,road_split
34,0,신천동,677-24,road_split
27,0,신천동,677-18,road_match
33,0,신천동,677-14,road_match
24,0,신천동,677-9,road_match
27,0,신천동,677-6,road_match
23,0,신천동,264-9,road_match
6,0,신천동,산17-56,road_match
6,0,신천동,산15-32,road_match
6,0,신천동,산15-21,road_match
6,0,신천동,산15-14,road_match
6,0,신천동,산15-11,road_match
6,0,신천동,산12-3,road_split
7,0,신천동,산12-3,road_split
7,0,신천동,산12-2,road_split
6,0,신천동,산12-2,road_split
7,0,신천동,산12-1,road_split
6,0,신천동,산12-1,road_split
7,0,신천동,산4-5,road_match
7,0,신천동,산4-4,road_match
40,0,신천동,952-1,road_match
40,0,신천동,950-1,road_match
40,0,신천동,949-4,road_match
40,0,신천동,949-3,road_match
40,0,신천동,949-2,road_match
40,0,신천동,949-1,road_match
33,0,신천동,945-6,road_match
33,0,신천동,945-4,road_match
33,0,신천동,945-3,road_match
3,0,신천동,945-1,road_split
33,0,신천동,945-1,road_split
36,0,신천동,942-2,road_split
33,0,신천동,942-2,road_split
39,0,신천동,942-1,road_split
36,0,신천동,942-1,road_split
36,0,신천동,942,road_match
38,0,신천동,941,road_split
39,0,신천동,941,road_split
38,0,신천동,940,road_split
39,0,신천동,940,road_split
38,0,신천동,939,road_split
35,0,신천동,939,road_split
39,0,신천동,939,road_split
