행정동,통,반,관할구역
매화동,7,4,"금이동 산115, 138, 139, 420-1ㆍ4, 421, 452, 456, 457, 458, 459, 462,"
매화동,8,1,"매화동 368-44, 368-6(예림상가), 368-6(금성빌딩), 368-16ㆍ17ㆍ18ㆍ19(예림1동～5동)"
매화동,8,2,매화동 368-3ㆍ12ㆍ13ㆍ14ㆍ15(예림 6동～10동)
매화동,8,3,매화동 368-25ㆍ26ㆍ27ㆍ28ㆍ29(예림 11동～15동)
매화동,8,4,매화동 368-22ㆍ23ㆍ24ㆍ35(예림 16동～20동)
매화동,8,5,매화동 368-8ㆍ31ㆍ32ㆍ33ㆍ34(예림 21동～25동)
매화동,8,6,매화동 368-39ㆍ40ㆍ41ㆍ42ㆍ50ㆍ51(예림26동～31동)
매화동,9,1,매화동 200-1(제성 101～507호)
매화동,9,2,매화동 200-1(제성 108～513호)
매화동,9,3,"매화동 201-1(서능빌라), 210-1～4ㆍ5ㆍ6(명일주택), 220-16, 199-1～7"
매화동,9,4,매화동 194-1(동진 101-407호)
매화동,9,5,매화동 194-1(동진 501-807호)
매화동,9,6,매화동 194-1(동진 901-1402호)
매화동,10,1,매화동 262-1(진양 가동 101호～604호)
매화동,10,2,매화동 262-1(진양 가동 105호～608호)
매화동,10,3,매화동 262-1(진양 가동 109호～612호)
매화동,10,4,매화동 262-1(진양 가동 113호～616호)
매화동,10,5,매화동 262-1(진양 나동 101호～605호)
매화동,10,6,매화동 262-1(진양 나동 106호～610호)
매화동,11,1,"매화동 314-1ㆍ2(공작 1동, 2동)"
매화동,11,2,"매화동 314-3ㆍ4(공작 3동, 4동, 5동)"
매화동,11,3,"매화동 314-6ㆍ7(공작 1동, 2동)"
매화동,11,4,"매화동 314-8ㆍ9(공작 1동, 2동)"
매화동,11,5,"매화동 342-1ㆍ5ㆍ6(공작 10동, 11동, 12동)"
매화동,12,1,매화동 241-8(대원 가동)
매화동,12,2,매화동 241-8(대원 나동)
매화동,12,3,매화동 241-8(대원 다동)
매화동,12,4,"매화동 241(미주 가동, 나동, 다동)"
매화동,12,5,"매화동 225-226(부림 A동, B동)"
매화동,12,6,"매화동 236-4(삼도타운), 241-4ㆍ9, 234, 235, 235-1～15"
매화동,13,1,"매화동 207 서능아파트 101동, 212"
매화동,13,2,매화동 207 서능아파트 102동
매화동,13,3,매화동 207 서능아파트 103동
매화동,13,4,매화동 220-1 서능아파트 201동
매화동,13,5,매화동 220-1 서능아파트 202동
매화동,13,6,"매화동 220-1 서능아파트 203동, 220-13 서능상가"
매화동,14,1,"매화동 359, 359-1(다산주택 1동, 2동)"
매화동,14,2,"매화동 359, 359-5ㆍ6(다산주택 3동, 4동)"
매화동,14,3,"매화동 359-3ㆍ4(다산주택 5동, 6동)"
매화동,14,4,"매화동 358, 358-10(그린빌라), 361-2(다산주택 7동)"
매화동,15,1,"매화동 246-6, 247-1～9, 249-1～5"
매화동,15,2,"매화동 244-1～12, 243"
매화동,15,3,매화동 253-1～12
매화동,15,4,"매화동 261-1～4, 250-1～28, 261-2(화영주택), 293-1,"
매화동,16,1,매화동 367(매화마을 홍익아파트 201동 101～2002호)
매화동,16,2,매화동 367(매화마을 홍익아파트 201동 103～2004호)
매화동,16,3,매화동 367(매화마을 홍익아파트 201동 105～2405호)
매화동,16,4,매화동 367(매화마을 홍익아파트 202동 101～410호)
매화동,16,5,매화동 367(매화마을 홍익아파트 202동 501～810호)
매화동,16,6,매화동 367(매화마을 홍익아파트 202동 901～1208호)
매화동,16,7,"매화동 367(매화마을 홍익아파트 202동 1301～1805호), 368-63(대명노블리안)"
매화동,17,1,매화동 264-1ㆍ3(럭키타운 가동～다동)
매화동,17,2,매화동 265-17(영동아파트)
매화동,17,3,"매화동 263-1～20, 23(에덴, 연립), 263-30(진양빌라)"
매화동,17,4,"매화동 265-1(대성아파트 101동 101호～1002호),"
매화동,17,5,"매화동 264-2(대우빌라), 263-16(대성빌라 가동),"
매화동,17,6,"매화동 265-4(대성빌라 다동), 265-30(대성빌라 라동)"
매화동,18,1,매화동 361-6(금강아파트 101동)
매화동,18,2,매화동 361(금강아파트 102동 1층～5층)
매화동,18,3,매화동 361(금강아파트 102동 6층～11층)
매화동,18,4,"매화동 361-5, 362-1, 363, 364-1～22, 366, 366-1～10,"
매화동,19,1,매화동 260-1(삼화아파트 101호～1203호)
매화동,19,2,매화동 260-1(삼화아파트 104호～1605호)
매화동,19,3,매화동 260-1(삼화아파트 106호～1607호)
매화동,19,4,매화동 260-1(삼화아파트 108호～1110호)
매화동,20,1,매화동 289-1(금강2차아파트 101호～310호)
매화동,20,2,매화동 289-1(금강2차아파트 401호～610호)
매화동,20,3,매화동 289-1(금강2차아파트 701호～910호)
매화동,20,4,매화동 289-1(금강2차아파트 1001호～1210호)
매화동,20,5,매화동 289-1(금강2차아파트 1302호～1808호)
매화동,21,1,도창동 65 에이스아파트 101동
매화동,21,2,도창동 65 에이스아파트 102동
매화동,21,3,도창동 65 에이스아파트 103동
매화동,21,4,도창동 65 에이스아파트 104동
매화동,22,1,도창동 65 에이스아파트 105동
매화동,22,2,도창동 65 에이스아파트 106동
매화동,22,3,도창동 65 에이스아파트 107동
매화동,22,4,도창동 65 에이스아파트 108동
매화동,22,5,도창동 65 에이스아파트 109동
매화동,23,1,"매화동 311, 311-1(엠파크타운)"
매화동,23,2,"매화동 311-2, 312, 312-1(하이드파크)"
매화동,23,3,매화동 311-4~6(휴먼빌)
매화동,23,4,"매화동 312-3~4, 451-2, 451-6, 452, 453-2~3, 465-1~2"
