행정동,통,반,관할구역
매화동,1,1,"매화동 224, 224-1, 224-7(장한파크빌),231, 233, 233-1～3"
매화동,1,2,"매화동 334, 335, 354, 355, 356, 358-1~12"
매화동,1,3,"매화동 336-1~16, 337-1～8(일화주택), 338-1～7, 343"
매화동,1,4,"매화동 350, 351, 352, 353"
매화동,2,1,"매화동 221-1, 222-1, 222-3(대명빌라), 222-4(대명주택),"
매화동,2,2,"매화동 221-15～221-63(동산주택), 221-66,"
매화동,2,3,"매화동 221-4, 221-97, 240-1～240-6(한아름빌라),"
매화동,2,4,"매화동 238-1～10, 239-1～2, 327-1,"
매화동,2,5,"매화동 330(선경빌라 A동～C동), 332-4(태청빌라 A동～B동),"
매화동,3,1,"매화동 191, 191-1～9(매화연립)"
매화동,3,2,매화동 191-1ㆍ3ㆍ6(은행연립 가동)
매화동,3,3,매화동 191-1ㆍ6(은행연립 나동)
매화동,3,4,"매화동 98-2, 193-1(에덴연립 가동～다동), 169-1,"
매화동,3,5,"매화동 산5, 산5-1, 산24-2, 산32, 20, 26, 산34, 산34-3, 43, 53-5, 92-1～12, 103, 189"
매화동,3,6,"매화동 180, 190-12(삼우주택 가동)"
매화동,3,7,"매화동 190-8(삼우주택 나동, 다동)"
매화동,4,1,"도창동 산1, 산2-16, 산4-1, 12-2, 123, 135, 144-5ㆍ7ㆍ14ㆍ15ㆍ16ㆍ22ㆍ23ㆍ146"
매화동,4,2,"도창동 산 44, 산 46-1, 23-1, 46-1, 114-4ㆍ6, 118-5, 120-1, 121-8, 131-3, 134-1, 141-1, 141-4, 143-5"
매화동,4,3,"도창동 산 51-1ㆍ2, 178, 179, 180, 181, 181-4, 182, 184, 185, 187, 188-2"
매화동,4,4,"도창동 203, 204, 207, 208, 211-1, 212, 224, 225, 226, 228, 235-3"
매화동,5,1,"도창동 386, 389, 390, 404, 408-1, 409-2, 410-2, 411, 411-2,ㆍ12, 413-3ㆍ4, 427"
매화동,5,2,"도창동 289-1, 368, 315-1, 316, 361-1, 366, 367, 367-1ㆍ3, 385, 385-1(동호주택), 385-2, 389"
매화동,5,3,"도창동 산21, 산32, 23-1, 산67, 73, 73-2, 74, 114-3, 318-1, 377, 369, 382"
매화동,5,4,"도창동 370, 372-1, 372-2, 373-2(승희맨션)"
매화동,5,5,"도창동 375, 375-5(도창에이플러스타운)"
매화동,5,6,"도창동 78(대선월드피아), 383, 383-6～11(로즈빌)"
매화동,6,1,"금이동 산18, 산39-1, 산78, 27, 73, 146-3, 179-6, 193-1ㆍ3, 279, 279-5ㆍ7, 281, 282, 288-3ㆍ4ㆍ6"
매화동,6,2,"금이동 73-6, 262, 264, 265, 286, 290, 303-1, 307, 316-1, 317, 317-11, 326, 328, 339, 367-3, 산9-3"
매화동,6,3,"금이동 595-1, 600, 600-1, 601-1, 616-2, 627, 630, 548, 576"
매화동,7,1,"금이동 18, 39, 56-1ㆍ8, 60-1, 67-2, 산37-1, 산119"
매화동,7,2,"금이동 21, 산43, 43, 산115-3, 446"
매화동,7,3,"금이동 80, 138-1, 436, 442, 442-1, 443, 444, 445, 447, 447-2, 448,"
