통,반,_dong,_jib,_fill
5,0,과림동,13-10,road_match
5,0,과림동,14-3,road_match
3,0,과림동,42,road_split
5,0,과림동,42,road_split
3,0,과림동,42-3,road_match
5,0,과림동,46-4,road_match
5,0,과림동,46-5,road_match
5,0,과림동,64-8,road_match
5,0,과림동,66-3,road_match
5,0,과림동,66-8,road_match
5,0,과림동,68-9,road_match
3,0,과림동,72-7,road_match
3,0,과림동,72-14,road_split
5,0,과림동,72-14,road_split
5,0,과림동,72-27,road_match
3,0,과림동,74-3,road_match
3,0,과림동,74-6,road_match
3,0,과림동,82-3,road_match
3,0,과림동,82-4,road_match
5,0,과림동,98-2,road_split
3,0,과림동,98-3,road_split
3,0,과림동,99-14,road_match
3,0,과림동,99-15,road_match
3,0,과림동,99-20,road_match
3,0,과림동,99-34,road_match
3,0,과림동,208-29,road_match
5,0,과림동,208-39,road_match
5,0,과림동,208-41,road_split
3,0,과림동,208-41,road_split
3,0,과림동,210-1,road_match
3,0,과림동,210-4,road_match
3,0,과림동,210-18,road_match
3,0,과림동,210-19,road_match
3,0,과림동,211-2,road_match
3,0,과림동,213-2,road_match
3,0,과림동,214-3,road_match
3,0,과림동,214-9,road_match
3,0,과림동,217-1,road_match
3,0,과림동,229-2,road_match
3,0,과림동,229-7,road_match
3,0,과림동,232-1,road_match
5,0,과림동,234-14,road_match
5,0,과림동,238-1,road_match
5,0,과림동,238-7,road_match
3,0,과림동,269-3,road_match
3,0,과림동,272-2,road_match
4,0,과림동,274-4,road_split
4,0,과림동,279-7,road_match
4,0,과림동,306-10,road_split
3,0,과림동,306-10,road_split
3,0,과림동,306-14,road_match
3,0,과림동,306-16,road_match
3,0,과림동,309-2,road_match
3,0,과림동,309-4,road_match
3,0,과림동,310-2,road_match
3,0,과림동,310-3,road_match
3,0,과림동,310-5,road_match
4,0,과림동,320-20,road_match
4,0,과림동,320-21,road_match
4,0,과림동,320-22,road_match
4,0,과림동,320-23,road_match
4,0,과림동,320-24,road_match
4,0,과림동,320-28,road_match
4,0,과림동,320-29,road_match
4,0,과림동,320-31,road_match
3,0,과림동,320-32,road_match
3,0,과림동,322-1,road_match
3,0,과림동,330-1,road_match
3,0,과림동,339-5,road_match
3,0,과림동,339-6,road_match
3,0,과림동,340-1,road_match
3,0,과림동,341-7,road_match
3,0,과림동,341-10,road_match
3,0,과림동,344-7,road_match
3,0,과림동,344-8,road_match
3,0,과림동,344-9,road_match
3,0,과림동,344-13,road_match
3,0,과림동,346-12,road_match
3,0,과림동,346-13,road_match
3,0,과림동,346-14,road_match
3,0,과림동,346-21,road_match
3,0,과림동,367-6,road_match
3,0,과림동,367-8,road_match
3,0,과림동,367-9,road_split
4,0,과림동,367-9,road_split
3,0,과림동,377-6,road_match
3,0,과림동,377-8,road_match
4,0,과림동,377-16,road_match
4,0,과림동,377-17,road_split
3,0,과림동,377-17,road_split
3,0,과림동,377-18,road_match
3,0,과림동,377-19,road_match
3,0,과림동,377-29,road_match
3,0,과림동,377-36,road_match
3,0,과림동,417-11,road_match
3,0,과림동,417-12,road_match
3,0,과림동,417-15,road_match
3,0,과림동,417-30,road_match
3,0,과림동,417-31,road_match
3,0,과림동,417-32,road_match
3,0,과림동,458-3,road_match
3,0,과림동,747-3,road_match
3,0,과림동,747-4,road_match
3,0,과림동,748-4,road_match
3,0,과림동,749-3,road_match
3,0,과림동,756-5,road_match
5,0,과림동,산92-3,road_split
3,0,과림동,산92-3,road_split
3,0,과림동,산92-5,road_match
3,0,과림동,산92-8,road_split
4,0,과림동,산92-8,road_split
4,0,과림동,산93-1,road_split
3,0,과림동,산93-1,road_split
4,0,과림동,산93-2,road_split
3,0,과림동,산93-5,road_match
5,0,과림동,791,road_match
5,0,과림동,793,road_match
3,0,과림동,794,road_split
5,0,과림동,794,road_split
3,0,과림동,795,road_split
5,0,과림동,795,road_split
3,0,과림동,795-4,road_match
3,0,과림동,795-6,road_match
5,0,과림동,795-8,road_split
3,0,과림동,795-8,road_split
3,0,과림동,795-10,road_match
5,0,과림동,795-11,road_match
3,0,과림동,795-12,road_match
3,0,과림동,795-13,road_split
5,0,과림동,795-13,road_split
3,0,과림동,795-14,road_match
3,0,과림동,795-15,road_split
5,0,과림동,795-15,road_split
3,0,과림동,795-17,road_match
3,0,과림동,795-18,road_match
3,0,과림동,795-19,road_split
5,0,과림동,795-19,road_split
5,0,과림동,795-20,road_split
3,0,과림동,795-20,road_split
3,0,과림동,795-21,road_match
3,0,과림동,795-22,road_match
3,0,과림동,795-23,road_match
3,0,과림동,795-24,road_match
3,0,과림동,797,road_match
3,0,과림동,798,road_match
3,0,과림동,799,road_match
3,0,과림동,799-3,road_match
3,0,과림동,799-4,road_match
3,0,과림동,799-5,road_match
3,0,과림동,800,road_split
3,0,과림동,800-2,road_match
3,0,과림동,800-4,road_match
3,0,과림동,800-5,road_match
5,0,과림동,800-6,road_split
4,0,과림동,801,road_split
3,0,과림동,801-2,road_match
3,0,과림동,801-4,road_match
3,0,과림동,801-6,road_split
5,0,과림동,801-6,road_split
5,0,과림동,801-7,road_split
3,0,과림동,801-7,road_split
3,0,과림동,801-8,road_match
3,0,과림동,801-9,manual_pending
3,0,과림동,801-10,road_match
3,0,과림동,801-11,road_match
3,0,과림동,801-12,road_split
4,0,과림동,801-12,road_split
3,0,과림동,801-13,road_match
3,0,과림동,801-14,road_split
3,0,과림동,801-15,road_match
3,0,과림동,801-16,road_split
4,0,과림동,801-16,road_split
3,0,과림동,801-17,road_split
3,0,과림동,801-18,road_split
4,0,과림동,801-18,road_split
3,0,과림동,801-19,road_split
5,0,과림동,801-19,road_split
3,0,과림동,801-20,road_match
3,0,과림동,801-21,road_match
5,0,과림동,801-22,road_match
3,0,과림동,801-23,road_split
5,0,과림동,801-23,road_split
3,0,과림동,802-1,road_match
3,0,과림동,803,road_split
4,0,과림동,803,road_split
3,0,과림동,803-4,road_match
4,0,과림동,803-5,road_split
3,0,과림동,803-5,road_split
3,0,과림동,803-6,road_split
4,0,과림동,803-6,road_split
3,0,과림동,803-7,road_match
4,0,과림동,803-8,road_match
3,0,과림동,803-10,road_match
3,0,과림동,803-11,road_split
3,0,과림동,803-12,road_match
3,0,과림동,803-13,road_split
3,0,과림동,804,road_match
3,0,과림동,804-2,road_match
3,0,과림동,804-4,road_match
3,0,과림동,804-5,road_match
3,0,과림동,804-6,road_match
3,0,과림동,804-9,road_match
3,0,과림동,804-12,road_match
3,0,과림동,804-13,road_match
3,0,과림동,804-14,road_match
3,0,과림동,804-15,road_match
3,0,과림동,804-16,road_match
3,0,과림동,804-17,road_match
3,0,과림동,804-18,road_match
3,0,과림동,804-19,road_match
3,0,과림동,804-20,road_match
3,0,과림동,804-21,road_match
3,0,과림동,804-22,road_match
3,0,과림동,804-23,road_match
3,0,과림동,804-24,road_match
3,0,과림동,804-25,road_match
3,0,과림동,804-26,road_match
3,0,과림동,804-27,road_match
3,0,과림동,804-28,road_match
3,0,과림동,804-29,road_match
3,0,과림동,804-30,road_match
3,0,과림동,804-31,road_match
3,0,과림동,804-32,road_match
3,0,과림동,804-33,road_match
3,0,과림동,804-34,road_match
3,0,과림동,804-35,road_split
4,0,과림동,804-35,road_split
3,0,과림동,804-36,road_match
3,0,과림동,804-37,road_match
3,0,과림동,804-38,road_match
3,0,과림동,804-39,road_match
3,0,과림동,804-40,road_match
3,0,과림동,804-41,road_match
3,0,과림동,806,road_match
3,0,과림동,806-4,road_match
3,0,과림동,806-5,road_match
3,0,과림동,806-6,road_match
3,0,과림동,806-7,road_match
3,0,과림동,806-8,road_match
3,0,과림동,806-9,road_match
3,0,과림동,806-10,road_match
3,0,과림동,806-11,road_match
3,0,과림동,807,road_match
3,0,과림동,808,road_split
4,0,과림동,808,road_split
3,0,과림동,810,road_split
5,0,과림동,810,road_split
3,0,과림동,810-1,road_split
5,0,과림동,810-1,road_split
3,0,과림동,810-2,road_match
5,0,과림동,산5-2,road_match
3,0,과림동,산7-16,road_match
3,0,과림동,산7-17,road_match
3,0,과림동,산7-23,road_match
5,0,과림동,산13-9,road_match
5,0,과림동,산13-10,road_match
5,0,과림동,산13-11,road_match
5,0,과림동,산13-15,road_match
5,0,과림동,산13-16,road_match
5,0,과림동,산13-17,road_match
5,0,과림동,산13-19,road_match
3,0,과림동,산58-1,road_match
1,0,무지내동,196-6,road_match
1,0,무지내동,196-5,road_match
1,0,무지내동,191-9,road_match
1,0,무지내동,191-7,road_match
1,0,무지내동,190-3,road_match
1,0,무지내동,189-2,road_match
2,0,무지내동,135-8,road_match
2,0,무지내동,125-8,road_match
2,0,무지내동,56-7,road_match
2,0,무지내동,56-2,road_match
2,0,무지내동,56-1,road_match
2,0,무지내동,55-3,road_match
2,0,무지내동,13-4,road_match
2,0,무지내동,13-3,road_match
3,0,무지내동,1-6,road_match
1,0,무지내동,산43-3,road_match
1,0,무지내동,산42-9,road_match
1,0,무지내동,산42-5,road_match
1,0,무지내동,산42-4,road_match
1,0,무지내동,산42-3,road_match
1,0,무지내동,산22-10,road_match
1,0,무지내동,산18-4,road_match
1,0,무지내동,562-3,road_match
1,0,무지내동,561-1,road_match
1,0,무지내동,561,road_match
