_dong,_jib,통
은행동,320,19.0
은행동,318,19.0
은행동,299,19.0
은행동,297,3.0
은행동,289-66,5.0
은행동,289-25,16.0
은행동,250-5,31.0
은행동,632,36.0
은행동,619,34.0
은행동,621,39.0
은행동,647,53.0
은행동,660,47.0
은행동,694,59.0
은행동,662,51.0
은행동,661,41.0
은행동,644,45.0
은행동,620,43.0
은행동,599-1,32.0
