통,반,법정동,지번
1,1,은행동,330
1,1,은행동,331
1,1,은행동,332
1,1,은행동,333
1,1,은행동,334
1,1,은행동,335
1,1,은행동,336
1,1,은행동,337
1,1,은행동,338
1,1,은행동,339
1,1,은행동,342
1,1,은행동,343
1,1,은행동,344
1,1,은행동,345
1,1,은행동,347
1,1,은행동,348
1,1,은행동,350
1,2,은행동,351
1,2,은행동,352
1,2,은행동,353
1,2,은행동,354
1,2,은행동,355
1,2,은행동,356
1,2,은행동,357
1,2,은행동,359
1,2,은행동,362
1,2,은행동,366
1,2,은행동,367
1,2,은행동,370
1,2,은행동,371
1,2,은행동,372
1,2,은행동,373
1,2,은행동,374
1,2,은행동,376
1,2,은행동,377
1,2,은행동,378
1,2,은행동,380
1,2,은행동,383
1,2,은행동,384
1,2,은행동,385
1,2,은행동,386
1,2,은행동,394
1,2,은행동,398
1,2,은행동,399
1,2,은행동,400
1,2,은행동,401
1,2,은행동,402
1,2,은행동,403
1,2,은행동,412
1,2,은행동,414
1,2,은행동,415
1,2,은행동,416
1,2,은행동,419
1,2,은행동,420
1,2,은행동,421
1,2,은행동,422
1,2,은행동,423
1,2,은행동,424
1,2,은행동,425
1,2,은행동,426
1,2,은행동,427
1,2,은행동,431
1,2,은행동,432
1,2,은행동,433
1,2,은행동,434
1,2,은행동,435
1,2,은행동,436
1,2,은행동,438
1,2,은행동,439
1,2,은행동,440
1,2,은행동,441
1,2,은행동,442
1,2,은행동,443
1,2,은행동,444
1,2,은행동,445
1,2,은행동,446
1,2,은행동,447
1,2,은행동,448
1,2,은행동,449
1,2,은행동,450
1,2,은행동,451
1,2,은행동,453
1,2,은행동,454
1,2,은행동,455
1,2,은행동,457
1,2,은행동,458
1,2,은행동,459
1,2,은행동,463
1,2,은행동,464
1,2,은행동,465
1,2,은행동,466
1,2,은행동,467
1,2,은행동,469
1,2,은행동,485
1,2,은행동,486
1,2,은행동,487
1,2,은행동,488
1,2,은행동,489
1,2,은행동,490
1,2,은행동,491
1,2,은행동,492
1,2,은행동,493
1,2,은행동,494
1,2,은행동,495
1,2,은행동,496
1,2,은행동,497
1,2,은행동,498
1,2,은행동,500
1,2,은행동,501
1,2,은행동,502
1,2,은행동,503
1,2,은행동,507
1,2,은행동,508
1,2,은행동,509
1,2,은행동,510
1,2,은행동,512
1,2,은행동,513
1,2,은행동,514
1,2,은행동,516
1,2,은행동,517
1,2,은행동,518
1,2,은행동,520
1,2,은행동,521
2,1,은행동,50
2,1,은행동,51
2,1,은행동,52
2,1,은행동,53
2,1,은행동,54
2,1,은행동,55
2,1,은행동,56
2,1,은행동,57
2,1,은행동,58
2,1,은행동,59
2,1,은행동,60
2,1,은행동,61
2,1,은행동,62
2,1,은행동,63
2,1,은행동,64
2,1,은행동,65
2,1,은행동,66
2,1,은행동,67
2,1,은행동,68
2,1,은행동,69
2,1,은행동,70
2,1,은행동,71
2,1,은행동,72
2,1,은행동,73
2,1,은행동,74
2,1,은행동,75
2,1,은행동,76
2,1,은행동,77
2,1,은행동,78
2,1,은행동,79
2,1,은행동,80
2,1,은행동,81
2,1,은행동,82
2,1,은행동,83
2,1,은행동,84
2,1,은행동,85
2,1,은행동,86
2,1,은행동,87
2,1,은행동,88
2,1,은행동,89
2,1,은행동,90
2,1,은행동,91
2,1,은행동,92
2,1,은행동,93
2,1,은행동,94
2,1,은행동,95
2,1,은행동,96
2,1,은행동,97
2,1,은행동,98
2,1,은행동,16
4,5,은행동,106-60
4,5,은행동,106-61
4,5,은행동,106-62
4,5,은행동,109-64
4,5,은행동,109-66
4,5,은행동,109-68
4,5,은행동,109-69
4,5,은행동,109-70
4,5,은행동,109-71
4,5,은행동,109-106
4,5,은행동,109-107
4,7,은행동,109-47
4,7,은행동,109-53
4,7,은행동,109-56
4,7,은행동,109-57
6,1,안현동,172
6,1,안현동,173
6,1,안현동,174
6,1,안현동,175
6,1,안현동,176
6,1,안현동,177
6,1,안현동,178
6,1,안현동,179
6,1,안현동,180
6,1,안현동,181
6,1,안현동,182
6,1,안현동,183
6,1,안현동,184
6,1,안현동,191
6,1,안현동,192
6,1,안현동,193
6,1,안현동,194
6,1,안현동,195
6,1,안현동,196
6,1,안현동,199
6,1,안현동,202
6,1,안현동,203
6,1,안현동,204
6,1,안현동,206
6,1,안현동,209
6,1,안현동,210
6,1,안현동,211
6,1,안현동,212
6,1,안현동,213
6,1,안현동,214
6,1,안현동,215
6,1,안현동,216
6,1,안현동,217
6,1,안현동,218
6,1,안현동,220
6,1,안현동,221
6,1,안현동,222
6,1,안현동,223
6,1,안현동,226
6,1,안현동,228
6,1,안현동,229
6,1,안현동,230
6,1,안현동,234
6,1,안현동,235
6,1,안현동,236
6,1,안현동,239
6,1,안현동,245
6,1,안현동,247
6,1,안현동,251
6,1,안현동,253
6,1,안현동,257
6,1,안현동,263
6,1,안현동,264
6,1,안현동,265
6,1,안현동,266
6,1,안현동,267
6,1,안현동,268
6,1,안현동,269
6,1,안현동,270
6,1,안현동,271
6,1,안현동,273
6,1,안현동,274
6,1,안현동,277
6,1,안현동,278
6,1,안현동,280
6,1,안현동,282
6,1,안현동,284
6,1,안현동,286
6,1,안현동,289
6,1,안현동,290
6,1,안현동,291
6,1,안현동,293
6,1,안현동,294
6,1,안현동,산37
6,1,안현동,46
6,1,안현동,49
6,2,안현동,305
6,2,안현동,307
6,2,안현동,310
6,2,안현동,312
6,2,안현동,313
6,2,안현동,316
6,2,안현동,322
6,2,안현동,323
6,2,안현동,326
6,2,안현동,329
6,2,안현동,330
6,2,안현동,331
6,2,안현동,332
6,2,안현동,333
6,2,안현동,334
6,2,안현동,335
6,2,안현동,337
6,2,안현동,338
6,2,안현동,343
6,2,안현동,344
6,2,안현동,345
6,2,안현동,346
6,2,안현동,347
6,2,안현동,348
6,2,안현동,349
6,2,안현동,357
6,2,안현동,358
6,2,안현동,359
6,2,안현동,360
6,2,안현동,361
6,2,안현동,362
6,2,안현동,363
6,3,안현동,364
6,3,안현동,365
6,3,안현동,366
6,3,안현동,370
6,3,안현동,371
6,3,안현동,372
6,3,안현동,376
6,3,안현동,377
6,3,안현동,379
6,3,안현동,380
6,3,안현동,381
6,3,안현동,385
6,3,안현동,387
6,3,안현동,395
6,3,안현동,397
6,3,안현동,398
6,3,안현동,399
7,1,안현동,400-499
7,2,안현동,500
7,2,안현동,506
7,2,안현동,514
7,2,안현동,516
8,1,안현동,13
8,1,안현동,14
8,1,안현동,17
8,1,안현동,18
8,1,안현동,20
8,1,안현동,21
8,1,안현동,25
8,1,안현동,26
8,1,안현동,27
8,1,안현동,28
8,1,안현동,32
8,1,안현동,37
8,1,안현동,42
8,1,안현동,46
8,1,안현동,49
8,1,안현동,50
8,1,안현동,53
8,1,안현동,54
8,1,안현동,55
8,1,안현동,56
8,1,안현동,57
8,1,안현동,60
8,1,안현동,61
8,1,안현동,62
8,1,안현동,63
8,1,안현동,64
8,1,안현동,65
8,1,안현동,66
8,1,안현동,67
8,1,안현동,68
8,1,안현동,69
8,1,안현동,70
8,1,안현동,71
8,1,안현동,76
8,1,안현동,78
8,1,안현동,79
8,1,안현동,80
8,1,안현동,83
