행정동,통,반,관할구역
신현동,1,1,"방산동 5~6, 30, 36, 56, 57, 57-2, 59, 60~62, 산70, 산73, 76, 80~81, 90, 산95, 101~102, 111, 116, 123, 125, 130, 136, 141~143, 153~154, 157, 162, 163, 178, 179, 182, 184, 188~190, 199, 203~204, 206, 208, 210, 212, 214, 217~219"
신현동,1,2,"방산동 223, 224, 226, 235, 247, 250, 254, 258, 260, 263, 266, 267,  269, 271, 275, 277, 876, 915, 950, 999"
신현동,1,3,"방산동 283~289, 291~293, 295, 299, 301~303, 305, 403, 410, 417"
신현동,1,4,"방산동 315~316, 322, 325, 327, 357, 369, 383, 388, 390~391, 821"
신현동,2,1,"방산동 451, 457～458, 460, 463, 465, 470～471, 475, 478, 486, 489, 503, 508～509, 518, 522, 524, 530, 533, 535, 545～546, 549"
신현동,2,2,"방산동 558, 562, 592, 627, 631, 660, 669, 677, 683～684, 686～691, 694～695, 701, 718."
신현동,2,3,"방산동 687～688, 721～722, 724, 751～754, 721, 757, 778, 787, 876, 915, 950."
신현동,3,1,"포동 20-14, 20-16, 20-18, 20-20, 20-22, 20-97, 20-100, 20-118, 20-127～131, 20-137, 222-1, 336-1～3, 338-3～6, 339, 339-1, 339-4,"
신현동,3,2,"포동 산1, 산18, 산54, 18, 20-26, 20-33, 20-63, 20-66, 20-68, 20-73～74,  20-141, 22-2, 32-2, 55, 59～61, 63, 67, 67-81, 67-83～84, 67, 67-89～90, 67-98～99, 67-147, 68, 68-1, 68-3～9, 68-12, 68-17, 68-99, 70～71, 71-1, 74, 77-5, 78, 87-2, 88, 88-3～4, 109-1～2, 119, 133, 135, 152, 158, 199, 236."
신현동,3,3,"포동 35, 20-48～50, 20-53～56, 20-61, 20-91, 33-1, 33-3, 35, 36, 36-9～10, 36-12, 36-14, 36-17～18, 36-24, 36-29, 36-31, 36-33, 36-38, 37, 40～41, 44, 46～47, 50, 53, 54."
신현동,4,1,"포동 1-5~6, 1-10~11, 1-13~15, 1-17, 1-26~28, 1-31~33, 5-1, 5-3, 5-27, 5-55, 67-8, 67-198, 67-207, 67-228"
신현동,4,2,"포동 3-35~38, 4-3~12, 5-13, 5-15~16, 6-1~13, 6-15~20, 9-3~4, 12-1~7, 13-29, 13-31"
신현동,4,3,"포동 1-65~66, 3-1, 3-4"
신현동,5,1,포동 17-11~15(굿모닝빌리지)
신현동,5,2,포동 17-6~10(근영빌리지)
신현동,5,3,"포동 13, 13-7, 13-19~22, 13-25, 13-31"
신현동,6,1,포동 13-3 태산아파트 1동
신현동,6,2,포동 13-3 태산아파트 2동 5~12호
신현동,7,1,포동 13-3 태산아파트 3동 13-3 태산아파트 2동 1~4호
신현동,7,2,포동 13-3 태산아파트 4동 13-3 태산아파트 상가동
신현동,8,1,포동 13-2(동진아파트 1동)
신현동,8,2,포동 13-2(동진아파트 2동)
신현동,8,3,포동 13-2(동진아파트 3동)
신현동,9,1,포동 1-63 서강아파트 A동
신현동,9,2,포동 1-63 서강아파트 B동
신현동,9,3,포동 1-63 서강아파트 C동
신현동,10,1,"포동 1-36(신관아파트 가동, 상가)"
신현동,10,2,포동 1-36(신관아파트 나동)
신현동,11,1,포동 2(태헌2차아파트 가동)
신현동,11,2,포동 2(태헌2차아파트 나동)
신현동,11,3,"포동 1-3, 1-37, 1-46～47, 3-5, 3-13, 3-8, 3-15, 3-18～19"
신현동,12,1,포동 1-71(태헌3차아파트 101동)
신현동,12,2,포동 1-71(태헌3차아파트 102동)
신현동,12,3,"포동 1-71(태헌3차아파트 103동, 상가), 1-75"
신현동,13,1,포동 1-74(무궁화아파트 A동)
신현동,13,2,포동 1-74(무궁화아파트 B동)
신현동,14,1,"미산동 산12-1, 산30-4~8, 산32-13~21, 산34-1, 산34-4,  산35-1~2, 산49, 116-1, 118-4, 120-3~4, 121-1, 136-2, 138-1, 151-1~2, 160-1, 161-1, 163-3, 170-6, 175, 180, 190, 198, 198-3, 198-5, 200-2, 202, 203-1, 204-1, 205-1, 207-1, 220, 232-1~4, 232-7, 233-4, 233-7~9, 643-4, 643-7, 662-1, 663-6, 700, 711-4, 717, 717-2, 748"
신현동,14,2,"미산동 234, 245~249, 251, 254, 255, 265~267, 270, 272, 273, 284"
신현동,14,3,"미산동 484-33, 501-2, 522, 527, 531~533, 539~540 , 545, 550, 558~563, 571, 575,"
신현동,15,1,"미산동 산7-10~14, 산10-1, 산12-6, 산12-8, 산12-10, 산12-13, 산12-18, 산12-21, 산12-23~27, 산12-29, 115-14, 116-5, 251-12, 286-2, 316-1~2 316-15~16, 316-32~33, 349"
신현동,15,2,"미산동 산8-5~6, 산8-8, 산8-12~13, 316-18~20, 316-22~26, 347-3, 347-7~8"
신현동,15,3,"미산동 산3-2, 산3-5, 202-4, 115-1, 336-1, 338, 339-1, 340-1, 343-1, 343-4, 344, 344-2, 346, 347-2, 347-6, 350, 350-2, 350-5, 351, 352, 352-2, 355, 355-5, 356, 356-2, 356-5, 357~358, 358-1~8, 358-10, 358-15, 359-1, 359-26, 362"
신현동,15,4,"미산동 85-1, 85-5, 85-10, 85-12"
신현동,15,5,"미산동 26-1, 8-5, 35-1, 53-1, 53-4, 53-7, 53-9~11, 55, 55-2~3, 55-5, 79, 79-1, 80-2, 80-4~6, 81-1~2"
신현동,16,1,미산동 350-15 해가든더클래식아파트 101동
신현동,16,2,미산동 350-15 해가든더클래식아파트 102동
신현동,16,3,미산동 350-15 해가든더클래식아파트 103동
신현동,16,4,미산동 350-15 해가든더클래식아파트 104동
신현동,16,5,미산동 350-15 해가든더클래식아파트 105동
신현동,17,1,미산동 82-14(상아그린아파트)
신현동,17,2,"미산동 82-5, 82-15, 93-2～3, 93-8～9, 93-11"
신현동,18,1,"미산동 산15-1(부국미산아파트1동), 산15-4"
신현동,18,2,미산동 산15-1(부국미산아파트 2동)
신현동,18,3,미산동 산15-1(부국미산아파트 3동)
신현동,19,1,"미산동 산15-6, 320-4, 320-24"
신현동,19,2,"미산동 321-3, 321-8, 321-27"
신현동,19,3,"미산동 321-5, 321-14"
신현동,19,4,"미산동 321-18, 321-20～21"
신현동,19,5,"미산동 321-22, 321-24～26"
신현동,19,6,"미산동 319, 319-1～2, 320-1～2, 320-6～11, 320-14"
신현동,20,1,"미산동 316, 316-6～7, 316-39, 316-30, 317-1～5, 317-11"
신현동,20,2,"미산동 318, 324-1～7, 324-11～15, 324-17, 325"
신현동,20,3,"미산동 328, 329, 330, 332-3, 333, 333-1, 333-3, 335-1, 347-9"
