통,반,_dong,_jib,_fill
2,0,장곡동,843,road_split
3,0,장곡동,844,road_split
6,0,장곡동,844,road_split
3,0,장곡동,845,road_split
8,0,장곡동,845,road_split
13,0,장곡동,845,road_split
2,0,장곡동,845,road_split
6,0,장곡동,845,road_split
2,0,장곡동,846,road_match
2,0,장곡동,847,road_match
2,0,장곡동,848,road_match
2,0,장곡동,849,road_match
2,0,장곡동,850,road_match
2,0,장곡동,851,road_match
14,0,장곡동,852,road_match
2,0,장곡동,853,road_split
13,0,장곡동,853,road_split
1,0,장곡동,856,road_split
2,0,장곡동,856,road_split
2,0,장곡동,860,road_match
19,0,장곡동,863,road_match
2,0,장곡동,865,road_match
19,0,장곡동,866-1,road_match
19,0,장곡동,869,road_split
32,0,장곡동,869,road_split
1,0,장곡동,874-1,road_match
2,0,장곡동,875,road_split
1,0,장곡동,875,road_split
1,0,장곡동,876,road_match
1,0,장곡동,878,road_split
32,0,장곡동,878,road_split
19,0,장곡동,878,road_split
32,0,장곡동,881,road_match
4,0,장곡동,884,road_split
32,0,장곡동,884,road_split
19,0,장곡동,884,road_split
10,0,장곡동,884,road_split
10,0,장곡동,887,road_split
1,0,장곡동,887,road_split
1,0,장곡동,890,road_match
1,0,장곡동,892,road_match
1,0,장곡동,894,road_match
1,0,장곡동,898,road_match
6,0,장곡동,900-1,road_split
8,0,장곡동,900-1,road_split
14,0,장곡동,900-1,road_split
1,0,장곡동,900-1,road_split
1,0,장곡동,900-3,road_match
1,0,장곡동,904-6,road_match
2,0,장곡동,908,road_match
44,0,장곡동,915,road_match
1,0,장곡동,918,road_split
44,0,장곡동,918,road_split
38,0,장곡동,923,road_match
38,0,장곡동,926,road_match
38,0,장곡동,930,road_match
40,0,장곡동,931,road_split
38,0,장곡동,931,road_split
40,0,장곡동,935,road_match
43,0,장곡동,941,road_split
40,0,장곡동,941,road_split
43,0,장곡동,944,road_match
34,0,장곡동,947,road_match
34,0,장곡동,948,road_match
31,0,장곡동,950,road_match
1,0,장곡동,955,road_match
2,0,장곡동,산46-15,road_match
2,0,장곡동,산48-1,road_match
2,0,장곡동,산49-1,road_match
13,0,장곡동,산63-4,road_split
2,0,장곡동,산63-4,road_split
3,0,장곡동,산63-4,road_split
2,0,장곡동,산69-3,road_match
2,0,장곡동,산69-4,road_match
2,0,장곡동,산69-6,road_match
2,0,장곡동,산77-5,road_match
2,0,장곡동,산77-8,road_match
2,0,장곡동,산79-1,road_match
2,0,장곡동,산79-5,road_match
2,0,장곡동,산85-2,road_split
6,0,장곡동,산85-2,road_split
1,0,장곡동,461-6,road_match
1,0,장곡동,462-1,road_match
2,0,장곡동,771,road_match
